locus_tag	ftype	length_bp	gene	EC_number	COG	product
JEPDNJAG_00178	CDS	381				hypothetical protein
JEPDNJAG_00179	CDS	1053				hypothetical protein
JEPDNJAG_00180	CDS	162				hypothetical protein
JEPDNJAG_00181	CDS	486				hypothetical protein
JEPDNJAG_00182	CDS	1125	fucI	5.3.1.25	COG2407	L-fucose isomerase
JEPDNJAG_00183	CDS	2181				hypothetical protein
JEPDNJAG_00184	CDS	378				hypothetical protein
JEPDNJAG_00185	CDS	1260				hypothetical protein
JEPDNJAG_00186	CDS	1077	purR		COG1609	HTH-type transcriptional repressor PurR
JEPDNJAG_00187	CDS	996				hypothetical protein
JEPDNJAG_00188	CDS	294				hypothetical protein
JEPDNJAG_00189	tRNA	94				tRNA-Ser(aga)
JEPDNJAG_00190	tRNA	75				tRNA-Asp(gtc)
JEPDNJAG_00191	tRNA	73				tRNA-Asn(gtt)
JEPDNJAG_00192	CDS	1353				hypothetical protein
JEPDNJAG_00193	CDS	444				hypothetical protein
JEPDNJAG_00194	CDS	837				hypothetical protein
JEPDNJAG_00195	CDS	597	ubiE_2	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
JEPDNJAG_00196	CDS	156				hypothetical protein
JEPDNJAG_00197	CDS	1482	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
JEPDNJAG_00198	CDS	405	divK_1			Polar-differentiation response regulator DivK
JEPDNJAG_00199	CDS	591	rssB_1			Regulator of RpoS
JEPDNJAG_00200	CDS	1104	dan_1	3.5.1.81	COG3653	D-aminoacylase
JEPDNJAG_00201	CDS	615	queE	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
JEPDNJAG_00202	CDS	186				hypothetical protein
JEPDNJAG_00203	CDS	849				hypothetical protein
JEPDNJAG_00204	CDS	117				hypothetical protein
JEPDNJAG_00205	CDS	315				hypothetical protein
JEPDNJAG_00206	CDS	795				hypothetical protein
JEPDNJAG_00207	CDS	960				hypothetical protein
JEPDNJAG_00208	CDS	189	ispF	4.6.1.12		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
JEPDNJAG_00209	CDS	597				hypothetical protein
JEPDNJAG_00210	CDS	1917		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
JEPDNJAG_00211	CDS	1089				hypothetical protein
JEPDNJAG_00212	CDS	414	hsaD	3.7.1.17	COG2267	4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
JEPDNJAG_00213	CDS	519	tolB_1			Tol-Pal system protein TolB
JEPDNJAG_00214	CDS	285				hypothetical protein
JEPDNJAG_00215	CDS	1533				hypothetical protein
JEPDNJAG_00216	CDS	768				hypothetical protein
JEPDNJAG_00217	CDS	1455		3.1.6.-	COG3119	Ulvan-active sulfatase
JEPDNJAG_00218	CDS	447				hypothetical protein
JEPDNJAG_00219	CDS	381				hypothetical protein
JEPDNJAG_00220	CDS	225				hypothetical protein
JEPDNJAG_00221	CDS	1059				hypothetical protein
JEPDNJAG_00222	CDS	402				hypothetical protein
JEPDNJAG_00223	CDS	399				hypothetical protein
JEPDNJAG_00224	CDS	777				hypothetical protein
JEPDNJAG_00225	CDS	813	dppA	3.4.11.-	COG2362	D-aminopeptidase
JEPDNJAG_00226	CDS	264				hypothetical protein
JEPDNJAG_00227	CDS	183				hypothetical protein
JEPDNJAG_00228	CDS	519				hypothetical protein
JEPDNJAG_00229	CDS	441				hypothetical protein
JEPDNJAG_00230	CDS	1341				hypothetical protein
JEPDNJAG_00231	CDS	1473				hypothetical protein
JEPDNJAG_00232	CDS	360				hypothetical protein
JEPDNJAG_00233	CDS	384				hypothetical protein
JEPDNJAG_00234	CDS	930	cysM	2.5.1.47	COG0031	Cysteine synthase B
JEPDNJAG_00235	CDS	327				hypothetical protein
JEPDNJAG_00236	CDS	273				hypothetical protein
JEPDNJAG_00237	CDS	1437				hypothetical protein
JEPDNJAG_00238	CDS	285				hypothetical protein
JEPDNJAG_00239	CDS	504				hypothetical protein
JEPDNJAG_00240	CDS	2100				hypothetical protein
JEPDNJAG_00241	CDS	1464				hypothetical protein
JEPDNJAG_00242	CDS	1986	addA	5.6.2.4		ATP-dependent helicase/nuclease subunit A
JEPDNJAG_00243	CDS	888				hypothetical protein
JEPDNJAG_00244	CDS	1056	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
JEPDNJAG_00245	CDS	771	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
JEPDNJAG_00246	CDS	1494				hypothetical protein
JEPDNJAG_00247	CDS	825				hypothetical protein
JEPDNJAG_00248	CDS	657		1.11.1.24	COG0450	Peroxiredoxin
JEPDNJAG_00249	CDS	1803				hypothetical protein
JEPDNJAG_00250	CDS	645	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
JEPDNJAG_00251	CDS	1464	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
JEPDNJAG_00252	CDS	2259	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
JEPDNJAG_00253	CDS	420				hypothetical protein
JEPDNJAG_00254	CDS	267				hypothetical protein
JEPDNJAG_00255	CDS	759	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
JEPDNJAG_00256	CDS	288				hypothetical protein
JEPDNJAG_00257	CDS	1020				hypothetical protein
JEPDNJAG_00258	CDS	1092				hypothetical protein
JEPDNJAG_00259	CDS	417				hypothetical protein
JEPDNJAG_00260	CDS	396				hypothetical protein
JEPDNJAG_00261	CDS	252				hypothetical protein
JEPDNJAG_00262	CDS	651				hypothetical protein
JEPDNJAG_00263	CDS	2040				hypothetical protein
JEPDNJAG_00264	CDS	897				hypothetical protein
JEPDNJAG_00265	CDS	390				hypothetical protein
JEPDNJAG_00266	CDS	150				hypothetical protein
JEPDNJAG_00267	CDS	1131				hypothetical protein
JEPDNJAG_00268	CDS	1290	tolB_2			Tol-Pal system protein TolB
JEPDNJAG_00269	CDS	798				hypothetical protein
JEPDNJAG_00270	CDS	480	ylaC		COG1595	RNA polymerase sigma factor YlaC
JEPDNJAG_00271	CDS	819				hypothetical protein
JEPDNJAG_00272	CDS	282				hypothetical protein
JEPDNJAG_00273	CDS	177				hypothetical protein
JEPDNJAG_00274	CDS	1914				hypothetical protein
JEPDNJAG_00275	CDS	273				hypothetical protein
JEPDNJAG_00276	CDS	369				hypothetical protein
JEPDNJAG_00277	CDS	147				hypothetical protein
JEPDNJAG_00278	CDS	426				hypothetical protein
JEPDNJAG_00279	CDS	1188	namZ	3.2.1.92	COG3876	Peptidoglycan beta-N-acetylmuramidase NamZ
JEPDNJAG_00280	CDS	966	murK	2.7.1.-	COG2971	N-acetylmuramic acid/N-acetylglucosamine kinase
JEPDNJAG_00281	CDS	513				hypothetical protein
JEPDNJAG_00282	CDS	819				hypothetical protein
JEPDNJAG_00283	CDS	792				hypothetical protein
JEPDNJAG_00284	CDS	1824				hypothetical protein
JEPDNJAG_00285	CDS	783				hypothetical protein
JEPDNJAG_00286	CDS	249				hypothetical protein
JEPDNJAG_00287	CDS	666			COG2256	putative AAA domain-containing protein
JEPDNJAG_00288	CDS	936				hypothetical protein
JEPDNJAG_00289	CDS	159				hypothetical protein
JEPDNJAG_00290	CDS	123				hypothetical protein
JEPDNJAG_00291	CDS	1257				hypothetical protein
JEPDNJAG_00292	CDS	1260				hypothetical protein
JEPDNJAG_00293	CDS	795				hypothetical protein
JEPDNJAG_00294	CDS	1728				hypothetical protein
JEPDNJAG_00295	CDS	1929	quiA	1.1.5.8	COG4993	Quinate/shikimate dehydrogenase (quinone)
JEPDNJAG_00296	CDS	387				hypothetical protein
JEPDNJAG_00297	CDS	990				hypothetical protein
JEPDNJAG_00298	CDS	1464				hypothetical protein
JEPDNJAG_00299	CDS	258				hypothetical protein
JEPDNJAG_00300	CDS	408				hypothetical protein
JEPDNJAG_00301	CDS	204				hypothetical protein
JEPDNJAG_00302	CDS	678				hypothetical protein
JEPDNJAG_00303	CDS	789				hypothetical protein
JEPDNJAG_00304	CDS	333				hypothetical protein
JEPDNJAG_00305	CDS	210				hypothetical protein
JEPDNJAG_00306	CDS	708				hypothetical protein
JEPDNJAG_00307	CDS	1620				hypothetical protein
JEPDNJAG_00308	CDS	507				hypothetical protein
JEPDNJAG_00309	CDS	942				hypothetical protein
JEPDNJAG_00310	CDS	276				hypothetical protein
JEPDNJAG_00311	CDS	375				hypothetical protein
JEPDNJAG_00312	CDS	1026				hypothetical protein
JEPDNJAG_00313	CDS	243				hypothetical protein
JEPDNJAG_00314	CDS	1287	aao(So)	1.-.-.-		Aminoacetone oxidase
JEPDNJAG_00315	CDS	1473	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
JEPDNJAG_00316	CDS	1353				hypothetical protein
JEPDNJAG_00317	CDS	384				hypothetical protein
JEPDNJAG_00318	CDS	1029	fusA		COG0480	Elongation factor G
JEPDNJAG_00319	CDS	147				hypothetical protein
JEPDNJAG_00320	CDS	1149				hypothetical protein
JEPDNJAG_00321	CDS	570				hypothetical protein
JEPDNJAG_00322	CDS	183				hypothetical protein
JEPDNJAG_00323	CDS	549				hypothetical protein
JEPDNJAG_00324	CDS	453				hypothetical protein
JEPDNJAG_00325	CDS	270				hypothetical protein
JEPDNJAG_00326	CDS	2172	sldA_1	1.1.99.22		Glycerol dehydrogenase large subunit
JEPDNJAG_00327	CDS	396				hypothetical protein
JEPDNJAG_00328	CDS	291				hypothetical protein
JEPDNJAG_00329	CDS	660				hypothetical protein
JEPDNJAG_00330	CDS	1020	tdh	1.1.1.103		L-threonine 3-dehydrogenase
JEPDNJAG_00331	CDS	876	dapA_1	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
JEPDNJAG_00332	CDS	684				hypothetical protein
JEPDNJAG_00333	CDS	627				hypothetical protein
JEPDNJAG_00334	CDS	696	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
JEPDNJAG_00335	CDS	351				hypothetical protein
JEPDNJAG_00336	CDS	252				hypothetical protein
JEPDNJAG_00337	CDS	447				hypothetical protein
JEPDNJAG_00338	CDS	330				hypothetical protein
JEPDNJAG_00339	CDS	816				hypothetical protein
JEPDNJAG_00340	CDS	312				hypothetical protein
JEPDNJAG_00341	CDS	1152				hypothetical protein
JEPDNJAG_00342	CDS	387				hypothetical protein
JEPDNJAG_00343	CDS	720	lacD	4.1.2.40	COG3684	Tagatose 1,6-diphosphate aldolase
JEPDNJAG_00344	CDS	552				hypothetical protein
JEPDNJAG_00345	CDS	858	cysH	1.8.4.8		Adenosine 5'-phosphosulfate reductase
JEPDNJAG_00346	CDS	96				hypothetical protein
JEPDNJAG_00347	CDS	309				hypothetical protein
JEPDNJAG_00348	CDS	900	ispH_1	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
JEPDNJAG_00349	CDS	99				hypothetical protein
JEPDNJAG_00350	CDS	144				hypothetical protein
JEPDNJAG_00351	CDS	765				hypothetical protein
JEPDNJAG_00352	CDS	948	cysL		COG0583	HTH-type transcriptional regulator CysL
JEPDNJAG_00353	CDS	894				hypothetical protein
JEPDNJAG_00354	CDS	675	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
JEPDNJAG_00355	CDS	1056				hypothetical protein
JEPDNJAG_00356	CDS	357	rtcB	6.5.1.8	COG1690	RNA-splicing ligase RtcB
JEPDNJAG_00357	CDS	1197	ybhS_1		COG0842	putative multidrug ABC transporter permease YbhS
JEPDNJAG_00358	CDS	915	ybhF_1		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
JEPDNJAG_00359	CDS	573				hypothetical protein
JEPDNJAG_00360	CDS	354		3.1.6.-	COG3119	Ulvan-active sulfatase
JEPDNJAG_00361	CDS	1083	gci_1	5.5.1.27	COG4948	D-galactarolactone cycloisomerase
JEPDNJAG_00362	CDS	342				hypothetical protein
JEPDNJAG_00363	CDS	453				hypothetical protein
JEPDNJAG_00364	CDS	549				hypothetical protein
JEPDNJAG_00365	CDS	603				hypothetical protein
JEPDNJAG_00366	CDS	963				hypothetical protein
JEPDNJAG_00367	CDS	543				hypothetical protein
JEPDNJAG_00368	CDS	474				hypothetical protein
JEPDNJAG_00369	CDS	327				hypothetical protein
JEPDNJAG_00370	CDS	894				hypothetical protein
JEPDNJAG_00371	CDS	447				hypothetical protein
JEPDNJAG_00372	CDS	1059				hypothetical protein
JEPDNJAG_00373	CDS	999				hypothetical protein
JEPDNJAG_00374	CDS	228				hypothetical protein
JEPDNJAG_00375	CDS	657	dapF_1	5.1.1.7	COG0253	Diaminopimelate epimerase
JEPDNJAG_00376	CDS	660				hypothetical protein
JEPDNJAG_00377	CDS	1002	vgb_1	4.2.99.-		Virginiamycin B lyase
JEPDNJAG_00378	CDS	318				hypothetical protein
JEPDNJAG_00379	CDS	1458				hypothetical protein
JEPDNJAG_00380	CDS	774	sigG_1		COG1191	RNA polymerase sigma-G factor
JEPDNJAG_00381	CDS	333				hypothetical protein
JEPDNJAG_00382	CDS	144				hypothetical protein
JEPDNJAG_00383	CDS	957				hypothetical protein
JEPDNJAG_00384	CDS	960	acoA_1	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
JEPDNJAG_00385	CDS	1110	acoB	1.1.1.-	COG0022	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta
JEPDNJAG_00386	CDS	348				hypothetical protein
JEPDNJAG_00387	CDS	168				hypothetical protein
JEPDNJAG_00388	CDS	1281	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
JEPDNJAG_00389	CDS	489				hypothetical protein
JEPDNJAG_00390	CDS	633				hypothetical protein
JEPDNJAG_00391	CDS	558				hypothetical protein
JEPDNJAG_00392	CDS	186				hypothetical protein
JEPDNJAG_00393	CDS	966	fieF_1		COG0053	Cation-efflux pump FieF
JEPDNJAG_00394	CDS	1035				hypothetical protein
JEPDNJAG_00395	CDS	201				hypothetical protein
JEPDNJAG_00396	CDS	312				hypothetical protein
JEPDNJAG_00397	CDS	273				hypothetical protein
JEPDNJAG_00398	CDS	123				hypothetical protein
JEPDNJAG_00399	CDS	1110				hypothetical protein
JEPDNJAG_00400	CDS	378	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
JEPDNJAG_00401	CDS	534				hypothetical protein
JEPDNJAG_00402	CDS	426				hypothetical protein
JEPDNJAG_00403	CDS	1173				hypothetical protein
JEPDNJAG_00404	CDS	753	bshB1	3.5.1.-		N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
JEPDNJAG_00405	CDS	543				hypothetical protein
JEPDNJAG_00406	CDS	351				hypothetical protein
JEPDNJAG_00407	CDS	753		2.7.7.103	COG1213	CTP:phosphoglutamine cytidylyltransferase
JEPDNJAG_00408	CDS	483				hypothetical protein
JEPDNJAG_00409	CDS	810				hypothetical protein
JEPDNJAG_00410	CDS	789				hypothetical protein
JEPDNJAG_00411	CDS	663				hypothetical protein
JEPDNJAG_00412	CDS	282				hypothetical protein
JEPDNJAG_00413	CDS	1647				hypothetical protein
JEPDNJAG_00414	CDS	93				hypothetical protein
JEPDNJAG_00415	CDS	519				hypothetical protein
JEPDNJAG_00416	CDS	1953	ftsH_1	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
JEPDNJAG_00417	CDS	288	lexA	3.4.21.88	COG1974	LexA repressor
JEPDNJAG_00418	CDS	2346	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
JEPDNJAG_00419	CDS	132				hypothetical protein
