locus_tag	ftype	length_bp	gene	EC_number	COG	product
PMKMDMIJ_00069	CDS	984	bfmBAB_1	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
PMKMDMIJ_00070	CDS	285				hypothetical protein
PMKMDMIJ_00071	CDS	1008				hypothetical protein
PMKMDMIJ_00072	CDS	324				hypothetical protein
PMKMDMIJ_00073	CDS	159				hypothetical protein
PMKMDMIJ_00074	CDS	441				hypothetical protein
PMKMDMIJ_00075	CDS	558	lutC			Lactate utilization protein C
PMKMDMIJ_00076	CDS	243				hypothetical protein
PMKMDMIJ_00077	CDS	432	fitB_1	3.1.-.-		Toxin FitB
PMKMDMIJ_00078	CDS	504				hypothetical protein
PMKMDMIJ_00079	CDS	141				hypothetical protein
PMKMDMIJ_00080	CDS	477				hypothetical protein
PMKMDMIJ_00081	CDS	468			COG2391	putative transporter
PMKMDMIJ_00082	CDS	486	rimI_1	2.3.1.266		[Ribosomal protein bS18]-alanine N-acetyltransferase
PMKMDMIJ_00083	CDS	660				hypothetical protein
PMKMDMIJ_00084	CDS	645	bfmBAB_2	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
PMKMDMIJ_00085	CDS	1365	pdhC_1	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
PMKMDMIJ_00086	CDS	1197				hypothetical protein
PMKMDMIJ_00087	CDS	711				hypothetical protein
PMKMDMIJ_00088	CDS	300				hypothetical protein
PMKMDMIJ_00089	CDS	372				hypothetical protein
PMKMDMIJ_00090	CDS	456	ndk	2.7.4.6		Nucleoside diphosphate kinase
PMKMDMIJ_00091	CDS	387				hypothetical protein
PMKMDMIJ_00092	CDS	423	dcd_1	3.5.4.13	COG0717	dCTP deaminase
PMKMDMIJ_00093	CDS	315				hypothetical protein
PMKMDMIJ_00094	CDS	792				hypothetical protein
PMKMDMIJ_00095	CDS	984	rutA_1	1.14.99.46		Pyrimidine monooxygenase RutA
PMKMDMIJ_00096	CDS	996	glkA	2.7.1.2	COG1940	Glucokinase
PMKMDMIJ_00097	CDS	945				hypothetical protein
PMKMDMIJ_00098	CDS	783				hypothetical protein
PMKMDMIJ_00099	CDS	1431	rfbP	2.7.8.6		Undecaprenyl-phosphate galactose phosphotransferase
PMKMDMIJ_00100	CDS	1107				hypothetical protein
PMKMDMIJ_00101	tRNA	98				tRNA-SeC(tca)
PMKMDMIJ_00102	CDS	411				hypothetical protein
PMKMDMIJ_00103	CDS	732				hypothetical protein
PMKMDMIJ_00104	CDS	633	ycjS	1.1.1.-	COG0673	D-glucoside 3-dehydrogenase
PMKMDMIJ_00105	CDS	303				hypothetical protein
PMKMDMIJ_00106	CDS	1152				hypothetical protein
PMKMDMIJ_00107	CDS	1062				hypothetical protein
PMKMDMIJ_00108	CDS	750				hypothetical protein
PMKMDMIJ_00109	CDS	1224				hypothetical protein
PMKMDMIJ_00110	CDS	675	spsB	3.4.21.89		Signal peptidase IB
PMKMDMIJ_00111	CDS	321	gdx			Guanidinium exporter
PMKMDMIJ_00112	CDS	753	vioD	4.2.1.145		Capreomycidine synthase
PMKMDMIJ_00113	CDS	390				hypothetical protein
PMKMDMIJ_00114	CDS	138				hypothetical protein
PMKMDMIJ_00115	CDS	1056				hypothetical protein
PMKMDMIJ_00116	CDS	1035	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
PMKMDMIJ_00117	CDS	711		3.1.3.3		Phosphoserine phosphatase
PMKMDMIJ_00118	CDS	138				hypothetical protein
PMKMDMIJ_00119	CDS	147				hypothetical protein
PMKMDMIJ_00120	CDS	1932	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
PMKMDMIJ_00121	CDS	1095				hypothetical protein
PMKMDMIJ_00122	CDS	1128				hypothetical protein
PMKMDMIJ_00123	CDS	699	cmk	2.7.4.25	COG0283	Cytidylate kinase
PMKMDMIJ_00124	CDS	720	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
PMKMDMIJ_00125	CDS	1449	obg	3.6.5.-	COG0536	GTPase Obg
PMKMDMIJ_00126	CDS	1578	rpoD			RNA polymerase sigma factor RpoD
PMKMDMIJ_00127	CDS	612	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
PMKMDMIJ_00128	CDS	783	bcr		COG2814	Bicyclomycin resistance protein
PMKMDMIJ_00129	CDS	708				hypothetical protein
PMKMDMIJ_00130	CDS	741	sasA_1	2.7.13.3		Adaptive-response sensory-kinase SasA
PMKMDMIJ_00131	CDS	741				hypothetical protein
PMKMDMIJ_00132	CDS	906	clcA			H(+)/Cl(-) exchange transporter ClcA
PMKMDMIJ_00133	CDS	186				hypothetical protein
PMKMDMIJ_00134	CDS	507				hypothetical protein
PMKMDMIJ_00135	CDS	1086	degA		COG1609	HTH-type transcriptional regulator DegA
PMKMDMIJ_00136	CDS	1296				hypothetical protein
PMKMDMIJ_00137	CDS	963				hypothetical protein
PMKMDMIJ_00138	CDS	525				hypothetical protein
PMKMDMIJ_00139	CDS	1011	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
PMKMDMIJ_00140	CDS	834	rnc	3.1.26.3		Ribonuclease 3
PMKMDMIJ_00141	CDS	444				hypothetical protein
PMKMDMIJ_00142	CDS	1560	mmdA	7.2.4.3		Methylmalonyl-CoA decarboxylase subunit alpha
PMKMDMIJ_00143	CDS	621	hcmA	5.4.99.64		2-hydroxyisobutanoyl-CoA mutase large subunit
PMKMDMIJ_00144	CDS	309				hypothetical protein
PMKMDMIJ_00145	CDS	264				hypothetical protein
PMKMDMIJ_00146	CDS	417	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
PMKMDMIJ_00147	CDS	1167	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
PMKMDMIJ_00148	CDS	390	gcvH			Glycine cleavage system H protein
PMKMDMIJ_00149	CDS	1341	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
PMKMDMIJ_00150	CDS	1338	der		COG1160	GTPase Der
PMKMDMIJ_00151	CDS	612	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
PMKMDMIJ_00152	CDS	309	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
PMKMDMIJ_00153	CDS	417	mutS2	3.1.-.-		Endonuclease MutS2
PMKMDMIJ_00154	CDS	1407	mutSB	3.6.4.-	COG1193	Putative endonuclease MutS2
PMKMDMIJ_00155	CDS	456				hypothetical protein
PMKMDMIJ_00156	CDS	759				hypothetical protein
PMKMDMIJ_00157	CDS	741				hypothetical protein
PMKMDMIJ_00158	CDS	1053			COG0451	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase
PMKMDMIJ_00159	CDS	1074				hypothetical protein
PMKMDMIJ_00160	CDS	876	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
PMKMDMIJ_00161	CDS	1965	cyoE	2.5.1.141		Protoheme IX farnesyltransferase
PMKMDMIJ_00162	CDS	291				hypothetical protein
PMKMDMIJ_00163	CDS	1080	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
PMKMDMIJ_00164	CDS	621	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
PMKMDMIJ_00165	CDS	1452	trpE	4.1.3.27		Anthranilate synthase component 1
PMKMDMIJ_00166	CDS	243	fdxA			Ferredoxin 7Fe
PMKMDMIJ_00167	CDS	258				hypothetical protein
PMKMDMIJ_00168	CDS	1062				hypothetical protein
PMKMDMIJ_00169	CDS	957	dppB_1		COG0601	Dipeptide transport system permease protein DppB
PMKMDMIJ_00170	CDS	1596	appA_1			Oligopeptide-binding protein AppA
PMKMDMIJ_00171	CDS	1329				hypothetical protein
PMKMDMIJ_00172	CDS	1449				hypothetical protein
PMKMDMIJ_00173	CDS	1122	lacF_1			Lactose transport system permease protein LacF
PMKMDMIJ_00174	CDS	921				hypothetical protein
PMKMDMIJ_00175	CDS	1380	algC	5.4.2.2		Phosphomannomutase/phosphoglucomutase
PMKMDMIJ_00176	CDS	465				hypothetical protein
PMKMDMIJ_00177	CDS	1572				hypothetical protein
PMKMDMIJ_00178	CDS	1086		3.13.-.-		S-methyl thiohydantoin desulfurase
PMKMDMIJ_00179	CDS	747				hypothetical protein
PMKMDMIJ_00180	CDS	909				hypothetical protein
PMKMDMIJ_00181	CDS	579				hypothetical protein
PMKMDMIJ_00182	CDS	228				hypothetical protein
PMKMDMIJ_00183	CDS	243				hypothetical protein
PMKMDMIJ_00184	CDS	537				hypothetical protein
PMKMDMIJ_00185	CDS	465				hypothetical protein
PMKMDMIJ_00186	CDS	507				hypothetical protein
PMKMDMIJ_00187	CDS	996	troA		COG0803	Zinc-binding protein TroA
PMKMDMIJ_00188	CDS	747	mntB_1		COG1121	Manganese transport system ATP-binding protein MntB
PMKMDMIJ_00189	CDS	741				hypothetical protein
PMKMDMIJ_00190	CDS	1122	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
PMKMDMIJ_00191	CDS	837				hypothetical protein
PMKMDMIJ_00192	CDS	612				hypothetical protein
PMKMDMIJ_00193	CDS	603	mntB_2		COG1108	Manganese transport system membrane protein MntB
PMKMDMIJ_00194	CDS	1044				hypothetical protein
PMKMDMIJ_00195	CDS	1692				hypothetical protein
PMKMDMIJ_00196	CDS	918				hypothetical protein
PMKMDMIJ_00197	CDS	474				hypothetical protein
PMKMDMIJ_00198	CDS	654				hypothetical protein
PMKMDMIJ_00199	CDS	246				hypothetical protein
PMKMDMIJ_00200	CDS	444				hypothetical protein
PMKMDMIJ_00201	CDS	621	azr	1.7.-.-	COG0431	FMN-dependent NADPH-azoreductase
PMKMDMIJ_00202	CDS	405				hypothetical protein
PMKMDMIJ_00203	CDS	351				hypothetical protein
PMKMDMIJ_00204	CDS	396				hypothetical protein
PMKMDMIJ_00205	CDS	1314		3.4.21.-		putative CtpA-like serine protease
PMKMDMIJ_00206	CDS	951	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
PMKMDMIJ_00207	CDS	435				hypothetical protein
PMKMDMIJ_00208	CDS	669				hypothetical protein
PMKMDMIJ_00209	CDS	2382				hypothetical protein
PMKMDMIJ_00210	CDS	783				hypothetical protein
PMKMDMIJ_00211	CDS	354				hypothetical protein
PMKMDMIJ_00212	CDS	354	mazF	3.1.-.-	COG2337	Endoribonuclease MazF
PMKMDMIJ_00213	CDS	429				hypothetical protein
PMKMDMIJ_00214	CDS	1404				hypothetical protein
PMKMDMIJ_00215	CDS	1380	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
PMKMDMIJ_00216	CDS	747	degU_1		COG2197	Transcriptional regulatory protein DegU
PMKMDMIJ_00217	CDS	2457	mtgA	2.4.99.28		Biosynthetic peptidoglycan transglycosylase
PMKMDMIJ_00218	CDS	1515	crtI	1.3.99.31		Phytoene desaturase (lycopene-forming)
PMKMDMIJ_00219	CDS	852				hypothetical protein
PMKMDMIJ_00220	CDS	1161				hypothetical protein
PMKMDMIJ_00221	CDS	3141				hypothetical protein
PMKMDMIJ_00222	CDS	2370				hypothetical protein
PMKMDMIJ_00223	CDS	288				hypothetical protein
PMKMDMIJ_00224	CDS	759				hypothetical protein
PMKMDMIJ_00225	CDS	270				hypothetical protein
PMKMDMIJ_00226	CDS	603				hypothetical protein
PMKMDMIJ_00227	CDS	417				hypothetical protein
PMKMDMIJ_00228	CDS	939	nikA		COG0747	Nickel-binding protein NikA
PMKMDMIJ_00229	CDS	1524	xylB	2.7.1.17		Xylulose kinase
PMKMDMIJ_00230	CDS	1074	smoE	7.5.2.-	COG3842	Sulfoquinovosyl glycerol transport ATP-binding protein SmoE
PMKMDMIJ_00231	CDS	666	smoH_1		COG0395	Sulfoquinovosyl glycerol transport system permease protein SmoH
PMKMDMIJ_00232	CDS	333				hypothetical protein
PMKMDMIJ_00233	CDS	1146	rhmD_1	4.2.1.90	COG4948	L-rhamnonate dehydratase
PMKMDMIJ_00234	CDS	408				hypothetical protein
PMKMDMIJ_00235	CDS	462				hypothetical protein
PMKMDMIJ_00236	CDS	267				hypothetical protein
PMKMDMIJ_00237	CDS	858	proC	1.5.1.2		Pyrroline-5-carboxylate reductase
PMKMDMIJ_00238	CDS	267				hypothetical protein
PMKMDMIJ_00239	CDS	1281	aceB	2.3.3.9	COG2225	Malate synthase A
PMKMDMIJ_00240	CDS	786	rex			Redox-sensing transcriptional repressor Rex
PMKMDMIJ_00241	CDS	501	rapZ			RNase adapter protein RapZ
PMKMDMIJ_00242	CDS	441				hypothetical protein
PMKMDMIJ_00243	CDS	2070				hypothetical protein
PMKMDMIJ_00244	CDS	909	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
PMKMDMIJ_00245	CDS	2007				hypothetical protein
PMKMDMIJ_00246	CDS	1575				hypothetical protein
PMKMDMIJ_00247	CDS	750	lutR		COG2186	HTH-type transcriptional regulator LutR
PMKMDMIJ_00248	CDS	483				hypothetical protein
PMKMDMIJ_00249	CDS	1557	mnhA1			Na(+)/H(+) antiporter subunit A1
PMKMDMIJ_00250	CDS	543				hypothetical protein
PMKMDMIJ_00251	CDS	498				hypothetical protein
PMKMDMIJ_00252	CDS	522				hypothetical protein
PMKMDMIJ_00253	CDS	921	ppx	3.6.1.11		Exopolyphosphatase
PMKMDMIJ_00254	CDS	264				hypothetical protein
PMKMDMIJ_00255	CDS	612				hypothetical protein
PMKMDMIJ_00256	CDS	726				hypothetical protein
PMKMDMIJ_00257	CDS	573				hypothetical protein
PMKMDMIJ_00258	CDS	3069				hypothetical protein
PMKMDMIJ_00259	CDS	912				hypothetical protein
PMKMDMIJ_00260	CDS	1029	drrA1	7.6.2.2		Daunorubicin resistance ATP-binding protein DrrA1
PMKMDMIJ_00261	CDS	939	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
PMKMDMIJ_00262	CDS	666	narL		COG2197	Nitrate/nitrite response regulator protein NarL
PMKMDMIJ_00263	CDS	144	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
PMKMDMIJ_00264	CDS	894	frsA	3.1.1.1		Esterase FrsA
PMKMDMIJ_00265	CDS	2067				hypothetical protein
PMKMDMIJ_00266	CDS	204				hypothetical protein
PMKMDMIJ_00267	CDS	660	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
PMKMDMIJ_00268	CDS	1533	nuoN_1	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
PMKMDMIJ_00269	CDS	345				hypothetical protein
PMKMDMIJ_00270	CDS	318				hypothetical protein
PMKMDMIJ_00271	CDS	264				hypothetical protein
PMKMDMIJ_00272	CDS	213				hypothetical protein
PMKMDMIJ_00273	CDS	264				hypothetical protein
PMKMDMIJ_00274	CDS	225	rfbC	5.1.3.13		dTDP-4-dehydrorhamnose 3,5-epimerase
PMKMDMIJ_00275	CDS	273				hypothetical protein
PMKMDMIJ_00276	CDS	1269	mdtH		COG0477	Multidrug resistance protein MdtH
PMKMDMIJ_00277	CDS	897				hypothetical protein
PMKMDMIJ_00278	CDS	888				hypothetical protein
PMKMDMIJ_00279	CDS	696				hypothetical protein
PMKMDMIJ_00280	CDS	861	dppA_1	3.4.11.-	COG2362	D-aminopeptidase
PMKMDMIJ_00281	CDS	183	rpsU			Small ribosomal subunit protein bS21
PMKMDMIJ_00282	CDS	258				hypothetical protein
PMKMDMIJ_00283	CDS	1731	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
PMKMDMIJ_00284	CDS	1230				hypothetical protein
PMKMDMIJ_00285	CDS	1206	map_2	3.4.11.18		Methionine aminopeptidase
PMKMDMIJ_00286	CDS	360	nqrF	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
PMKMDMIJ_00287	CDS	489				hypothetical protein
PMKMDMIJ_00288	CDS	699	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
PMKMDMIJ_00289	CDS	387				hypothetical protein
PMKMDMIJ_00290	CDS	1251	xseA	3.1.11.6		Exodeoxyribonuclease 7 large subunit
PMKMDMIJ_00291	CDS	312	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
PMKMDMIJ_00292	CDS	285				hypothetical protein
PMKMDMIJ_00293	CDS	1311	rho	3.6.4.-	COG1158	Transcription termination factor Rho
PMKMDMIJ_00294	CDS	996	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
PMKMDMIJ_00295	CDS	1032	dinG_1	3.1.-.-		3'-5' exonuclease DinG
PMKMDMIJ_00296	CDS	681				hypothetical protein
PMKMDMIJ_00297	CDS	453				hypothetical protein
PMKMDMIJ_00298	CDS	1002				hypothetical protein
PMKMDMIJ_00299	CDS	1527	dapL	2.6.1.83		LL-diaminopimelate aminotransferase
PMKMDMIJ_00300	CDS	456				hypothetical protein
PMKMDMIJ_00301	CDS	1443				hypothetical protein
PMKMDMIJ_00302	CDS	888	rocF	3.5.3.1	COG0010	Arginase
PMKMDMIJ_00303	CDS	537	dnaJ_1			Chaperone protein DnaJ
PMKMDMIJ_00304	CDS	1146				hypothetical protein
PMKMDMIJ_00305	CDS	1851	pepF	3.4.24.-	COG1164	Oligopeptidase PepF
PMKMDMIJ_00306	CDS	429				hypothetical protein
PMKMDMIJ_00307	CDS	246				hypothetical protein
PMKMDMIJ_00308	CDS	438	vapC_1	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
PMKMDMIJ_00309	CDS	147				hypothetical protein
PMKMDMIJ_00310	CDS	2271		1.-.-.-	COG0243	putative oxidoreductase
PMKMDMIJ_00311	CDS	885	fdhD		COG1526	Sulfur carrier protein FdhD
PMKMDMIJ_00312	CDS	1110				hypothetical protein
PMKMDMIJ_00313	CDS	375				hypothetical protein
PMKMDMIJ_00314	CDS	1227	zupT			Zinc transporter ZupT
PMKMDMIJ_00315	CDS	1161				hypothetical protein
PMKMDMIJ_00316	CDS	834				hypothetical protein
PMKMDMIJ_00317	CDS	384				hypothetical protein
PMKMDMIJ_00318	CDS	414	yodB		COG1733	HTH-type transcriptional regulator YodB
PMKMDMIJ_00319	CDS	396				hypothetical protein
PMKMDMIJ_00320	CDS	126				hypothetical protein
PMKMDMIJ_00321	CDS	420	yceI			Protein YceI
PMKMDMIJ_00322	CDS	489	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
PMKMDMIJ_00323	CDS	678				hypothetical protein
PMKMDMIJ_00324	CDS	1011	stp_1		COG0477	Multidrug resistance protein Stp
PMKMDMIJ_00325	CDS	417				hypothetical protein
PMKMDMIJ_00326	CDS	1152	nupP		COG4603	Guanosine ABC transporter permease protein NupP
PMKMDMIJ_00327	CDS	1572	nupO	7.6.2.-	COG3845	Guanosine import ATP-binding protein NupO
PMKMDMIJ_00328	CDS	1053	nupN		COG1744	ABC transporter guanosine-binding protein NupN
PMKMDMIJ_00329	CDS	1017				hypothetical protein
PMKMDMIJ_00330	CDS	393				hypothetical protein
PMKMDMIJ_00331	CDS	252				hypothetical protein
PMKMDMIJ_00332	CDS	204				hypothetical protein
PMKMDMIJ_00333	CDS	618				hypothetical protein
PMKMDMIJ_00334	CDS	141				hypothetical protein
PMKMDMIJ_00335	CDS	255				hypothetical protein
PMKMDMIJ_00336	CDS	1224				hypothetical protein
PMKMDMIJ_00337	CDS	867	lptB	7.5.2.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
PMKMDMIJ_00338	CDS	372				hypothetical protein
PMKMDMIJ_00339	CDS	624	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
PMKMDMIJ_00340	CDS	819	dtd3	3.1.1.96	COG0084	D-aminoacyl-tRNA deacylase
PMKMDMIJ_00341	CDS	1773	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
PMKMDMIJ_00342	CDS	162				hypothetical protein
PMKMDMIJ_00343	CDS	1392	purB	4.3.2.2		Adenylosuccinate lyase
PMKMDMIJ_00344	CDS	909	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
PMKMDMIJ_00345	CDS	321	purS	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurS
PMKMDMIJ_00346	CDS	702	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
PMKMDMIJ_00347	CDS	642				hypothetical protein
PMKMDMIJ_00348	CDS	960				hypothetical protein
PMKMDMIJ_00349	CDS	942				hypothetical protein
PMKMDMIJ_00350	CDS	1050				hypothetical protein
PMKMDMIJ_00351	CDS	1884	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
PMKMDMIJ_00352	CDS	414		3.1.-.-	COG2402	Ribonuclease VapC26
PMKMDMIJ_00353	CDS	321				hypothetical protein
PMKMDMIJ_00354	CDS	129				hypothetical protein
PMKMDMIJ_00355	CDS	189				hypothetical protein
PMKMDMIJ_00356	CDS	1569	metG	6.1.1.10		Methionine--tRNA ligase
PMKMDMIJ_00357	CDS	1212				hypothetical protein
PMKMDMIJ_00358	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
PMKMDMIJ_00359	CDS	342				hypothetical protein
PMKMDMIJ_00360	CDS	837				hypothetical protein
PMKMDMIJ_00361	CDS	777			COG1234	putative protein
PMKMDMIJ_00362	CDS	729	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
PMKMDMIJ_00363	CDS	699	pdg		COG0177	Ultraviolet N-glycosylase/AP lyase
PMKMDMIJ_00364	CDS	285				hypothetical protein
PMKMDMIJ_00365	CDS	1338	pyrC	3.5.2.3	COG0044	Dihydroorotase
PMKMDMIJ_00366	CDS	1164	pyrAA	6.3.5.5	COG0505	Carbamoyl phosphate synthase pyrimidine-specific small chain
PMKMDMIJ_00367	CDS	276				hypothetical protein
PMKMDMIJ_00368	CDS	990	gfo	1.1.99.28	COG0673	Glucose--fructose oxidoreductase
PMKMDMIJ_00369	CDS	1017	ligC	1.1.1.312		4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase
PMKMDMIJ_00370	CDS	810		3.1.1.92		4-sulfomuconolactone hydrolase
PMKMDMIJ_00371	CDS	609				hypothetical protein
PMKMDMIJ_00372	CDS	1314		3.1.6.-	COG3119	Ulvan-active sulfatase
PMKMDMIJ_00373	CDS	1341	chuR	1.1.98.7	COG0641	Serine-type anaerobic sulfatase-maturating enzyme
PMKMDMIJ_00374	CDS	840	betC	3.1.6.6	COG3119	Choline-sulfatase
PMKMDMIJ_00375	CDS	144	purD	6.3.4.13		Phosphoribosylamine--glycine ligase
