locus_tag	ftype	length_bp	gene	EC_number	COG	product
BFNNGOFM_00074	CDS	186	nusB			Transcription antitermination protein NusB
BFNNGOFM_00075	CDS	1287				hypothetical protein
BFNNGOFM_00076	CDS	936				hypothetical protein
BFNNGOFM_00077	CDS	696	mtnC	3.1.3.77		Enolase-phosphatase E1
BFNNGOFM_00078	CDS	549	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
BFNNGOFM_00079	CDS	645	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
BFNNGOFM_00080	CDS	1896	btuB_1		COG4206	Vitamin B12 transporter BtuB
BFNNGOFM_00081	CDS	213	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
BFNNGOFM_00082	CDS	852	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
BFNNGOFM_00083	CDS	279				hypothetical protein
BFNNGOFM_00084	CDS	546	yrdA		COG0663	Protein YrdA
BFNNGOFM_00085	CDS	1419	calB	1.2.1.68		Coniferyl aldehyde dehydrogenase
BFNNGOFM_00086	CDS	1017	ltaA	4.1.2.49		L-allo-threonine aldolase
BFNNGOFM_00087	CDS	771	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
BFNNGOFM_00088	CDS	201				hypothetical protein
BFNNGOFM_00089	CDS	810	thiG	2.8.1.10		Thiazole synthase
BFNNGOFM_00090	CDS	759	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
BFNNGOFM_00091	CDS	1536				hypothetical protein
BFNNGOFM_00092	CDS	1131				hypothetical protein
BFNNGOFM_00093	CDS	456	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
BFNNGOFM_00094	CDS	789	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
BFNNGOFM_00095	CDS	1188				hypothetical protein
BFNNGOFM_00096	CDS	1725				hypothetical protein
BFNNGOFM_00097	tRNA	87				tRNA-Leu(cag)
BFNNGOFM_00098	CDS	2607	rnr	3.1.13.1	COG0557	Ribonuclease R
BFNNGOFM_00099	CDS	762	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
BFNNGOFM_00100	CDS	267				hypothetical protein
BFNNGOFM_00101	CDS	675	rnt	3.1.13.-		Ribonuclease T
BFNNGOFM_00102	CDS	516				hypothetical protein
BFNNGOFM_00103	CDS	705	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
BFNNGOFM_00104	CDS	1185				hypothetical protein
BFNNGOFM_00105	CDS	396				hypothetical protein
BFNNGOFM_00106	CDS	1239	cca		COG0617	Multifunctional CCA protein
BFNNGOFM_00107	CDS	1971	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
BFNNGOFM_00108	CDS	270				hypothetical protein
BFNNGOFM_00109	CDS	1395	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
BFNNGOFM_00110	CDS	495				hypothetical protein
BFNNGOFM_00111	CDS	873				hypothetical protein
BFNNGOFM_00112	CDS	957	vldW	1.14.11.52		Validamycin A dioxygenase
BFNNGOFM_00113	CDS	1107	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
BFNNGOFM_00114	tRNA	93				tRNA-Arg(tcg)
BFNNGOFM_00115	CDS	1350	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
BFNNGOFM_00116	CDS	435	osmC	1.11.1.-	COG1764	Peroxiredoxin OsmC
BFNNGOFM_00117	CDS	1158				hypothetical protein
BFNNGOFM_00118	CDS	228	yfgD_1		COG1393	putative protein YfgD
BFNNGOFM_00119	CDS	1389				hypothetical protein
BFNNGOFM_00120	CDS	918	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
BFNNGOFM_00121	CDS	741	phaB_1	1.1.1.36	COG1028	Acetoacetyl-CoA reductase
BFNNGOFM_00122	CDS	501				hypothetical protein
BFNNGOFM_00123	CDS	723	phaB_2	1.1.1.36	COG1028	Acetoacetyl-CoA reductase
BFNNGOFM_00124	CDS	954	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
BFNNGOFM_00125	CDS	516		1.8.3.7	COG1262	Formylglycine-generating enzyme
BFNNGOFM_00126	CDS	345				hypothetical protein
BFNNGOFM_00127	CDS	813				hypothetical protein
BFNNGOFM_00128	CDS	1311				hypothetical protein
BFNNGOFM_00129	CDS	915	rarD		COG2962	Protein RarD
BFNNGOFM_00130	CDS	378	yedA_1		COG0697	putative inner membrane transporter YedA
BFNNGOFM_00131	CDS	330				hypothetical protein
BFNNGOFM_00132	CDS	303				hypothetical protein
BFNNGOFM_00133	CDS	648		4.1.1.103	COG2159	Gamma-resorcylate decarboxylase
BFNNGOFM_00134	CDS	1440	kynU	3.7.1.3		Kynureninase
BFNNGOFM_00135	CDS	1413	kmo	1.14.13.9		Kynurenine 3-monooxygenase
BFNNGOFM_00136	CDS	1500	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
BFNNGOFM_00137	CDS	687				hypothetical protein
BFNNGOFM_00138	CDS	546	zupT			Zinc transporter ZupT
BFNNGOFM_00139	CDS	837	bpoA2	1.11.1.-	COG2267	Non-haem bromoperoxidase BPO-A2
BFNNGOFM_00140	CDS	885	rpoH		COG0568	RNA polymerase sigma factor RpoH
BFNNGOFM_00141	CDS	723	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
BFNNGOFM_00142	CDS	846	rssB			Regulator of RpoS
BFNNGOFM_00143	CDS	1017	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
BFNNGOFM_00144	CDS	321	ybaB		COG0718	Nucleoid-associated protein YbaB
BFNNGOFM_00145	CDS	600	recR			Recombination protein RecR
BFNNGOFM_00146	CDS	351		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
BFNNGOFM_00147	CDS	492	slp		COG3065	Outer membrane protein Slp
BFNNGOFM_00148	CDS	2004	tgpA	2.3.2.13		Protein-glutamine gamma-glutamyltransferase
BFNNGOFM_00149	CDS	255				hypothetical protein
BFNNGOFM_00150	CDS	891	phhA	1.14.16.1	COG3186	Phenylalanine-4-hydroxylase
BFNNGOFM_00151	CDS	1623				hypothetical protein
BFNNGOFM_00152	CDS	1278	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
BFNNGOFM_00153	CDS	891				hypothetical protein
BFNNGOFM_00154	CDS	456				hypothetical protein
BFNNGOFM_00155	CDS	621	yojM		COG2032	Superoxide dismutase-like protein YojM
BFNNGOFM_00156	CDS	540				hypothetical protein
BFNNGOFM_00157	CDS	1407	glnG		COG2204	DNA-binding transcriptional regulator NtrC
BFNNGOFM_00158	CDS	753	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
BFNNGOFM_00159	CDS	741				hypothetical protein
BFNNGOFM_00160	CDS	921				hypothetical protein
BFNNGOFM_00161	CDS	1260	pepE	3.4.13.-	COG0006	putative dipeptidase PepE
BFNNGOFM_00162	CDS	1344	rimO	2.8.4.4	COG0621	Ribosomal protein uS12 methylthiotransferase RimO
BFNNGOFM_00163	CDS	975	oxyR		COG0583	DNA-binding transcriptional dual regulator OxyR
BFNNGOFM_00164	CDS	183	ahpD	1.11.1.28		Alkyl hydroperoxide reductase AhpD
BFNNGOFM_00165	CDS	2061	lhr	3.2.2.27	COG1201	Lhr helicase/ probable uracil glycosylase
BFNNGOFM_00166	CDS	438				hypothetical protein
BFNNGOFM_00167	CDS	3204				hypothetical protein
BFNNGOFM_00168	CDS	642				hypothetical protein
BFNNGOFM_00169	CDS	234				hypothetical protein
BFNNGOFM_00170	CDS	306				hypothetical protein
BFNNGOFM_00171	CDS	150				hypothetical protein
BFNNGOFM_00172	CDS	1263	ywiE_1	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
BFNNGOFM_00173	CDS	459				hypothetical protein
BFNNGOFM_00174	CDS	393				hypothetical protein
BFNNGOFM_00175	CDS	1212	puuB	1.4.3.-	COG0665	Gamma-glutamylputrescine oxidoreductase
BFNNGOFM_00176	CDS	162				hypothetical protein
BFNNGOFM_00177	CDS	192				hypothetical protein
BFNNGOFM_00178	CDS	672				hypothetical protein
BFNNGOFM_00179	CDS	522				hypothetical protein
BFNNGOFM_00180	CDS	357				hypothetical protein
BFNNGOFM_00181	CDS	861				hypothetical protein
BFNNGOFM_00182	CDS	459				hypothetical protein
BFNNGOFM_00183	tRNA	77				tRNA-Asp(gtc)
BFNNGOFM_00184	tRNA	75				tRNA-Val(tac)
BFNNGOFM_00185	CDS	273	hupB			DNA-binding protein HU-beta
BFNNGOFM_00186	CDS	1779	lon	3.4.21.53	COG0466	Lon protease
BFNNGOFM_00187	CDS	861				hypothetical protein
BFNNGOFM_00188	CDS	441	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
BFNNGOFM_00189	CDS	921	lpxL_1	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
BFNNGOFM_00190	CDS	546				hypothetical protein
BFNNGOFM_00191	CDS	1488				hypothetical protein
BFNNGOFM_00192	CDS	1074				hypothetical protein
BFNNGOFM_00193	CDS	123				hypothetical protein
BFNNGOFM_00194	CDS	129				hypothetical protein
BFNNGOFM_00195	CDS	936	lpxL_2	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
BFNNGOFM_00196	CDS	984				hypothetical protein
BFNNGOFM_00197	CDS	1716	arnT	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
BFNNGOFM_00198	CDS	1293	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
BFNNGOFM_00199	CDS	936	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
BFNNGOFM_00200	CDS	516	def	3.5.1.88		Peptide deformylase
BFNNGOFM_00201	CDS	1170				hypothetical protein
BFNNGOFM_00202	CDS	1170				hypothetical protein
BFNNGOFM_00203	CDS	231				hypothetical protein
BFNNGOFM_00204	CDS	105				hypothetical protein
BFNNGOFM_00205	CDS	921	blh	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
BFNNGOFM_00206	CDS	423	groEL	5.6.1.7		Chaperonin GroEL
BFNNGOFM_00207	CDS	231	ydaD	1.-.-.-	COG1028	General stress protein 39
BFNNGOFM_00208	CDS	492				hypothetical protein
BFNNGOFM_00209	CDS	978				hypothetical protein
BFNNGOFM_00210	CDS	897				hypothetical protein
BFNNGOFM_00211	CDS	357				hypothetical protein
BFNNGOFM_00212	CDS	513				hypothetical protein
BFNNGOFM_00213	CDS	1056				hypothetical protein
BFNNGOFM_00214	CDS	597				hypothetical protein
BFNNGOFM_00215	CDS	396				hypothetical protein
BFNNGOFM_00216	CDS	378				hypothetical protein
BFNNGOFM_00217	CDS	693	hchA	3.5.1.124		Protein/nucleic acid deglycase HchA
BFNNGOFM_00218	CDS	636				hypothetical protein
BFNNGOFM_00219	CDS	1302				hypothetical protein
BFNNGOFM_00220	CDS	216				hypothetical protein
BFNNGOFM_00221	CDS	621				hypothetical protein
BFNNGOFM_00222	CDS	486				hypothetical protein
BFNNGOFM_00223	CDS	456				hypothetical protein
BFNNGOFM_00224	CDS	567				hypothetical protein
BFNNGOFM_00225	CDS	327				hypothetical protein
BFNNGOFM_00226	CDS	210	cspA_1			Major cold shock protein CspA
BFNNGOFM_00227	CDS	732	dgcP_1	2.7.7.65		Diguanylate cyclase DgcP
BFNNGOFM_00228	CDS	606	atpD1	7.1.2.2		ATP synthase subunit beta 1
BFNNGOFM_00229	CDS	426	atpC		COG0355	ATP synthase epsilon chain
BFNNGOFM_00230	CDS	384				hypothetical protein
BFNNGOFM_00231	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
BFNNGOFM_00232	CDS	1329	sasA_1	2.7.13.3		Adaptive-response sensory-kinase SasA
BFNNGOFM_00233	CDS	1338	atoC		COG2204	Regulatory protein AtoC
BFNNGOFM_00234	CDS	1224	macB	7.6.2.-	COG0577	Macrolide export ATP-binding/permease protein MacB
BFNNGOFM_00235	CDS	1308				hypothetical protein
BFNNGOFM_00236	CDS	735	yknY_1	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
BFNNGOFM_00237	CDS	222				hypothetical protein
BFNNGOFM_00238	CDS	1296	mdtA_2		COG0845	Multidrug resistance protein MdtA
BFNNGOFM_00239	CDS	1833	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
BFNNGOFM_00240	CDS	1077	dinB_1	2.7.7.7		DNA polymerase IV
BFNNGOFM_00241	CDS	351				hypothetical protein
BFNNGOFM_00242	CDS	195				hypothetical protein
BFNNGOFM_00243	CDS	783		4.2.1.150	COG1024	Crotonyl-CoA hydratase
BFNNGOFM_00244	CDS	348				hypothetical protein
BFNNGOFM_00245	CDS	621	nth	4.2.99.18	COG0177	Endonuclease III
BFNNGOFM_00246	CDS	732				hypothetical protein
BFNNGOFM_00247	CDS	849	speE	2.5.1.16	COG0421	Polyamine aminopropyltransferase
BFNNGOFM_00248	CDS	1890	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
BFNNGOFM_00249	CDS	756	sdh	1.1.1.276	COG4221	Serine 3-dehydrogenase
BFNNGOFM_00250	CDS	504				hypothetical protein
BFNNGOFM_00251	CDS	189				hypothetical protein
BFNNGOFM_00252	CDS	108				hypothetical protein
BFNNGOFM_00253	CDS	1587	acrD		COG0841	putative aminoglycoside efflux pump
BFNNGOFM_00254	CDS	1434	acp			Sodium/proton-dependent alanine carrier protein
BFNNGOFM_00255	CDS	720	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
BFNNGOFM_00256	CDS	594				hypothetical protein
BFNNGOFM_00257	CDS	1404				hypothetical protein
BFNNGOFM_00258	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
BFNNGOFM_00259	CDS	741				hypothetical protein
BFNNGOFM_00260	CDS	297				hypothetical protein
BFNNGOFM_00261	CDS	390				hypothetical protein
BFNNGOFM_00262	CDS	1845				hypothetical protein
BFNNGOFM_00263	CDS	480	garA	1.11.1.17		Glutathione amide-dependent peroxidase
BFNNGOFM_00264	CDS	594				hypothetical protein
BFNNGOFM_00265	CDS	2361	pbpC		COG4953	Penicillin-binding protein 1C
BFNNGOFM_00266	CDS	1551	yfhM		COG2373	Alpha-2-macroglobulin
BFNNGOFM_00267	CDS	921				hypothetical protein
BFNNGOFM_00268	CDS	1005				hypothetical protein
BFNNGOFM_00269	CDS	627	prfC		COG4108	Peptide chain release factor 3
BFNNGOFM_00270	CDS	582				hypothetical protein
BFNNGOFM_00271	CDS	624				hypothetical protein
BFNNGOFM_00272	CDS	384				hypothetical protein
BFNNGOFM_00273	CDS	111				hypothetical protein
BFNNGOFM_00274	CDS	798				hypothetical protein
BFNNGOFM_00275	CDS	252				hypothetical protein
BFNNGOFM_00276	CDS	939				hypothetical protein
BFNNGOFM_00277	CDS	495	nadK	2.7.1.23		NAD kinase
BFNNGOFM_00278	CDS	153				hypothetical protein
BFNNGOFM_00279	CDS	1674	sasA_2	2.7.13.3		Adaptive-response sensory-kinase SasA
BFNNGOFM_00280	CDS	1161				hypothetical protein
BFNNGOFM_00281	CDS	258				hypothetical protein
BFNNGOFM_00282	CDS	480				hypothetical protein
BFNNGOFM_00283	CDS	720	hda		COG0593	DnaA regulatory inactivator Hda
BFNNGOFM_00284	CDS	1188				hypothetical protein
BFNNGOFM_00285	CDS	1182				hypothetical protein
BFNNGOFM_00286	CDS	1056	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
BFNNGOFM_00287	CDS	321				hypothetical protein
BFNNGOFM_00288	CDS	672	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
BFNNGOFM_00289	CDS	1275				hypothetical protein
BFNNGOFM_00290	CDS	357				hypothetical protein
BFNNGOFM_00291	CDS	771				hypothetical protein
BFNNGOFM_00292	CDS	540				hypothetical protein
BFNNGOFM_00293	CDS	951				hypothetical protein
BFNNGOFM_00294	CDS	384				IS1595 family transposase ISPpi1
BFNNGOFM_00295	CDS	735	rosB_2	2.6.1.114	COG0655	8-demethyl-8-aminoriboflavin-5'-phosphate synthase
BFNNGOFM_00296	CDS	930	dehH1	3.8.1.3		Haloacetate dehalogenase H-1
BFNNGOFM_00297	CDS	1674	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
BFNNGOFM_00298	CDS	699				hypothetical protein
BFNNGOFM_00299	CDS	216				hypothetical protein
BFNNGOFM_00300	CDS	507				hypothetical protein
BFNNGOFM_00301	CDS	330				hypothetical protein
BFNNGOFM_00302	CDS	597				hypothetical protein
BFNNGOFM_00303	CDS	360				hypothetical protein
BFNNGOFM_00304	CDS	2136	f1pep1	3.4.21.26	COG1505	Prolyl endopeptidase
BFNNGOFM_00305	CDS	2181	dapb1	3.4.14.-		Dipeptidyl aminopeptidase BI
BFNNGOFM_00306	CDS	246				hypothetical protein
BFNNGOFM_00307	CDS	960	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
BFNNGOFM_00308	CDS	303				hypothetical protein
BFNNGOFM_00309	CDS	315				hypothetical protein
BFNNGOFM_00310	CDS	786	fabG_1	1.1.1.100	COG1028	3-oxoacyl-[acyl-carrier-protein] reductase FabG
BFNNGOFM_00311	CDS	813	nei	3.2.2.-	COG0266	Endonuclease 8
BFNNGOFM_00312	CDS	291				hypothetical protein
BFNNGOFM_00313	CDS	597	hypF	6.2.-.-		Carbamoyltransferase HypF
BFNNGOFM_00314	CDS	285	hybG		COG0298	Hydrogenase maturation factor HybG
BFNNGOFM_00315	CDS	717	gmhA	5.3.1.28		Phosphoheptose isomerase
BFNNGOFM_00316	CDS	1176	hypD			Hydrogenase maturation factor HypD
BFNNGOFM_00317	CDS	1089	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
BFNNGOFM_00318	CDS	582				hypothetical protein
BFNNGOFM_00319	CDS	138				hypothetical protein
BFNNGOFM_00320	CDS	633	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
BFNNGOFM_00321	CDS	411				hypothetical protein
BFNNGOFM_00322	CDS	294				hypothetical protein
BFNNGOFM_00323	CDS	504				hypothetical protein
BFNNGOFM_00324	CDS	819			COG2267	putative protein
BFNNGOFM_00325	CDS	504	yciF		COG3685	Protein YciF
BFNNGOFM_00326	CDS	429				hypothetical protein
BFNNGOFM_00327	CDS	1287				hypothetical protein
BFNNGOFM_00328	CDS	372				hypothetical protein
BFNNGOFM_00329	CDS	702				hypothetical protein
BFNNGOFM_00330	CDS	819				hypothetical protein
BFNNGOFM_00331	CDS	315				hypothetical protein
BFNNGOFM_00332	CDS	573	algU_1			RNA polymerase sigma-H factor
BFNNGOFM_00333	CDS	378				hypothetical protein
BFNNGOFM_00334	CDS	1488	dap_1	3.4.11.19		D-aminopeptidase
BFNNGOFM_00335	CDS	1281				hypothetical protein
BFNNGOFM_00336	CDS	756				hypothetical protein
BFNNGOFM_00337	CDS	249	lemA_1		COG1704	Protein LemA
BFNNGOFM_00338	CDS	1884	htpX_1	3.4.24.-		Protease HtpX
BFNNGOFM_00339	CDS	174				hypothetical protein
BFNNGOFM_00340	CDS	201				hypothetical protein
BFNNGOFM_00341	CDS	681	ettA	3.6.1.-	COG0488	Energy-dependent translational throttle protein EttA
BFNNGOFM_00342	CDS	831	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
BFNNGOFM_00343	CDS	516				hypothetical protein
BFNNGOFM_00344	CDS	852	wbbL	2.4.1.289	COG1216	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
BFNNGOFM_00345	CDS	885				hypothetical protein
BFNNGOFM_00346	CDS	2172	xpsD		COG1450	Secretin XpsD
BFNNGOFM_00347	CDS	816				hypothetical protein
BFNNGOFM_00348	CDS	648				hypothetical protein
BFNNGOFM_00349	CDS	1182				hypothetical protein
BFNNGOFM_00350	CDS	867				hypothetical protein
BFNNGOFM_00351	CDS	633				hypothetical protein
BFNNGOFM_00352	CDS	318				hypothetical protein
BFNNGOFM_00353	CDS	930	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
BFNNGOFM_00354	CDS	804	bepA_3	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
BFNNGOFM_00355	CDS	1233				hypothetical protein
BFNNGOFM_00356	CDS	657				hypothetical protein
BFNNGOFM_00357	CDS	441				hypothetical protein
BFNNGOFM_00358	CDS	627				hypothetical protein
BFNNGOFM_00359	CDS	1323	paeA		COG1253	Polyamine export protein
BFNNGOFM_00360	CDS	669				hypothetical protein
BFNNGOFM_00361	CDS	2133				hypothetical protein
BFNNGOFM_00362	CDS	930	ptxB			putative phosphite transport system-binding protein PtxB
BFNNGOFM_00363	CDS	843	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
BFNNGOFM_00364	CDS	1401	shyC	3.4.24.-	COG0739	Peptidoglycan DD-endopeptidase ShyC
BFNNGOFM_00365	CDS	1140	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
BFNNGOFM_00366	CDS	261				hypothetical protein
BFNNGOFM_00367	CDS	795	fabI	1.3.1.9		Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
BFNNGOFM_00368	CDS	1257				hypothetical protein
BFNNGOFM_00369	CDS	783	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
BFNNGOFM_00370	CDS	678				hypothetical protein
BFNNGOFM_00371	CDS	1074	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
BFNNGOFM_00372	CDS	834	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
BFNNGOFM_00373	CDS	432				hypothetical protein
BFNNGOFM_00374	CDS	198	sdhE		COG2938	FAD assembly factor SdhE
BFNNGOFM_00375	CDS	222				hypothetical protein
BFNNGOFM_00376	CDS	858				hypothetical protein
BFNNGOFM_00377	CDS	312				hypothetical protein
BFNNGOFM_00378	CDS	237				hypothetical protein
