locus_tag	ftype	length_bp	gene	EC_number	COG	product
FKKBDLKM_00089	CDS	573		2.1.1.-	COG0742	RNA/DNA methyltransferase
FKKBDLKM_00090	CDS	1815	mutL			DNA mismatch repair protein MutL
FKKBDLKM_00091	CDS	534	rpoE			ECF RNA polymerase sigma-E factor
FKKBDLKM_00092	CDS	420	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
FKKBDLKM_00093	CDS	768		3.4.24.-	COG0612	putative zinc protease
FKKBDLKM_00094	CDS	1803	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
FKKBDLKM_00095	CDS	462				hypothetical protein
FKKBDLKM_00096	CDS	375				hypothetical protein
FKKBDLKM_00097	CDS	1479	selO	2.7.7.-	COG0397	Protein nucleotidyltransferase SelO
FKKBDLKM_00098	CDS	1149	rnd_1	3.1.13.5	COG0349	Ribonuclease D
FKKBDLKM_00099	CDS	1338				hypothetical protein
FKKBDLKM_00100	CDS	582				hypothetical protein
FKKBDLKM_00101	CDS	624				hypothetical protein
FKKBDLKM_00102	CDS	618				hypothetical protein
FKKBDLKM_00103	CDS	1041	hdfR_1			HTH-type transcriptional regulator HdfR
FKKBDLKM_00104	CDS	1095				hypothetical protein
FKKBDLKM_00105	CDS	654	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
FKKBDLKM_00106	CDS	1074	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
FKKBDLKM_00107	CDS	543	pgsA_2	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
FKKBDLKM_00108	CDS	678				hypothetical protein
FKKBDLKM_00109	CDS	165				hypothetical protein
FKKBDLKM_00110	CDS	369				hypothetical protein
FKKBDLKM_00111	CDS	516				hypothetical protein
FKKBDLKM_00112	CDS	1467	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
FKKBDLKM_00113	CDS	1161	ftsI_1	3.4.16.4		putative peptidoglycan D,D-transpeptidase FtsI
FKKBDLKM_00114	CDS	780	ku_1			Non-homologous end joining protein Ku
FKKBDLKM_00115	CDS	231				hypothetical protein
FKKBDLKM_00116	CDS	690	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
FKKBDLKM_00117	CDS	2724	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
FKKBDLKM_00118	CDS	606	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
FKKBDLKM_00119	CDS	2109	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
FKKBDLKM_00120	CDS	1704	kdpA_2		COG2060	Potassium-transporting ATPase potassium-binding subunit
FKKBDLKM_00121	CDS	90				hypothetical protein
FKKBDLKM_00122	CDS	183				hypothetical protein
FKKBDLKM_00123	CDS	468				hypothetical protein
FKKBDLKM_00124	CDS	2766	fdhA	1.17.1.10		NADP(+)-dependent formate dehydrogenase subunit alpha
FKKBDLKM_00125	CDS	1704				hypothetical protein
FKKBDLKM_00126	CDS	264				hypothetical protein
FKKBDLKM_00127	CDS	1656				hypothetical protein
FKKBDLKM_00128	CDS	915	oxyR_1		COG0583	DNA-binding transcriptional dual regulator OxyR
FKKBDLKM_00129	CDS	240	tusA		COG0425	Sulfur carrier protein TusA
FKKBDLKM_00130	CDS	1257	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
FKKBDLKM_00131	CDS	528	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
FKKBDLKM_00132	CDS	888	fdhD		COG1526	Sulfur carrier protein FdhD
FKKBDLKM_00133	CDS	630	mobA_1	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
FKKBDLKM_00134	CDS	732	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FKKBDLKM_00135	CDS	1962				hypothetical protein
FKKBDLKM_00136	CDS	1119	moeA_2	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
FKKBDLKM_00137	CDS	834	tupA			Tungstate-binding protein TupA
FKKBDLKM_00138	CDS	723	tupC	7.3.2.6		Tungstate uptake system ATP-binding protein TupC
FKKBDLKM_00139	CDS	693	tupB		COG4662	Tungstate uptake system permease protein TupB
FKKBDLKM_00140	CDS	885				hypothetical protein
FKKBDLKM_00141	CDS	1212				hypothetical protein
FKKBDLKM_00142	CDS	966				hypothetical protein
FKKBDLKM_00143	CDS	978				hypothetical protein
FKKBDLKM_00144	CDS	213				hypothetical protein
FKKBDLKM_00145	tRNA	76				tRNA-Met(cat)
FKKBDLKM_00146	CDS	297	cbbA	4.1.2.13		Fructose-bisphosphate aldolase
FKKBDLKM_00147	CDS	1461	cbbL	4.1.1.39		Ribulose bisphosphate carboxylase large chain
FKKBDLKM_00148	CDS	426	cbbS		COG4451	Ribulose bisphosphate carboxylase small subunit
FKKBDLKM_00149	CDS	924	cbbX			Protein CbbX
FKKBDLKM_00150	CDS	501				hypothetical protein
FKKBDLKM_00151	CDS	1494	PSK	2.7.1.47	COG1070	D-ribulose kinase
FKKBDLKM_00152	tRNA	77				tRNA-Arg(tcg)
FKKBDLKM_00153	CDS	246				hypothetical protein
FKKBDLKM_00154	CDS	486				hypothetical protein
FKKBDLKM_00155	CDS	201				hypothetical protein
FKKBDLKM_00156	CDS	243				hypothetical protein
FKKBDLKM_00157	CDS	447				hypothetical protein
FKKBDLKM_00158	CDS	1386	oprB_1			Porin B
FKKBDLKM_00159	CDS	2262	kefB			Glutathione-regulated potassium-efflux system protein KefB
FKKBDLKM_00160	CDS	447				hypothetical protein
FKKBDLKM_00161	CDS	1128	flhA_1	1.1.1.284		S-(hydroxymethyl)glutathione dehydrogenase
FKKBDLKM_00162	CDS	873				hypothetical protein
FKKBDLKM_00163	CDS	300				hypothetical protein
FKKBDLKM_00164	CDS	1446	phrA	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
FKKBDLKM_00165	CDS	402				hypothetical protein
FKKBDLKM_00166	CDS	213		1.11.1.24		Peroxiredoxin
FKKBDLKM_00167	CDS	1551	crtI	1.3.99.28	COG1233	Phytoene desaturase (neurosporene-forming)
FKKBDLKM_00168	CDS	1053				hypothetical protein
FKKBDLKM_00169	CDS	888	hemF_1	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
FKKBDLKM_00170	CDS	147				hypothetical protein
FKKBDLKM_00171	CDS	705	crtC	4.2.1.131		Acyclic carotenoid 1,2-hydratase
FKKBDLKM_00172	CDS	1539	crtD	1.3.99.27		Hydroxyneurosporene desaturase
FKKBDLKM_00173	CDS	867		2.5.1.10		Farnesyl diphosphate synthase
FKKBDLKM_00174	CDS	1215	crtF	2.1.1.210	COG0500	Demethylspheroidene O-methyltransferase
FKKBDLKM_00175	CDS	942	lgoD	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
FKKBDLKM_00176	CDS	996	bchX	1.3.7.15	COG1348	Chlorophyllide reductase 35.5 kDa chain
FKKBDLKM_00177	CDS	1620	bchY	1.3.7.15	COG2710	Chlorophyllide reductase 52.5 kDa chain
FKKBDLKM_00178	CDS	1452	bchZ_1	1.3.7.15	COG2710	Chlorophyllide reductase subunit Z
FKKBDLKM_00179	CDS	318				hypothetical protein
FKKBDLKM_00180	CDS	219				hypothetical protein
FKKBDLKM_00181	CDS	198				Light-harvesting protein B-880 alpha chain
FKKBDLKM_00182	CDS	837	pufL			Reaction center protein L chain
FKKBDLKM_00183	CDS	924	pufM			Reaction center protein M chain
FKKBDLKM_00184	CDS	1434				hypothetical protein
FKKBDLKM_00185	CDS	894	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
FKKBDLKM_00186	CDS	1341	pucC_1			Protein PucC
FKKBDLKM_00187	CDS	1200	cbrA		COG0644	Protein CbrA
FKKBDLKM_00188	CDS	489	crtK-2		COG3476	Tryptophan-rich protein TspO
FKKBDLKM_00189	CDS	435				Cytochrome c2 iso-1
FKKBDLKM_00190	CDS	1377				hypothetical protein
FKKBDLKM_00191	CDS	2187				hypothetical protein
FKKBDLKM_00192	CDS	693	pbsA1	1.14.14.18	COG5398	Heme oxygenase 1
FKKBDLKM_00193	CDS	891				hypothetical protein
FKKBDLKM_00194	CDS	702				hypothetical protein
FKKBDLKM_00195	CDS	1305	chlN	1.3.7.7	COG2710	Light-independent protochlorophyllide reductase subunit N
FKKBDLKM_00196	CDS	1578	chlB	1.3.7.7	COG2710	Light-independent protochlorophyllide reductase subunit B
FKKBDLKM_00197	CDS	1173				hypothetical protein
FKKBDLKM_00198	CDS	336				hypothetical protein
FKKBDLKM_00199	CDS	873				hypothetical protein
FKKBDLKM_00200	CDS	279				hypothetical protein
FKKBDLKM_00201	CDS	297				hypothetical protein
FKKBDLKM_00202	CDS	984				hypothetical protein
FKKBDLKM_00203	CDS	300				hypothetical protein
FKKBDLKM_00204	CDS	654	mcdA_1	3.6.4.-	COG1192	Maintenance of carboxysome distribution protein A
FKKBDLKM_00205	CDS	549	hin_2			DNA-invertase hin
FKKBDLKM_00206	CDS	1155				hypothetical protein
FKKBDLKM_00207	CDS	1197				hypothetical protein
FKKBDLKM_00208	CDS	435				hypothetical protein
FKKBDLKM_00209	CDS	600				hypothetical protein
FKKBDLKM_00210	CDS	1113				hypothetical protein
FKKBDLKM_00211	CDS	174	era		COG1159	GTPase Era
FKKBDLKM_00212	CDS	381				hypothetical protein
FKKBDLKM_00213	CDS	1902				hypothetical protein
FKKBDLKM_00214	CDS	753	recO			DNA repair protein RecO
FKKBDLKM_00215	CDS	2253	parC	5.6.2.2		DNA topoisomerase 4 subunit A
FKKBDLKM_00216	CDS	1395				hypothetical protein
FKKBDLKM_00217	CDS	648				hypothetical protein
FKKBDLKM_00218	CDS	936	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
FKKBDLKM_00219	CDS	555	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
FKKBDLKM_00220	CDS	549				hypothetical protein
FKKBDLKM_00221	CDS	1386	garB	1.8.1.16		Glutathione amide reductase
FKKBDLKM_00222	CDS	321				hypothetical protein
FKKBDLKM_00223	CDS	291				hypothetical protein
FKKBDLKM_00224	CDS	276				hypothetical protein
FKKBDLKM_00225	CDS	159				hypothetical protein
FKKBDLKM_00226	CDS	906				hypothetical protein
FKKBDLKM_00227	CDS	1389	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
FKKBDLKM_00228	CDS	354	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
FKKBDLKM_00229	CDS	1758	nadE	6.3.5.1		Glutamine-dependent NAD(+) synthetase
FKKBDLKM_00230	CDS	1176				hypothetical protein
FKKBDLKM_00231	CDS	309				hypothetical protein
FKKBDLKM_00232	CDS	1704	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
FKKBDLKM_00233	CDS	120				hypothetical protein
FKKBDLKM_00234	CDS	513	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
FKKBDLKM_00235	CDS	1599	cimA	2.3.3.21	COG0119	(R)-citramalate synthase
FKKBDLKM_00236	CDS	378				hypothetical protein
FKKBDLKM_00237	CDS	729				hypothetical protein
FKKBDLKM_00238	CDS	1962	atm1_1	7.-.-.-	COG5265	ATM1-type heavy metal exporter
FKKBDLKM_00239	CDS	1074				hypothetical protein
FKKBDLKM_00240	CDS	2535	uvrA		COG0178	UvrABC system protein A
FKKBDLKM_00241	CDS	408				hypothetical protein
FKKBDLKM_00242	CDS	369				hypothetical protein
FKKBDLKM_00243	CDS	648	rep_1	5.6.2.4		ATP-dependent DNA helicase Rep
FKKBDLKM_00244	CDS	1740				hypothetical protein
FKKBDLKM_00245	CDS	153				hypothetical protein
FKKBDLKM_00246	CDS	162				hypothetical protein
FKKBDLKM_00247	CDS	168				hypothetical protein
FKKBDLKM_00248	CDS	753				hypothetical protein
FKKBDLKM_00249	CDS	1554	tktB_1	2.2.1.1	COG0021	Transketolase 2
FKKBDLKM_00250	CDS	468	tkt2	2.2.1.1	COG0021	Transketolase 2
FKKBDLKM_00251	CDS	807				hypothetical protein
FKKBDLKM_00252	CDS	411				hypothetical protein
FKKBDLKM_00253	CDS	189				hypothetical protein
FKKBDLKM_00254	CDS	210				hypothetical protein
FKKBDLKM_00255	CDS	318				hypothetical protein
FKKBDLKM_00256	CDS	312				hypothetical protein
FKKBDLKM_00257	CDS	624				hypothetical protein
FKKBDLKM_00258	CDS	1299	dctM_2			C4-dicarboxylate TRAP transporter large permease protein DctM
FKKBDLKM_00259	CDS	1059				hypothetical protein
FKKBDLKM_00260	CDS	627				hypothetical protein
FKKBDLKM_00261	CDS	285				hypothetical protein
FKKBDLKM_00262	CDS	1164	bcr_1		COG2814	Bicyclomycin resistance protein
FKKBDLKM_00263	CDS	690				hypothetical protein
FKKBDLKM_00264	CDS	1122				hypothetical protein
FKKBDLKM_00265	CDS	897	argB	2.7.2.8		Acetylglutamate kinase
FKKBDLKM_00266	CDS	378				hypothetical protein
FKKBDLKM_00267	CDS	375	engB		COG0218	putative GTP-binding protein EngB
FKKBDLKM_00268	CDS	414				hypothetical protein
FKKBDLKM_00269	CDS	771				hypothetical protein
FKKBDLKM_00270	CDS	1458	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
FKKBDLKM_00271	CDS	987				hypothetical protein
FKKBDLKM_00272	CDS	339	fdxA		COG1146	Ferredoxin-2
FKKBDLKM_00273	CDS	270	hslR		COG1188	Heat shock protein 15
FKKBDLKM_00274	CDS	3519				hypothetical protein
FKKBDLKM_00275	CDS	582				hypothetical protein
FKKBDLKM_00276	CDS	867				hypothetical protein
FKKBDLKM_00277	CDS	309	rpmB		COG0227	Large ribosomal subunit protein bL28
FKKBDLKM_00278	CDS	1224	codA	3.5.4.1	COG0402	Cytosine deaminase
FKKBDLKM_00279	CDS	414				hypothetical protein
FKKBDLKM_00280	CDS	798				hypothetical protein
FKKBDLKM_00281	CDS	891	ssuB_1	7.6.2.14	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
FKKBDLKM_00282	CDS	774	ribX_1		COG0600	Riboflavin transport system permease protein RibX
FKKBDLKM_00283	CDS	1026				hypothetical protein
FKKBDLKM_00284	CDS	1443		3.5.4.32		8-oxoguanine deaminase
FKKBDLKM_00285	CDS	3414	rapA	3.6.4.-		RNA polymerase-associated protein RapA
FKKBDLKM_00286	CDS	435				hypothetical protein
FKKBDLKM_00287	CDS	1113		1.6.99.1	COG1902	NADPH dehydrogenase
FKKBDLKM_00288	CDS	963				hypothetical protein
FKKBDLKM_00289	CDS	1176				hypothetical protein
FKKBDLKM_00290	CDS	1902	cobT	6.6.1.2		Aerobic cobaltochelatase subunit CobT
FKKBDLKM_00291	CDS	366	cobS	6.6.1.2		Aerobic cobaltochelatase subunit CobS
FKKBDLKM_00292	tRNA	87				tRNA-Leu(cag)
FKKBDLKM_00293	CDS	1188				hypothetical protein
FKKBDLKM_00294	CDS	234				hypothetical protein
FKKBDLKM_00295	CDS	492	yhaV_1	3.1.-.-		Ribonuclease toxin YhaV
FKKBDLKM_00296	CDS	327				hypothetical protein
FKKBDLKM_00297	CDS	150				hypothetical protein
FKKBDLKM_00298	CDS	177				hypothetical protein
FKKBDLKM_00299	CDS	351	rnpA	3.1.26.5		Ribonuclease P protein component
FKKBDLKM_00300	CDS	135	rpmH			Large ribosomal subunit protein bL34
FKKBDLKM_00301	CDS	1494	sasA_1	2.7.13.3		Adaptive-response sensory-kinase SasA
FKKBDLKM_00302	tRNA	77				tRNA-Arg(acg)
FKKBDLKM_00303	CDS	180				hypothetical protein
FKKBDLKM_00304	CDS	942	psdht	4.2.1.-		Phenylserine dehydratase
FKKBDLKM_00305	CDS	366				hypothetical protein
FKKBDLKM_00306	CDS	2241	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
FKKBDLKM_00307	CDS	1323				hypothetical protein
FKKBDLKM_00308	CDS	825				hypothetical protein
FKKBDLKM_00309	CDS	1170	mdtA_1		COG0845	Multidrug resistance protein MdtA
FKKBDLKM_00310	CDS	462	slyA_1			Transcriptional regulator SlyA
FKKBDLKM_00311	CDS	240				hypothetical protein
FKKBDLKM_00312	CDS	2589	piuA			putative TonB-dependent siderophore receptor PiuA
FKKBDLKM_00313	CDS	690		1.14.11.-		PKHD-type hydroxylase
FKKBDLKM_00314	CDS	993	tolQ_1			Tol-Pal system protein TolQ
FKKBDLKM_00315	CDS	474	exbD_1		COG0848	Biopolymer transport protein ExbD
FKKBDLKM_00316	CDS	795				hypothetical protein
FKKBDLKM_00317	CDS	1194	caiB_1	2.8.3.-	COG1804	Succinate--glutarate CoA-transferase
FKKBDLKM_00318	CDS	930				hypothetical protein
FKKBDLKM_00319	CDS	795	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
FKKBDLKM_00320	CDS	1221				hypothetical protein
FKKBDLKM_00321	CDS	96				hypothetical protein
FKKBDLKM_00322	CDS	228				hypothetical protein
FKKBDLKM_00323	CDS	318				hypothetical protein
FKKBDLKM_00324	CDS	138				hypothetical protein
FKKBDLKM_00325	CDS	132				hypothetical protein
FKKBDLKM_00326	CDS	171				hypothetical protein
FKKBDLKM_00327	CDS	384				hypothetical protein
FKKBDLKM_00328	CDS	567				IS630 family transposase ISRm10-1
FKKBDLKM_00329	CDS	579				hypothetical protein
FKKBDLKM_00330	CDS	387				hypothetical protein
FKKBDLKM_00331	CDS	348				hypothetical protein
FKKBDLKM_00332	CDS	354				hypothetical protein
FKKBDLKM_00333	CDS	234				hypothetical protein
FKKBDLKM_00334	CDS	1023			COG1638	Solute-binding protein
FKKBDLKM_00335	CDS	552				hypothetical protein
FKKBDLKM_00336	CDS	1359	dctM_3			C4-dicarboxylate TRAP transporter large permease protein DctM
FKKBDLKM_00337	CDS	2019	accA1		COG4770	Biotin-dependent 3-methylcrotonyl-coenzyme A carboxylase alpha1 subunit
FKKBDLKM_00338	CDS	1605	accD1	2.1.3.-	COG4799	Biotin-dependent 3-methylcrotonyl-coenzyme A carboxylase beta1 subunit
FKKBDLKM_00339	CDS	306				hypothetical protein
FKKBDLKM_00340	CDS	1155				hypothetical protein
FKKBDLKM_00341	CDS	1821	novN	2.1.3.12		Decarbamoylnovobiocin carbamoyltransferase
FKKBDLKM_00342	CDS	258				hypothetical protein
FKKBDLKM_00343	CDS	207				hypothetical protein
FKKBDLKM_00344	CDS	1317				hypothetical protein
FKKBDLKM_00345	CDS	402				hypothetical protein
FKKBDLKM_00346	CDS	174				hypothetical protein
FKKBDLKM_00347	CDS	1056				hypothetical protein
FKKBDLKM_00348	CDS	540	fdhB1		COG0437	Formate dehydrogenase iron-sulfur subunit
FKKBDLKM_00349	CDS	198				hypothetical protein
FKKBDLKM_00350	CDS	768	kduD_1	1.1.1.127	COG1028	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
FKKBDLKM_00351	CDS	186				hypothetical protein
FKKBDLKM_00352	CDS	831				hypothetical protein
FKKBDLKM_00353	CDS	2058	gyrB_2	5.6.2.2	COG0187	DNA gyrase subunit B
FKKBDLKM_00354	CDS	531	yabI		COG0586	Inner membrane protein YabI
FKKBDLKM_00355	CDS	990				hypothetical protein
FKKBDLKM_00356	CDS	675	paiB		COG2808	Protease synthase and sporulation protein PAI 2
FKKBDLKM_00357	CDS	990	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
FKKBDLKM_00358	CDS	399				hypothetical protein
FKKBDLKM_00359	CDS	1806	phaC_1	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
FKKBDLKM_00360	CDS	258				hypothetical protein
FKKBDLKM_00361	CDS	1221	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
FKKBDLKM_00362	CDS	1320		1.1.1.3		Homoserine dehydrogenase
FKKBDLKM_00363	CDS	246				hypothetical protein
FKKBDLKM_00364	CDS	300	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
FKKBDLKM_00365	CDS	1626	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
FKKBDLKM_00366	CDS	417				hypothetical protein
FKKBDLKM_00367	CDS	261				hypothetical protein
FKKBDLKM_00368	CDS	2091	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
FKKBDLKM_00369	CDS	648				hypothetical protein
FKKBDLKM_00370	CDS	1074				hypothetical protein
FKKBDLKM_00371	CDS	798	murI	5.1.1.3	COG0796	Glutamate racemase
FKKBDLKM_00372	CDS	363				hypothetical protein
FKKBDLKM_00373	CDS	828	efeU_1		COG0672	Ferrous iron permease EfeU
FKKBDLKM_00374	CDS	540				hypothetical protein
FKKBDLKM_00375	CDS	1308	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
FKKBDLKM_00376	CDS	102				hypothetical protein
FKKBDLKM_00377	CDS	639				hypothetical protein
FKKBDLKM_00378	CDS	1089				hypothetical protein
FKKBDLKM_00379	CDS	741				hypothetical protein
FKKBDLKM_00380	CDS	1443	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
FKKBDLKM_00381	CDS	810				hypothetical protein
FKKBDLKM_00382	CDS	408	ctrA_1			Cell cycle response regulator CtrA
FKKBDLKM_00383	CDS	570				hypothetical protein
FKKBDLKM_00384	CDS	405				hypothetical protein
FKKBDLKM_00385	CDS	2415				hypothetical protein
FKKBDLKM_00386	CDS	2829				hypothetical protein
