locus_tag	ftype	length_bp	gene	EC_number	COG	product
BNMCHMFH_00101	CDS	1254	nhaP			Na(+)/H(+) antiporter NhaP
BNMCHMFH_00102	CDS	1212				hypothetical protein
BNMCHMFH_00103	CDS	729				hypothetical protein
BNMCHMFH_00104	CDS	585				hypothetical protein
BNMCHMFH_00105	CDS	645				hypothetical protein
BNMCHMFH_00106	CDS	345				hypothetical protein
BNMCHMFH_00107	CDS	588				hypothetical protein
BNMCHMFH_00108	CDS	1233	icd-1	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP] 1
BNMCHMFH_00109	CDS	207				hypothetical protein
BNMCHMFH_00110	CDS	339				hypothetical protein
BNMCHMFH_00111	CDS	225				hypothetical protein
BNMCHMFH_00112	CDS	144				hypothetical protein
BNMCHMFH_00113	CDS	1038				hypothetical protein
BNMCHMFH_00114	CDS	183				hypothetical protein
BNMCHMFH_00115	CDS	666	mntR			HTH-type transcriptional regulator MntR
BNMCHMFH_00116	CDS	948				hypothetical protein
BNMCHMFH_00117	CDS	1656	glgP_1	2.4.1.1	COG0058	Glycogen phosphorylase
BNMCHMFH_00118	CDS	723	mip_1	5.2.1.8		Outer membrane protein MIP
BNMCHMFH_00119	CDS	459				hypothetical protein
BNMCHMFH_00120	CDS	753				hypothetical protein
BNMCHMFH_00121	CDS	387				hypothetical protein
BNMCHMFH_00122	CDS	462				hypothetical protein
BNMCHMFH_00123	CDS	321	sdpR_1		COG0640	Transcriptional repressor SdpR
BNMCHMFH_00124	CDS	750	btsR_1		COG3279	Transcriptional regulatory protein BtsR
BNMCHMFH_00125	CDS	93				hypothetical protein
BNMCHMFH_00126	CDS	717		1.-.-.-		putative oxidoreductase
BNMCHMFH_00127	CDS	912				hypothetical protein
BNMCHMFH_00128	CDS	498				hypothetical protein
BNMCHMFH_00129	CDS	1344	sasA_3	2.7.13.3		Adaptive-response sensory-kinase SasA
BNMCHMFH_00130	CDS	696	mprA			Response regulator MprA
BNMCHMFH_00131	CDS	1746	ywjA		COG1132	putative ABC transporter ATP-binding protein YwjA
BNMCHMFH_00132	CDS	2478				hypothetical protein
BNMCHMFH_00133	CDS	1242	rocD2	2.6.1.13		Ornithine aminotransferase 2
BNMCHMFH_00134	CDS	1083				hypothetical protein
BNMCHMFH_00135	CDS	537				hypothetical protein
BNMCHMFH_00136	CDS	1515				hypothetical protein
BNMCHMFH_00137	CDS	1119				hypothetical protein
BNMCHMFH_00138	CDS	798				hypothetical protein
BNMCHMFH_00139	CDS	726				hypothetical protein
BNMCHMFH_00140	CDS	1782		3.2.1.151	COG3291	Xyloglucan-specific endo-beta-1,4-glucanase BoGH9A
BNMCHMFH_00141	CDS	351	iaaA	3.4.19.5		Isoaspartyl peptidase
BNMCHMFH_00142	CDS	759				hypothetical protein
BNMCHMFH_00143	CDS	558				hypothetical protein
BNMCHMFH_00144	CDS	744				hypothetical protein
BNMCHMFH_00145	CDS	651	gacA		COG2197	Response regulator GacA
BNMCHMFH_00146	CDS	846				hypothetical protein
BNMCHMFH_00147	CDS	669				hypothetical protein
BNMCHMFH_00148	CDS	375				hypothetical protein
BNMCHMFH_00149	CDS	660	uvrY_1		COG2197	Response regulator UvrY
BNMCHMFH_00150	CDS	669	nreC_1		COG2197	Oxygen regulatory protein NreC
BNMCHMFH_00151	CDS	777				hypothetical protein
BNMCHMFH_00152	CDS	180				hypothetical protein
BNMCHMFH_00153	CDS	843				hypothetical protein
BNMCHMFH_00154	CDS	1062				hypothetical protein
BNMCHMFH_00155	CDS	1542	abf2	3.2.1.55	COG3534	Intracellular exo-alpha-L-arabinofuranosidase 2
BNMCHMFH_00156	CDS	1860	lacZ_1	3.2.1.23		Beta-galactosidase
BNMCHMFH_00157	CDS	771	ccpA_1			Catabolite control protein A
BNMCHMFH_00158	CDS	1992				hypothetical protein
BNMCHMFH_00159	CDS	654				hypothetical protein
BNMCHMFH_00160	CDS	561	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
BNMCHMFH_00161	CDS	531				hypothetical protein
BNMCHMFH_00162	CDS	1668				hypothetical protein
BNMCHMFH_00163	CDS	3240	btuB_1			Vitamin B12 transporter BtuB
BNMCHMFH_00164	CDS	2247				hypothetical protein
BNMCHMFH_00165	CDS	528	rpoC_1	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
BNMCHMFH_00166	CDS	1050	rpoC_2	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
BNMCHMFH_00167	CDS	2598	rpoC_3			DNA-directed RNA polymerase subunit beta RpoC
BNMCHMFH_00168	CDS	1557				hypothetical protein
BNMCHMFH_00169	CDS	1161	leuA1	2.3.3.13		2-isopropylmalate synthase 1
BNMCHMFH_00170	CDS	1407	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
BNMCHMFH_00171	CDS	582	leuD1	4.2.1.33		3-isopropylmalate dehydratase small subunit 1
BNMCHMFH_00172	CDS	1116	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
BNMCHMFH_00173	CDS	282				hypothetical protein
BNMCHMFH_00174	CDS	2655				hypothetical protein
BNMCHMFH_00175	CDS	657				hypothetical protein
BNMCHMFH_00176	CDS	954				hypothetical protein
BNMCHMFH_00177	CDS	1068	serC	2.6.1.52		Phosphoserine aminotransferase
BNMCHMFH_00178	CDS	1230				hypothetical protein
BNMCHMFH_00179	CDS	1008				hypothetical protein
BNMCHMFH_00180	CDS	2088				hypothetical protein
BNMCHMFH_00181	CDS	1320	pqqE_1	3.4.24.-	COG0612	Zinc protease PqqE
BNMCHMFH_00182	CDS	357				hypothetical protein
BNMCHMFH_00183	CDS	114				hypothetical protein
BNMCHMFH_00184	CDS	258				hypothetical protein
BNMCHMFH_00185	CDS	204				hypothetical protein
BNMCHMFH_00186	CDS	153				hypothetical protein
BNMCHMFH_00187	CDS	1440				hypothetical protein
BNMCHMFH_00188	CDS	1689				hypothetical protein
BNMCHMFH_00189	CDS	1500			COG0702	SusD-like protein P38
BNMCHMFH_00190	CDS	2937			COG4771	TonB-dependent receptor P39
BNMCHMFH_00191	CDS	684				hypothetical protein
BNMCHMFH_00192	CDS	633	can	4.2.1.1	COG0288	Carbonic anhydrase 2
BNMCHMFH_00193	CDS	852	fadJ	5.1.2.3		Fatty acid oxidation complex subunit alpha
BNMCHMFH_00194	CDS	606				hypothetical protein
BNMCHMFH_00195	CDS	1908				hypothetical protein
BNMCHMFH_00196	CDS	1044	glnS	6.1.1.18		Glutamine--tRNA ligase
BNMCHMFH_00197	CDS	513				hypothetical protein
BNMCHMFH_00198	CDS	351	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
BNMCHMFH_00199	CDS	600				hypothetical protein
BNMCHMFH_00200	CDS	1455				hypothetical protein
BNMCHMFH_00201	CDS	1905				hypothetical protein
BNMCHMFH_00202	CDS	438				hypothetical protein
BNMCHMFH_00203	CDS	162				hypothetical protein
BNMCHMFH_00204	CDS	774	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
BNMCHMFH_00205	CDS	630	sasA_4	2.7.13.3		Adaptive-response sensory-kinase SasA
BNMCHMFH_00206	CDS	1341				hypothetical protein
BNMCHMFH_00207	CDS	3087	bepE_1			Efflux pump membrane transporter BepE
BNMCHMFH_00208	CDS	2223	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
BNMCHMFH_00209	CDS	1200				hypothetical protein
BNMCHMFH_00210	CDS	1023	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
BNMCHMFH_00211	CDS	420				hypothetical protein
BNMCHMFH_00212	CDS	759	lnrL_1	7.6.2.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
BNMCHMFH_00213	CDS	555	yfiT	3.-.-.-	COG2318	Putative metal-dependent hydrolase YfiT
BNMCHMFH_00214	CDS	2277	yhgF		COG2183	Protein YhgF
BNMCHMFH_00215	CDS	1527				hypothetical protein
BNMCHMFH_00216	CDS	807				hypothetical protein
BNMCHMFH_00217	CDS	1434	fucP		COG0738	L-fucose-proton symporter
BNMCHMFH_00218	CDS	1152	nagA_1	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
BNMCHMFH_00219	CDS	762	nagB_1	3.5.99.6		Glucosamine-6-phosphate deaminase
BNMCHMFH_00220	CDS	1602				hypothetical protein
BNMCHMFH_00221	CDS	1569				hypothetical protein
BNMCHMFH_00222	CDS	3297			COG1629	TonB-dependent receptor P26
BNMCHMFH_00223	CDS	189				hypothetical protein
BNMCHMFH_00224	CDS	486				hypothetical protein
BNMCHMFH_00225	CDS	204				hypothetical protein
BNMCHMFH_00226	CDS	582	algU_1			RNA polymerase sigma-H factor
BNMCHMFH_00227	CDS	2007	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
BNMCHMFH_00228	CDS	357				hypothetical protein
BNMCHMFH_00229	CDS	666	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
BNMCHMFH_00230	CDS	987				hypothetical protein
BNMCHMFH_00231	CDS	1524				hypothetical protein
BNMCHMFH_00232	CDS	786				hypothetical protein
BNMCHMFH_00233	CDS	1551		3.2.1.-	COG3507	Beta-xylosidase
BNMCHMFH_00234	CDS	1152			COG2382	Endo-1,4-beta-xylanase/feruloyl esterase
BNMCHMFH_00235	CDS	1044				hypothetical protein
BNMCHMFH_00236	CDS	1776				hypothetical protein
BNMCHMFH_00237	CDS	2874				hypothetical protein
BNMCHMFH_00238	CDS	1890				hypothetical protein
BNMCHMFH_00239	CDS	3135			COG4771	TonB-dependent receptor P3
BNMCHMFH_00240	CDS	1110	xynB_1	3.2.1.8		Endo-1,4-beta-xylanase B
BNMCHMFH_00241	CDS	1932				hypothetical protein
BNMCHMFH_00242	CDS	654				hypothetical protein
BNMCHMFH_00243	CDS	213				hypothetical protein
BNMCHMFH_00244	CDS	855				hypothetical protein
BNMCHMFH_00245	CDS	423	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
BNMCHMFH_00246	CDS	1011			COG2220	putative protein
BNMCHMFH_00247	CDS	1038	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
BNMCHMFH_00248	CDS	573				hypothetical protein
BNMCHMFH_00249	CDS	195				hypothetical protein
BNMCHMFH_00250	CDS	1197				hypothetical protein
BNMCHMFH_00251	CDS	1053				hypothetical protein
BNMCHMFH_00252	CDS	636				hypothetical protein
BNMCHMFH_00253	CDS	411				hypothetical protein
BNMCHMFH_00254	CDS	498				hypothetical protein
BNMCHMFH_00255	CDS	336				hypothetical protein
BNMCHMFH_00256	CDS	573	algU_2			RNA polymerase sigma-H factor
BNMCHMFH_00257	CDS	1416				hypothetical protein
BNMCHMFH_00258	CDS	1209		3.1.1.-		Carbohydrate esterase
BNMCHMFH_00259	CDS	1203				hypothetical protein
BNMCHMFH_00260	CDS	1011	moxR1_1		COG0714	Chaperone MoxR1
BNMCHMFH_00261	CDS	888				hypothetical protein
BNMCHMFH_00262	CDS	1455				hypothetical protein
BNMCHMFH_00263	CDS	2127				hypothetical protein
BNMCHMFH_00264	CDS	201				hypothetical protein
BNMCHMFH_00265	CDS	264				hypothetical protein
BNMCHMFH_00266	CDS	435	ldhA_1	1.1.1.28	COG1052	D-lactate dehydrogenase
BNMCHMFH_00267	CDS	144				hypothetical protein
BNMCHMFH_00268	CDS	189				hypothetical protein
BNMCHMFH_00269	CDS	603	phrA	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
BNMCHMFH_00270	CDS	441				hypothetical protein
BNMCHMFH_00271	CDS	744				Green-light absorbing proteorhodopsin
BNMCHMFH_00272	CDS	948		1.13.11.63		beta-carotene 15,15'-dioxygenase
BNMCHMFH_00273	CDS	180				hypothetical protein
BNMCHMFH_00274	CDS	270				hypothetical protein
BNMCHMFH_00275	CDS	408			COG2335	Protein
BNMCHMFH_00276	CDS	1320	cocE_1	3.1.1.84		Cocaine esterase
BNMCHMFH_00277	CDS	528				hypothetical protein
BNMCHMFH_00278	CDS	249				hypothetical protein
BNMCHMFH_00279	CDS	228				hypothetical protein
BNMCHMFH_00280	CDS	564				hypothetical protein
BNMCHMFH_00281	CDS	1497	guaB_1	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
BNMCHMFH_00282	CDS	3207				hypothetical protein
BNMCHMFH_00283	CDS	1107				hypothetical protein
BNMCHMFH_00284	CDS	345				hypothetical protein
BNMCHMFH_00285	CDS	444				hypothetical protein
BNMCHMFH_00286	CDS	1641				hypothetical protein
BNMCHMFH_00287	CDS	792				hypothetical protein
BNMCHMFH_00288	CDS	252				hypothetical protein
BNMCHMFH_00289	CDS	1782				hypothetical protein
BNMCHMFH_00290	CDS	483				hypothetical protein
BNMCHMFH_00291	CDS	3198	sasA_5	2.7.13.3		Adaptive-response sensory-kinase SasA
BNMCHMFH_00292	CDS	1989				hypothetical protein
BNMCHMFH_00293	CDS	1557				hypothetical protein
BNMCHMFH_00294	CDS	1335	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
BNMCHMFH_00295	CDS	1224	yliI_1	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
BNMCHMFH_00296	CDS	3132	tri1	3.4.21.-	COG0793	Tricorn protease 
BNMCHMFH_00297	CDS	684				hypothetical protein
BNMCHMFH_00298	CDS	1230				hypothetical protein
BNMCHMFH_00299	CDS	309				hypothetical protein
BNMCHMFH_00300	CDS	540				hypothetical protein
BNMCHMFH_00301	CDS	576				hypothetical protein
BNMCHMFH_00302	CDS	570				hypothetical protein
BNMCHMFH_00303	CDS	465	rimP			Ribosome maturation factor RimP
BNMCHMFH_00304	CDS	231				hypothetical protein
BNMCHMFH_00305	CDS	945	vldW	1.14.11.52		Validamycin A dioxygenase
BNMCHMFH_00306	CDS	1440	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
BNMCHMFH_00307	CDS	1365	argH	4.3.2.1	COG0165	Argininosuccinate lyase
BNMCHMFH_00308	CDS	1095	argE	3.5.1.16		Acetylornithine deacetylase
BNMCHMFH_00309	CDS	798	argB	2.7.2.8	COG0548	Acetylglutamate kinase
BNMCHMFH_00310	CDS	948	argF'	2.1.3.11		N-succinylornithine carbamoyltransferase
BNMCHMFH_00311	CDS	1131	lysJ_1	2.6.1.118	COG4992	[LysW]-aminoadipate semialdehyde transaminase
BNMCHMFH_00312	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
BNMCHMFH_00313	CDS	1215	argG	6.3.4.5	COG0137	Argininosuccinate synthase
BNMCHMFH_00314	CDS	633				hypothetical protein
BNMCHMFH_00315	CDS	285				hypothetical protein
BNMCHMFH_00316	CDS	1494				hypothetical protein
BNMCHMFH_00317	CDS	303	rplU			Large ribosomal subunit protein bL21
BNMCHMFH_00318	CDS	267	rpmA		COG0211	Large ribosomal subunit protein bL27
BNMCHMFH_00319	CDS	159				hypothetical protein
BNMCHMFH_00320	CDS	612				hypothetical protein
BNMCHMFH_00321	CDS	1308				hypothetical protein
BNMCHMFH_00322	CDS	456				hypothetical protein
BNMCHMFH_00323	CDS	1401	speA	4.1.1.19		Biosynthetic arginine decarboxylase
BNMCHMFH_00324	CDS	345	rplT		COG0292	Large ribosomal subunit protein bL20
BNMCHMFH_00325	CDS	198	rpmI		COG0291	Large ribosomal subunit protein bL35
BNMCHMFH_00326	CDS	3006	susC_1		COG1629	TonB-dependent receptor SusC
BNMCHMFH_00327	CDS	1188				hypothetical protein
BNMCHMFH_00328	CDS	603				hypothetical protein
BNMCHMFH_00329	CDS	1242				hypothetical protein
BNMCHMFH_00330	CDS	672	xynZ	3.2.1.8	COG2382	Endo-1,4-beta-xylanase Z
BNMCHMFH_00331	CDS	318				hypothetical protein
BNMCHMFH_00332	CDS	96				hypothetical protein
BNMCHMFH_00333	CDS	2637				hypothetical protein
BNMCHMFH_00334	CDS	552				hypothetical protein
BNMCHMFH_00335	CDS	753				hypothetical protein
BNMCHMFH_00336	CDS	1254				hypothetical protein
BNMCHMFH_00337	CDS	357				hypothetical protein
BNMCHMFH_00338	CDS	357				hypothetical protein
BNMCHMFH_00339	CDS	279				hypothetical protein
BNMCHMFH_00340	CDS	324				hypothetical protein
BNMCHMFH_00341	CDS	264				hypothetical protein
BNMCHMFH_00342	CDS	249				hypothetical protein
BNMCHMFH_00343	CDS	450				hypothetical protein
BNMCHMFH_00344	CDS	570	radA	3.6.4.-	COG1066	DNA repair protein RadA
BNMCHMFH_00345	CDS	714				hypothetical protein
BNMCHMFH_00346	CDS	1392				hypothetical protein
BNMCHMFH_00347	CDS	513	gpx1	1.11.1.22	COG0386	Hydroperoxy fatty acid reductase gpx1
BNMCHMFH_00348	CDS	324	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
BNMCHMFH_00349	CDS	1851	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
BNMCHMFH_00350	CDS	4065				hypothetical protein
BNMCHMFH_00351	CDS	690				hypothetical protein
BNMCHMFH_00352	CDS	1407	sasA_6	2.7.13.3		Adaptive-response sensory-kinase SasA
BNMCHMFH_00353	CDS	231				hypothetical protein
BNMCHMFH_00354	CDS	1272				hypothetical protein
BNMCHMFH_00355	CDS	1272				hypothetical protein
BNMCHMFH_00356	CDS	678	phoP_1			Two-component response regulator PhoP
BNMCHMFH_00357	CDS	288				hypothetical protein
BNMCHMFH_00358	CDS	771	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
BNMCHMFH_00359	CDS	981	clcA			H(+)/Cl(-) exchange transporter ClcA
BNMCHMFH_00360	CDS	1260				hypothetical protein
BNMCHMFH_00361	CDS	543	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
BNMCHMFH_00362	CDS	297				hypothetical protein
BNMCHMFH_00363	CDS	723				hypothetical protein
BNMCHMFH_00364	CDS	945	ykoT	2.4.-.-	COG0463	putative glycosyltransferase YkoT
BNMCHMFH_00365	CDS	627	ribE	2.5.1.9	COG0307	Riboflavin synthase
BNMCHMFH_00366	CDS	198	rpsU			Small ribosomal subunit protein bS21
BNMCHMFH_00367	CDS	894	xerC_1		COG4974	Tyrosine recombinase XerC
BNMCHMFH_00368	CDS	300	hpf			Ribosome hibernation promoting factor
BNMCHMFH_00369	tRNA	74				tRNA-Thr(tgt)
BNMCHMFH_00370	tRNA	83				tRNA-Tyr(gta)
BNMCHMFH_00371	tRNA	74				tRNA-Gly(tcc)
BNMCHMFH_00372	CDS	294				hypothetical protein
BNMCHMFH_00373	CDS	1032	ccpA_2			Catabolite control protein A
BNMCHMFH_00374	CDS	1122	xsa			Xylosidase/arabinosidase
BNMCHMFH_00375	CDS	1659	uup_1	3.6.1.-		ATP-binding protein Uup
BNMCHMFH_00376	tRNA	73				tRNA-Cys(gca)
BNMCHMFH_00377	CDS	159				hypothetical protein
BNMCHMFH_00378	CDS	549				hypothetical protein
BNMCHMFH_00379	CDS	2067	pqqU		COG4772	Pyrroloquinoline quinone transporter
BNMCHMFH_00380	CDS	1344	steT_1		COG0531	Serine/threonine exchanger SteT
BNMCHMFH_00381	CDS	2229	paoC_1	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
BNMCHMFH_00382	CDS	354				hypothetical protein
BNMCHMFH_00383	CDS	753	cysNC		COG0529	Bifunctional enzyme CysN/CysC
BNMCHMFH_00384	CDS	1695	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
BNMCHMFH_00385	CDS	1680	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
BNMCHMFH_00386	CDS	291				hypothetical protein
BNMCHMFH_00387	CDS	2178	gltB	1.4.7.1	COG0067	Ferredoxin-dependent glutamate synthase 1
BNMCHMFH_00388	CDS	1470	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
BNMCHMFH_00389	CDS	882	ydaD_1	1.-.-.-	COG1028	General stress protein 39
BNMCHMFH_00390	CDS	621				hypothetical protein
BNMCHMFH_00391	CDS	1548	fdhL	1.1.5.14		Fructose dehydrogenase large subunit
BNMCHMFH_00392	CDS	180				hypothetical protein
BNMCHMFH_00393	CDS	411				hypothetical protein
BNMCHMFH_00394	CDS	285				hypothetical protein
