locus_tag	ftype	length_bp	gene	EC_number	COG	product
HFNFDLHH_00043	CDS	780	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
HFNFDLHH_00044	CDS	651	idi_1	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
HFNFDLHH_00045	CDS	1134	wbpI	5.1.3.23		UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
HFNFDLHH_00046	CDS	810	cobQ		COG1492	Cobyric acid synthase
HFNFDLHH_00047	CDS	891			COG1239	putative protein
HFNFDLHH_00048	CDS	897	cbiH	2.1.1.-		putative cobalt-factor III C(17)-methyltransferase
HFNFDLHH_00049	CDS	594	cbiC	5.4.99.60		Cobalt-precorrin-8 methylmutase
HFNFDLHH_00050	CDS	762				hypothetical protein
HFNFDLHH_00051	CDS	216				hypothetical protein
HFNFDLHH_00052	CDS	1212	cysG_1	4.99.1.4		Siroheme synthase
HFNFDLHH_00053	CDS	1362	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
HFNFDLHH_00054	CDS	234				hypothetical protein
HFNFDLHH_00055	CDS	240				hypothetical protein
HFNFDLHH_00056	CDS	426				hypothetical protein
HFNFDLHH_00057	CDS	1344				hypothetical protein
HFNFDLHH_00058	CDS	126				hypothetical protein
HFNFDLHH_00059	CDS	1338	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
HFNFDLHH_00060	CDS	957	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
HFNFDLHH_00061	CDS	966	parB		COG1475	putative chromosome-partitioning protein ParB
HFNFDLHH_00062	CDS	798	soj	3.6.4.-	COG1192	Sporulation initiation inhibitor protein Soj
HFNFDLHH_00063	CDS	681	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
HFNFDLHH_00064	CDS	678	khpB			RNA-binding protein KhpB
HFNFDLHH_00065	CDS	1119	yidC_1		COG0706	Membrane protein insertase YidC
HFNFDLHH_00066	CDS	291	yidD			Putative membrane protein insertion efficiency factor
HFNFDLHH_00067	CDS	192				hypothetical protein
HFNFDLHH_00068	CDS	144	rpmH		COG0230	Large ribosomal subunit protein bL34
HFNFDLHH_00069	CDS	1647	dnaA	3.6.4.-	COG0593	Chromosomal replication initiator protein DnaA
HFNFDLHH_00070	CDS	1209	dnaN		COG0592	Beta sliding clamp
HFNFDLHH_00071	CDS	663	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
HFNFDLHH_00072	CDS	1236	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
HFNFDLHH_00073	CDS	1017	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
HFNFDLHH_00074	CDS	714	wbpD	2.3.1.201		UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronate N-acetyltransferase
HFNFDLHH_00075	CDS	861				hypothetical protein
HFNFDLHH_00076	CDS	1251	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
HFNFDLHH_00077	CDS	1386				hypothetical protein
HFNFDLHH_00078	CDS	984				hypothetical protein
HFNFDLHH_00079	CDS	1083	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
HFNFDLHH_00080	CDS	1038	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
HFNFDLHH_00081	CDS	1089				hypothetical protein
HFNFDLHH_00082	CDS	768				hypothetical protein
HFNFDLHH_00083	CDS	1206				hypothetical protein
HFNFDLHH_00084	CDS	1248				hypothetical protein
HFNFDLHH_00085	CDS	1779				hypothetical protein
HFNFDLHH_00086	CDS	1296				hypothetical protein
HFNFDLHH_00087	CDS	1269				hypothetical protein
HFNFDLHH_00088	CDS	1509				hypothetical protein
HFNFDLHH_00089	CDS	1398				hypothetical protein
HFNFDLHH_00090	CDS	1335				hypothetical protein
HFNFDLHH_00091	CDS	984				hypothetical protein
HFNFDLHH_00092	CDS	1494				hypothetical protein
HFNFDLHH_00093	CDS	1152				hypothetical protein
HFNFDLHH_00094	CDS	996				hypothetical protein
HFNFDLHH_00095	CDS	312				hypothetical protein
HFNFDLHH_00096	CDS	699	fabG_1	1.1.1.100	COG1028	3-oxoacyl-[acyl-carrier-protein] reductase FabG
HFNFDLHH_00097	CDS	807				hypothetical protein
HFNFDLHH_00098	CDS	1542	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
HFNFDLHH_00099	CDS	687				hypothetical protein
HFNFDLHH_00100	CDS	651				hypothetical protein
HFNFDLHH_00101	CDS	702				hypothetical protein
HFNFDLHH_00102	CDS	234				hypothetical protein
HFNFDLHH_00103	CDS	498			COG1512	putative protein/MSMEI_4575
HFNFDLHH_00104	CDS	687	lnrK		COG2197	Transcriptional regulatory protein LnrK
HFNFDLHH_00105	CDS	1671				hypothetical protein
HFNFDLHH_00106	CDS	510				hypothetical protein
HFNFDLHH_00107	CDS	360				hypothetical protein
HFNFDLHH_00108	CDS	438				hypothetical protein
HFNFDLHH_00109	CDS	1980	dnaK_1			Chaperone protein DnaK
HFNFDLHH_00110	CDS	498				hypothetical protein
HFNFDLHH_00111	CDS	1497	iniC_1		COG0699	Isoniazid-induced protein IniC
HFNFDLHH_00112	CDS	963				hypothetical protein
HFNFDLHH_00113	CDS	759				hypothetical protein
HFNFDLHH_00114	CDS	1932	iniA_1		COG0699	Isoniazid-induced protein IniA
HFNFDLHH_00115	CDS	2715				hypothetical protein
HFNFDLHH_00116	CDS	1461	pepN_1	3.4.11.2		Aminopeptidase N
HFNFDLHH_00117	CDS	573	epsL_1	2.-.-.-	COG2148	putative sugar transferase EpsL
HFNFDLHH_00118	CDS	708	perB_1	2.3.1.227		GDP-perosamine N-acetyltransferase
HFNFDLHH_00119	CDS	1251				hypothetical protein
HFNFDLHH_00120	CDS	747				hypothetical protein
HFNFDLHH_00121	CDS	1218				hypothetical protein
HFNFDLHH_00122	CDS	897	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
HFNFDLHH_00123	CDS	852	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
HFNFDLHH_00124	CDS	765	iclR_1		COG1414	Transcriptional repressor IclR
HFNFDLHH_00125	CDS	303				hypothetical protein
HFNFDLHH_00126	CDS	1380	ycjN		COG1653	Putative ABC transporter periplasmic-binding protein YcjN
HFNFDLHH_00127	CDS	261				hypothetical protein
HFNFDLHH_00128	CDS	1263				hypothetical protein
HFNFDLHH_00129	CDS	726		1.17.1.9		Formate dehydrogenase
HFNFDLHH_00130	CDS	1161				hypothetical protein
HFNFDLHH_00131	CDS	1191	lpqI	3.2.1.52	COG1472	Beta-hexosaminidase LpqI
HFNFDLHH_00132	CDS	156				hypothetical protein
HFNFDLHH_00133	CDS	516				hypothetical protein
HFNFDLHH_00134	CDS	573			COG0589	Universal stress protein
HFNFDLHH_00135	CDS	498				hypothetical protein
HFNFDLHH_00136	CDS	1044			COG0589	Universal stress protein/MSMEI_3859
HFNFDLHH_00137	CDS	1020				Universal stress protein
HFNFDLHH_00138	CDS	162				hypothetical protein
HFNFDLHH_00139	CDS	597				hypothetical protein
HFNFDLHH_00140	CDS	516	hemG	1.3.5.3		Protoporphyrinogen IX dehydrogenase [quinone]
HFNFDLHH_00141	CDS	1563				hypothetical protein
HFNFDLHH_00142	CDS	111				hypothetical protein
HFNFDLHH_00143	CDS	819				hypothetical protein
HFNFDLHH_00144	CDS	1587				hypothetical protein
HFNFDLHH_00145	CDS	1098				hypothetical protein
HFNFDLHH_00146	CDS	1404	lpdA	1.6.5.2	COG1249	NAD(P)H dehydrogenase (quinone)
HFNFDLHH_00147	CDS	360				hypothetical protein
HFNFDLHH_00148	CDS	813				hypothetical protein
HFNFDLHH_00149	CDS	468				hypothetical protein
HFNFDLHH_00150	CDS	147				hypothetical protein
HFNFDLHH_00151	CDS	549				hypothetical protein
HFNFDLHH_00152	CDS	1767	accA3_1		COG4770	Biotin-dependent acyl-coenzyme A carboxylase alpha3 subunit
HFNFDLHH_00153	CDS	465				hypothetical protein
HFNFDLHH_00154	CDS	972				hypothetical protein
HFNFDLHH_00155	CDS	909				hypothetical protein
HFNFDLHH_00156	CDS	480			COG2166	putative SufE-like protein
HFNFDLHH_00157	CDS	891	sseA	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseA
HFNFDLHH_00158	CDS	243				hypothetical protein
HFNFDLHH_00159	CDS	618		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
HFNFDLHH_00160	CDS	282				hypothetical protein
HFNFDLHH_00161	CDS	246				hypothetical protein
HFNFDLHH_00162	CDS	381	accD5	2.1.3.15	COG4799	Biotin-dependent acetyl-/propionyl-coenzyme A carboxylase beta5 subunit
HFNFDLHH_00163	CDS	1173	pcm_1	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
HFNFDLHH_00164	CDS	942				hypothetical protein
HFNFDLHH_00165	CDS	267				hypothetical protein
HFNFDLHH_00166	CDS	156				hypothetical protein
HFNFDLHH_00167	CDS	903				hypothetical protein
HFNFDLHH_00168	CDS	147				hypothetical protein
HFNFDLHH_00169	CDS	705			COG3385	IS4 family transposase ISMfl1
HFNFDLHH_00170	CDS	621				hypothetical protein
HFNFDLHH_00171	CDS	432				hypothetical protein
HFNFDLHH_00172	CDS	768				hypothetical protein
HFNFDLHH_00173	CDS	834	uup_1	3.6.1.-		ATP-binding protein Uup
HFNFDLHH_00174	CDS	153				hypothetical protein
HFNFDLHH_00175	CDS	420				hypothetical protein
HFNFDLHH_00176	CDS	627		5.99.-.-	COG4044	Peroxynitrite isomerase 2
HFNFDLHH_00177	CDS	132				hypothetical protein
HFNFDLHH_00178	CDS	300	sseC1			putative protein
HFNFDLHH_00179	CDS	840		2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
HFNFDLHH_00180	CDS	783				hypothetical protein
HFNFDLHH_00181	CDS	783				hypothetical protein
HFNFDLHH_00182	CDS	939	mshD_1	2.3.1.189	COG0454	Mycothiol acetyltransferase
HFNFDLHH_00183	CDS	1119	pstS3			Phosphate-binding protein PstS3
HFNFDLHH_00184	CDS	960	pstC2		COG0573	Phosphate transport system permease protein PstC 2
HFNFDLHH_00185	CDS	1092				hypothetical protein
HFNFDLHH_00186	CDS	780	pstB1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 1
HFNFDLHH_00187	CDS	231				hypothetical protein
HFNFDLHH_00188	CDS	447		3.1.-.-	COG1848	Ribonuclease VapC48
HFNFDLHH_00189	CDS	651	phoU2_1		COG0704	Phosphate-specific transport system accessory protein PhoU 
HFNFDLHH_00190	CDS	657	phoU2_2		COG0704	Phosphate-specific transport system accessory protein PhoU 
HFNFDLHH_00191	CDS	1440	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
HFNFDLHH_00192	CDS	1407				hypothetical protein
HFNFDLHH_00193	CDS	1137	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
HFNFDLHH_00194	CDS	588				hypothetical protein
HFNFDLHH_00195	tRNA	75				tRNA-Lys(ttt)
HFNFDLHH_00196	CDS	639				hypothetical protein
HFNFDLHH_00197	CDS	159				hypothetical protein
HFNFDLHH_00198	CDS	228				hypothetical protein
HFNFDLHH_00199	CDS	2109				hypothetical protein
HFNFDLHH_00200	CDS	1164				hypothetical protein
HFNFDLHH_00201	CDS	222				hypothetical protein
HFNFDLHH_00202	CDS	438				hypothetical protein
HFNFDLHH_00203	CDS	198				hypothetical protein
HFNFDLHH_00204	CDS	408				hypothetical protein
HFNFDLHH_00205	CDS	636				hypothetical protein
HFNFDLHH_00206	CDS	357	rqcP			RQC P-site tRNA stabilizing factor
HFNFDLHH_00207	CDS	219				hypothetical protein
HFNFDLHH_00208	CDS	192				hypothetical protein
HFNFDLHH_00209	CDS	2031	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
HFNFDLHH_00210	CDS	1551	katG	1.11.1.21		Catalase-peroxidase
HFNFDLHH_00211	CDS	171				hypothetical protein
HFNFDLHH_00212	CDS	99				hypothetical protein
HFNFDLHH_00213	CDS	585	accD6_1	2.1.3.15	COG4799	Biotin-dependent acetyl-/propionyl-coenzyme A carboxylase beta6 subunit
HFNFDLHH_00214	CDS	609				hypothetical protein
HFNFDLHH_00215	CDS	345				hypothetical protein
HFNFDLHH_00216	CDS	1545				hypothetical protein
HFNFDLHH_00217	CDS	1548				hypothetical protein
HFNFDLHH_00218	CDS	90				hypothetical protein
HFNFDLHH_00219	CDS	480				hypothetical protein
HFNFDLHH_00220	CDS	1251				hypothetical protein
HFNFDLHH_00221	CDS	1722	dosT	2.7.13.3	COG2203	Oxygen sensor histidine kinase response regulator DosT
HFNFDLHH_00222	CDS	738	devR_1			DNA-binding transcriptional activator DevR/DosR
HFNFDLHH_00223	CDS	1185	pcm_2	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
HFNFDLHH_00224	CDS	1065				hypothetical protein
HFNFDLHH_00225	CDS	354				hypothetical protein
HFNFDLHH_00226	CDS	2847				hypothetical protein
HFNFDLHH_00227	CDS	93				hypothetical protein
HFNFDLHH_00228	CDS	1230	pcm_3	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
HFNFDLHH_00229	CDS	288				hypothetical protein
HFNFDLHH_00230	CDS	258				hypothetical protein
HFNFDLHH_00231	CDS	864				hypothetical protein
HFNFDLHH_00232	CDS	213				hypothetical protein
HFNFDLHH_00233	CDS	825				hypothetical protein
HFNFDLHH_00234	CDS	858	pcm_4	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
HFNFDLHH_00235	CDS	237				hypothetical protein
HFNFDLHH_00236	CDS	141				hypothetical protein
HFNFDLHH_00237	CDS	594				hypothetical protein
HFNFDLHH_00238	CDS	5481				hypothetical protein
HFNFDLHH_00239	CDS	417				hypothetical protein
HFNFDLHH_00240	CDS	1023	alx_1		COG0861	Putative membrane-bound redox modulator Alx
HFNFDLHH_00241	CDS	852	citA	2.3.3.16		Putative citrate synthase 2
HFNFDLHH_00242	CDS	678				hypothetical protein
HFNFDLHH_00243	CDS	1101	pcm_5	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
HFNFDLHH_00244	CDS	99				hypothetical protein
HFNFDLHH_00245	CDS	1347				hypothetical protein
HFNFDLHH_00246	CDS	240				hypothetical protein
HFNFDLHH_00247	CDS	276				hypothetical protein
HFNFDLHH_00248	CDS	789				hypothetical protein
HFNFDLHH_00249	CDS	1233	cimA_1	2.3.3.21	COG0119	(R)-citramalate synthase
HFNFDLHH_00250	CDS	420				hypothetical protein
HFNFDLHH_00251	CDS	270				hypothetical protein
HFNFDLHH_00252	CDS	1347	hemL_1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
HFNFDLHH_00253	CDS	180				hypothetical protein
HFNFDLHH_00254	CDS	555				hypothetical protein
HFNFDLHH_00255	CDS	687	hemB_1	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
HFNFDLHH_00256	CDS	1434	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HFNFDLHH_00257	CDS	480				hypothetical protein
HFNFDLHH_00258	CDS	906				hypothetical protein
HFNFDLHH_00259	CDS	546				Single-stranded DNA-binding protein
HFNFDLHH_00260	CDS	1434				hypothetical protein
HFNFDLHH_00261	CDS	1890	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
HFNFDLHH_00262	CDS	312				hypothetical protein
HFNFDLHH_00263	CDS	1290				hypothetical protein
HFNFDLHH_00264	CDS	675				hypothetical protein
HFNFDLHH_00265	CDS	318				hypothetical protein
HFNFDLHH_00266	CDS	732				hypothetical protein
HFNFDLHH_00267	CDS	192				hypothetical protein
HFNFDLHH_00268	CDS	558				hypothetical protein
HFNFDLHH_00269	CDS	885				hypothetical protein
HFNFDLHH_00270	CDS	129			COG1666	Nucleotide-binding protein
HFNFDLHH_00271	CDS	963				hypothetical protein
HFNFDLHH_00272	CDS	855	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase SuhB
HFNFDLHH_00273	CDS	642	cei			Cell envelope integrity protein Cei
HFNFDLHH_00274	CDS	1296				hypothetical protein
HFNFDLHH_00275	CDS	303				hypothetical protein
HFNFDLHH_00276	CDS	468				hypothetical protein
HFNFDLHH_00277	CDS	513	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
HFNFDLHH_00278	CDS	1794				hypothetical protein
HFNFDLHH_00279	CDS	732				hypothetical protein
HFNFDLHH_00280	CDS	396				hypothetical protein
HFNFDLHH_00281	CDS	666				hypothetical protein
HFNFDLHH_00282	CDS	1467	fas5_1			putative oxidoreductase ORF5 in fasciation locus
HFNFDLHH_00283	CDS	816				hypothetical protein
HFNFDLHH_00284	CDS	657	trkA_1		COG0569	Trk system potassium uptake protein TrkA
HFNFDLHH_00285	CDS	663	trkA_2		COG0569	Trk system potassium uptake protein TrkA
HFNFDLHH_00286	CDS	2058	kimA		COG0531	Potassium transporter KimA
HFNFDLHH_00287	CDS	1167	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
HFNFDLHH_00288	CDS	933	meh	4.2.1.153	COG3777	Mesaconyl-C(4)-CoA hydratase
HFNFDLHH_00289	CDS	2589	yhgF		COG2183	Protein YhgF
HFNFDLHH_00290	CDS	207				hypothetical protein
HFNFDLHH_00291	CDS	489				hypothetical protein
HFNFDLHH_00292	CDS	1953	deaD_1	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
HFNFDLHH_00293	CDS	177				hypothetical protein
HFNFDLHH_00294	CDS	759				hypothetical protein
HFNFDLHH_00295	CDS	753	paaK	6.2.1.30		Phenylacetate-coenzyme A ligase
HFNFDLHH_00296	CDS	444				hypothetical protein
HFNFDLHH_00297	CDS	159				hypothetical protein
HFNFDLHH_00298	CDS	183				hypothetical protein
HFNFDLHH_00299	CDS	246				hypothetical protein
HFNFDLHH_00300	CDS	315				hypothetical protein
HFNFDLHH_00301	CDS	633	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
HFNFDLHH_00302	CDS	792	mhqO	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
HFNFDLHH_00303	CDS	777				hypothetical protein
HFNFDLHH_00304	CDS	678	vuuB	1.16.1.7		Ferric vulnibactin reductase VuuB
HFNFDLHH_00305	CDS	600	fasR_1		COG1309	HTH-type transcriptional activator FasR
HFNFDLHH_00306	CDS	1500		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
HFNFDLHH_00307	CDS	201				hypothetical protein
HFNFDLHH_00308	CDS	1044	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
HFNFDLHH_00309	CDS	945		1.6.3.5	COG3380	Renalase
HFNFDLHH_00310	CDS	1410	glcD_1	1.1.99.14	COG0277	Glycolate oxidase subunit GlcD
HFNFDLHH_00311	CDS	1458	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
HFNFDLHH_00312	CDS	957	glyQS	6.1.1.14	COG0441	Glycine--tRNA ligase
HFNFDLHH_00313	CDS	999			COG1253	putative protein
HFNFDLHH_00314	CDS	1398				hypothetical protein
HFNFDLHH_00315	CDS	1110				hypothetical protein
HFNFDLHH_00316	CDS	753				hypothetical protein
HFNFDLHH_00317	CDS	1233	dgt		COG0232	Deoxyguanosinetriphosphate triphosphohydrolase-like protein
HFNFDLHH_00318	CDS	528				hypothetical protein
HFNFDLHH_00319	CDS	579				hypothetical protein
HFNFDLHH_00320	CDS	744				hypothetical protein
HFNFDLHH_00321	CDS	1863	dnaG	2.7.7.101	COG0358	DNA primase
HFNFDLHH_00322	CDS	516				hypothetical protein
HFNFDLHH_00323	CDS	408	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
HFNFDLHH_00324	CDS	111				hypothetical protein
HFNFDLHH_00325	CDS	657				hypothetical protein
HFNFDLHH_00326	CDS	393				hypothetical protein
HFNFDLHH_00327	CDS	780				hypothetical protein
HFNFDLHH_00328	CDS	771	pikAV_1	3.1.2.-		Thioesterase PikA5
HFNFDLHH_00329	CDS	1635	dhbF	6.2.1.66	COG1020	Dimodular nonribosomal peptide synthase
HFNFDLHH_00330	CDS	798	ambE	6.2.1.68		AMB antimetabolite synthetase AmbE
HFNFDLHH_00331	CDS	1017				hypothetical protein
HFNFDLHH_00332	CDS	1287	entS_1			Enterobactin exporter EntS
HFNFDLHH_00333	CDS	2754				hypothetical protein
HFNFDLHH_00334	CDS	3174	ppsE_1	2.3.1.292	COG1020	Phenolphthiocerol/phthiocerol polyketide synthase subunit E
HFNFDLHH_00335	CDS	3417	lgrD_1			Linear gramicidin synthase subunit D
HFNFDLHH_00336	CDS	2337	lgrD_2			Linear gramicidin synthase subunit D
HFNFDLHH_00337	CDS	111				hypothetical protein
HFNFDLHH_00338	CDS	207				hypothetical protein
HFNFDLHH_00339	CDS	1425				hypothetical protein
HFNFDLHH_00340	CDS	1164	pcm_6	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
HFNFDLHH_00341	CDS	954				hypothetical protein
HFNFDLHH_00342	CDS	342				hypothetical protein
HFNFDLHH_00343	CDS	279				hypothetical protein
HFNFDLHH_00344	CDS	1068				hypothetical protein
HFNFDLHH_00345	CDS	1176	pimB	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
HFNFDLHH_00346	CDS	1821		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
HFNFDLHH_00347	CDS	501				hypothetical protein
HFNFDLHH_00348	CDS	783				hypothetical protein
HFNFDLHH_00349	CDS	441				hypothetical protein
HFNFDLHH_00350	CDS	1227			COG0003	Protein
HFNFDLHH_00351	CDS	438				hypothetical protein
HFNFDLHH_00352	CDS	957	glkA_1	2.7.1.2	COG1940	Glucokinase
HFNFDLHH_00353	CDS	471				hypothetical protein
HFNFDLHH_00354	CDS	741				hypothetical protein
HFNFDLHH_00355	CDS	489		3.1.13.-		3'-5' exoribonuclease.1
HFNFDLHH_00356	CDS	1386	aroG	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG
HFNFDLHH_00357	CDS	1827	spk1	2.7.11.1	COG0515	Serine/threonine-protein kinase PK-1
HFNFDLHH_00358	CDS	366				DNA-binding protein
HFNFDLHH_00359	CDS	969	crtB	2.5.1.32	COG1562	15-cis-phytoene synthase
HFNFDLHH_00360	CDS	1563	mptA	2.4.1.-		Alpha-(1->6)-mannopyranosyltransferase A
HFNFDLHH_00361	CDS	1563	carA2	1.3.99.29		zeta-carotene-forming phytoene desaturase
HFNFDLHH_00362	CDS	1137	idsA2	2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
HFNFDLHH_00363	CDS	771				hypothetical protein
HFNFDLHH_00364	CDS	201				hypothetical protein
HFNFDLHH_00365	CDS	309				hypothetical protein
HFNFDLHH_00366	CDS	1173	yycR	1.2.1.46	COG1063	Glutathione-independent formaldehyde dehydrogenase
HFNFDLHH_00367	CDS	372				hypothetical protein
HFNFDLHH_00368	CDS	1119	afr	1.1.1.292		1,5-anhydro-D-fructose reductase
HFNFDLHH_00369	CDS	645	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
HFNFDLHH_00370	CDS	564	hpt	2.4.2.8	COG0634	Hypoxanthine-guanine phosphoribosyltransferase
HFNFDLHH_00371	CDS	540				hypothetical protein
HFNFDLHH_00372	CDS	1866				hypothetical protein
HFNFDLHH_00373	CDS	921	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HFNFDLHH_00374	CDS	1185	yhaP		COG1668	putative protein YhaP
HFNFDLHH_00375	CDS	522				hypothetical protein
HFNFDLHH_00376	CDS	1389	phrA	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
HFNFDLHH_00377	CDS	1299	gltA2	2.3.3.16	COG0372	Citrate synthase 1
HFNFDLHH_00378	CDS	369				hypothetical protein
HFNFDLHH_00379	CDS	300				hypothetical protein
HFNFDLHH_00380	CDS	660	pdxH_1	1.4.3.5	COG0259	Pyridoxine 5'-phosphate oxidase
HFNFDLHH_00381	CDS	231				hypothetical protein
HFNFDLHH_00382	CDS	201				hypothetical protein
HFNFDLHH_00383	CDS	720	secA	7.4.2.8		Protein translocase subunit SecA
HFNFDLHH_00384	CDS	357	dgcA	2.7.7.65	COG3706	Diguanylate cyclase A
HFNFDLHH_00385	CDS	531				hypothetical protein
HFNFDLHH_00386	CDS	474				hypothetical protein
HFNFDLHH_00387	CDS	396				hypothetical protein
HFNFDLHH_00388	CDS	312				hypothetical protein
HFNFDLHH_00389	CDS	723	liaR_1		COG2197	Transcriptional regulatory protein LiaR
HFNFDLHH_00390	CDS	816				hypothetical protein
HFNFDLHH_00391	CDS	177				hypothetical protein
HFNFDLHH_00392	CDS	231				hypothetical protein
HFNFDLHH_00393	CDS	585				hypothetical protein
