locus_tag	ftype	length_bp	gene	EC_number	COG	product
GNPMAEAG_00072	CDS	738	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GNPMAEAG_00073	CDS	357	fabD_1	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
GNPMAEAG_00074	CDS	660				hypothetical protein
GNPMAEAG_00075	CDS	879	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
GNPMAEAG_00076	CDS	804	panC	6.3.2.1	COG0414	Pantothenate synthetase
GNPMAEAG_00077	CDS	672				hypothetical protein
GNPMAEAG_00078	CDS	1326				hypothetical protein
GNPMAEAG_00079	CDS	216				hypothetical protein
GNPMAEAG_00080	CDS	693				hypothetical protein
GNPMAEAG_00081	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
GNPMAEAG_00082	CDS	606				hypothetical protein
GNPMAEAG_00083	CDS	483	icmF	5.4.99.13		Fused isobutyryl-CoA mutase
GNPMAEAG_00084	CDS	729		4.2.1.150	COG1024	Crotonyl-CoA hydratase
GNPMAEAG_00085	CDS	786				hypothetical protein
GNPMAEAG_00086	CDS	672				hypothetical protein
GNPMAEAG_00087	CDS	420				hypothetical protein
GNPMAEAG_00088	CDS	192				hypothetical protein
GNPMAEAG_00089	CDS	438				hypothetical protein
GNPMAEAG_00090	CDS	315				hypothetical protein
GNPMAEAG_00091	CDS	111				hypothetical protein
GNPMAEAG_00092	CDS	1164				hypothetical protein
GNPMAEAG_00093	CDS	828				hypothetical protein
GNPMAEAG_00094	CDS	291				hypothetical protein
GNPMAEAG_00095	CDS	648				hypothetical protein
GNPMAEAG_00096	CDS	1317				hypothetical protein
GNPMAEAG_00097	CDS	693				hypothetical protein
GNPMAEAG_00098	CDS	939				hypothetical protein
GNPMAEAG_00099	CDS	2064				hypothetical protein
GNPMAEAG_00100	CDS	2601				hypothetical protein
GNPMAEAG_00101	CDS	1320				hypothetical protein
GNPMAEAG_00102	CDS	588				hypothetical protein
GNPMAEAG_00103	CDS	960				hypothetical protein
GNPMAEAG_00104	CDS	168				hypothetical protein
GNPMAEAG_00105	CDS	594				hypothetical protein
GNPMAEAG_00106	CDS	399				hypothetical protein
GNPMAEAG_00107	CDS	1101	hpd	1.13.11.27	COG3185	4-hydroxyphenylpyruvate dioxygenase
GNPMAEAG_00108	CDS	771				hypothetical protein
GNPMAEAG_00109	CDS	426				hypothetical protein
GNPMAEAG_00110	CDS	669				hypothetical protein
GNPMAEAG_00111	CDS	753			COG3861	putative protein
GNPMAEAG_00112	CDS	807				hypothetical protein
GNPMAEAG_00113	CDS	645				hypothetical protein
GNPMAEAG_00114	CDS	246				hypothetical protein
GNPMAEAG_00115	CDS	828				hypothetical protein
GNPMAEAG_00116	CDS	414				hypothetical protein
GNPMAEAG_00117	CDS	744				hypothetical protein
GNPMAEAG_00118	CDS	624		2.7.8.-	COG0558	Phosphatidylinositol phosphate synthase
GNPMAEAG_00119	CDS	618				hypothetical protein
GNPMAEAG_00120	CDS	912				hypothetical protein
GNPMAEAG_00121	CDS	1281	cpgS_1	6.5.1.9		Cyclic 2,3-diphosphoglycerate synthetase
GNPMAEAG_00122	CDS	807	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
GNPMAEAG_00123	CDS	357				hypothetical protein
GNPMAEAG_00124	CDS	594	hpt_1	2.4.2.8		Hypoxanthine phosphoribosyltransferase
GNPMAEAG_00125	CDS	1230				hypothetical protein
GNPMAEAG_00126	CDS	174				hypothetical protein
GNPMAEAG_00127	CDS	333				hypothetical protein
GNPMAEAG_00128	CDS	330		4.3.1.1		Aspartate ammonia-lyase
GNPMAEAG_00129	CDS	846	lacF_1			Lactose transport system permease protein LacF
GNPMAEAG_00130	CDS	1050	smoE	7.5.2.-	COG3842	Sulfoquinovosyl glycerol transport ATP-binding protein SmoE
GNPMAEAG_00131	CDS	1281				hypothetical protein
GNPMAEAG_00132	CDS	495				hypothetical protein
GNPMAEAG_00133	CDS	750	araQ_1		COG0395	Arabinooligosaccharides transport system permease protein AraQ
GNPMAEAG_00134	CDS	1926				hypothetical protein
GNPMAEAG_00135	CDS	237				hypothetical protein
GNPMAEAG_00136	CDS	423				hypothetical protein
GNPMAEAG_00137	CDS	1023	aspS1	6.1.1.12	COG0173	Aspartate--tRNA(Asp) ligase
GNPMAEAG_00138	CDS	858				hypothetical protein
GNPMAEAG_00139	CDS	381				hypothetical protein
GNPMAEAG_00140	CDS	1260	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
GNPMAEAG_00141	CDS	387				hypothetical protein
GNPMAEAG_00142	CDS	759	sigF		COG1191	RNA polymerase sigma factor SigF
GNPMAEAG_00143	CDS	90				hypothetical protein
GNPMAEAG_00144	CDS	606				hypothetical protein
GNPMAEAG_00145	CDS	2541	alaS	6.1.1.7		Alanine--tRNA ligase
GNPMAEAG_00146	CDS	402	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
GNPMAEAG_00147	CDS	909	mltG	4.2.2.29		Endolytic murein transglycosylase
GNPMAEAG_00148	CDS	684	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
GNPMAEAG_00149	CDS	1101	aroC	4.2.3.5	COG0082	Chorismate synthase
GNPMAEAG_00150	CDS	1392	aroB	4.2.3.4		3-dehydroquinate synthase
GNPMAEAG_00151	CDS	426	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
GNPMAEAG_00152	CDS	951				hypothetical protein
GNPMAEAG_00153	CDS	987				hypothetical protein
GNPMAEAG_00154	CDS	588				hypothetical protein
GNPMAEAG_00155	CDS	354				hypothetical protein
GNPMAEAG_00156	CDS	474				hypothetical protein
GNPMAEAG_00157	CDS	180				hypothetical protein
GNPMAEAG_00158	CDS	183				hypothetical protein
GNPMAEAG_00159	CDS	570	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
GNPMAEAG_00160	CDS	1089		3.4.11.-		Aminopeptidase 2
GNPMAEAG_00161	CDS	1251				hypothetical protein
GNPMAEAG_00162	CDS	582				hypothetical protein
GNPMAEAG_00163	CDS	1284				hypothetical protein
GNPMAEAG_00164	CDS	507	phpF	2.7.7.93	COG1056	Phosphonoformate cytidylyltransferase
GNPMAEAG_00165	CDS	1032	selD	2.7.9.3	COG0709	Selenide, water dikinase
GNPMAEAG_00166	CDS	627	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
GNPMAEAG_00167	CDS	387				hypothetical protein
GNPMAEAG_00168	CDS	330	sdpR		COG0640	Transcriptional repressor SdpR
GNPMAEAG_00169	CDS	489				hypothetical protein
GNPMAEAG_00170	CDS	462				hypothetical protein
GNPMAEAG_00171	CDS	741	fbiB		COG0778	Bifunctional F420 biosynthesis protein FbiB
GNPMAEAG_00172	CDS	618				hypothetical protein
GNPMAEAG_00173	CDS	936	fbiA	2.7.8.28	COG0391	Phosphoenolpyruvate transferase
GNPMAEAG_00174	CDS	612	cofC	2.7.7.105		2-phospho-L-lactate guanylyltransferase
GNPMAEAG_00175	CDS	1446	polX_1		COG1387	DNA polymerase/3'-5' exonuclease PolX
GNPMAEAG_00176	CDS	945			COG0330	putative protein
GNPMAEAG_00177	CDS	426				hypothetical protein
GNPMAEAG_00178	CDS	414	uvrD2	5.6.2.4	COG0210	ATP-dependent DNA helicase UvrD2
GNPMAEAG_00179	CDS	648	drrA3_1	7.6.2.2		Daunorubicin resistance ATP-binding protein DrrA3
GNPMAEAG_00180	CDS	774				hypothetical protein
GNPMAEAG_00181	CDS	942				hypothetical protein
GNPMAEAG_00182	CDS	909				hypothetical protein
GNPMAEAG_00183	CDS	303				hypothetical protein
GNPMAEAG_00184	CDS	441				hypothetical protein
GNPMAEAG_00185	CDS	666				hypothetical protein
GNPMAEAG_00186	CDS	357				hypothetical protein
GNPMAEAG_00187	CDS	642	uvrB		COG0556	UvrABC system protein B
GNPMAEAG_00188	CDS	357				hypothetical protein
GNPMAEAG_00189	CDS	273				hypothetical protein
GNPMAEAG_00190	CDS	825	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
GNPMAEAG_00191	CDS	240				hypothetical protein
GNPMAEAG_00192	CDS	1047			COG0628	Putative transport protein
GNPMAEAG_00193	CDS	846				hypothetical protein
GNPMAEAG_00194	CDS	798	mazG	3.6.1.8	COG3956	Nucleoside triphosphate pyrophosphohydrolase
GNPMAEAG_00195	CDS	1302	eno	4.2.1.11		Enolase
GNPMAEAG_00196	CDS	1410	pyk_1	2.7.1.40		Pyruvate kinase
GNPMAEAG_00197	CDS	393				hypothetical protein
GNPMAEAG_00198	CDS	504				hypothetical protein
GNPMAEAG_00199	CDS	327				hypothetical protein
GNPMAEAG_00200	CDS	165				hypothetical protein
GNPMAEAG_00201	CDS	597	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
GNPMAEAG_00202	CDS	378				hypothetical protein
GNPMAEAG_00203	CDS	2778				hypothetical protein
GNPMAEAG_00204	CDS	1362				hypothetical protein
GNPMAEAG_00205	CDS	921				hypothetical protein
GNPMAEAG_00206	CDS	1959				hypothetical protein
GNPMAEAG_00207	CDS	549				hypothetical protein
GNPMAEAG_00208	CDS	744				hypothetical protein
GNPMAEAG_00209	CDS	588	trmR_1	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
GNPMAEAG_00210	CDS	1488	murJ_1			lipid II flippase MurJ
GNPMAEAG_00211	CDS	405	rpsG			Small ribosomal subunit protein uS7
GNPMAEAG_00212	CDS	1119				hypothetical protein
GNPMAEAG_00213	CDS	207				hypothetical protein
GNPMAEAG_00214	CDS	2538				hypothetical protein
GNPMAEAG_00215	CDS	300				hypothetical protein
GNPMAEAG_00216	CDS	1044	ctaC_1	7.1.1.9	COG1622	Cytochrome c oxidase subunit 2
GNPMAEAG_00217	CDS	1635	ctaD_1	7.1.1.9	COG0843	Cytochrome c oxidase subunit 1
GNPMAEAG_00218	CDS	1245	cyoE	2.5.1.141		Protoheme IX farnesyltransferase
GNPMAEAG_00219	CDS	93				hypothetical protein
GNPMAEAG_00220	CDS	573	gmhA1	5.3.1.28	COG0279	Phosphoheptose isomerase 1
GNPMAEAG_00221	CDS	1029	glk	2.7.1.2		Glucokinase
GNPMAEAG_00222	CDS	1023	araQ_2		COG0395	Arabinooligosaccharides transport system permease protein AraQ
GNPMAEAG_00223	CDS	981				hypothetical protein
GNPMAEAG_00224	CDS	1359				hypothetical protein
GNPMAEAG_00225	CDS	1050	degA		COG1609	HTH-type transcriptional regulator DegA
GNPMAEAG_00226	CDS	1014	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
GNPMAEAG_00227	CDS	351				hypothetical protein
GNPMAEAG_00228	CDS	216				hypothetical protein
GNPMAEAG_00229	CDS	813				hypothetical protein
GNPMAEAG_00230	CDS	207				hypothetical protein
GNPMAEAG_00231	CDS	804	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
GNPMAEAG_00232	CDS	939	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
GNPMAEAG_00233	CDS	960	nylC	3.5.1.117		6-aminohexanoate-oligomer endohydrolase
GNPMAEAG_00234	CDS	654				hypothetical protein
GNPMAEAG_00235	CDS	495				hypothetical protein
GNPMAEAG_00236	CDS	372				hypothetical protein
GNPMAEAG_00237	CDS	1041	oppF_1	7.4.2.6		Oligopeptide transport ATP-binding protein OppF
GNPMAEAG_00238	CDS	1023	dppD_1	7.4.2.9	COG0444	Dipeptide transport ATP-binding protein DppD
GNPMAEAG_00239	CDS	1017	dppB_1			Di/tripeptide transport system permease protein DppB
GNPMAEAG_00240	CDS	390				hypothetical protein
GNPMAEAG_00241	CDS	687				hypothetical protein
GNPMAEAG_00242	CDS	450				hypothetical protein
GNPMAEAG_00243	CDS	483				hypothetical protein
GNPMAEAG_00244	CDS	1032				hypothetical protein
GNPMAEAG_00245	CDS	408				hypothetical protein
GNPMAEAG_00246	CDS	744				hypothetical protein
GNPMAEAG_00247	CDS	645	mshD_1	2.3.1.189		Mycothiol acetyltransferase
GNPMAEAG_00248	CDS	504				hypothetical protein
GNPMAEAG_00249	CDS	321				hypothetical protein
GNPMAEAG_00250	CDS	633				hypothetical protein
GNPMAEAG_00251	CDS	975	mshD_2	2.3.1.189		Mycothiol acetyltransferase
GNPMAEAG_00252	CDS	468				hypothetical protein
GNPMAEAG_00253	CDS	147				hypothetical protein
GNPMAEAG_00254	CDS	246				hypothetical protein
GNPMAEAG_00255	CDS	399		3.1.-.-	COG2402	23S rRNA-specific endonuclease VapC20
GNPMAEAG_00256	CDS	216				hypothetical protein
GNPMAEAG_00257	CDS	177				hypothetical protein
GNPMAEAG_00258	CDS	102	infA		COG0361	Translation initiation factor IF-1
GNPMAEAG_00259	CDS	210	cspE		COG1278	Cold shock-like protein CspE
GNPMAEAG_00260	CDS	468				hypothetical protein
GNPMAEAG_00261	CDS	924				hypothetical protein
GNPMAEAG_00262	CDS	1650	carB_1	6.3.4.16	COG0458	Carbamoyl phosphate synthase large chain
GNPMAEAG_00263	CDS	726	carB_2	6.3.4.16	COG0458	Carbamoyl phosphate synthase large chain
GNPMAEAG_00264	CDS	768	xynR		COG1414	HTH-type transcriptional regulator XynR
GNPMAEAG_00265	CDS	678				hypothetical protein
GNPMAEAG_00266	CDS	357				hypothetical protein
GNPMAEAG_00267	CDS	240				hypothetical protein
GNPMAEAG_00268	CDS	1224	osmV	7.6.2.-		Osmoprotectant import ATP-binding protein OsmV
GNPMAEAG_00269	CDS	648	opuBB		COG1174	Choline transport system permease protein OpuBB
GNPMAEAG_00270	CDS	789	kdgR		COG1414	HTH-type transcriptional regulator KdgR
GNPMAEAG_00271	CDS	207				hypothetical protein
GNPMAEAG_00272	CDS	183				hypothetical protein
GNPMAEAG_00273	CDS	891	prmA_1	2.1.1.-		Ribosomal protein L11 methyltransferase
GNPMAEAG_00274	CDS	504				hypothetical protein
GNPMAEAG_00275	CDS	702				hypothetical protein
GNPMAEAG_00276	CDS	669	sigK_1			ECF RNA polymerase sigma factor SigK
GNPMAEAG_00277	CDS	297				hypothetical protein
GNPMAEAG_00278	CDS	633				hypothetical protein
GNPMAEAG_00279	CDS	441				hypothetical protein
GNPMAEAG_00280	CDS	132				hypothetical protein
GNPMAEAG_00281	CDS	891		5.1.3.2	COG0451	UDP-glucose 4-epimerase
GNPMAEAG_00282	CDS	858				hypothetical protein
GNPMAEAG_00283	CDS	708				hypothetical protein
GNPMAEAG_00284	CDS	855				hypothetical protein
GNPMAEAG_00285	CDS	348				hypothetical protein
GNPMAEAG_00286	CDS	405				hypothetical protein
GNPMAEAG_00287	CDS	729				hypothetical protein
GNPMAEAG_00288	CDS	879	bcrA			Bacitracin transport ATP-binding protein BcrA
GNPMAEAG_00289	CDS	303				hypothetical protein
GNPMAEAG_00290	CDS	417	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
GNPMAEAG_00291	CDS	1500				hypothetical protein
GNPMAEAG_00292	CDS	957				hypothetical protein
GNPMAEAG_00293	CDS	2586	polA	2.7.7.7	COG0258	DNA polymerase I, thermostable
GNPMAEAG_00294	CDS	3456				hypothetical protein
GNPMAEAG_00295	CDS	1560	pnp_1	2.7.7.8		Polyribonucleotide nucleotidyltransferase
GNPMAEAG_00296	CDS	951	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
GNPMAEAG_00297	CDS	546	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
GNPMAEAG_00298	CDS	1527	purH		COG0138	Bifunctional purine biosynthesis protein PurH
GNPMAEAG_00299	CDS	597	fmt_1	2.1.2.9		Methionyl-tRNA formyltransferase
GNPMAEAG_00300	CDS	480				hypothetical protein
GNPMAEAG_00301	CDS	618				IS3 family transposase ISMyma8
GNPMAEAG_00302	CDS	156				hypothetical protein
GNPMAEAG_00303	CDS	213				hypothetical protein
GNPMAEAG_00304	CDS	1203				hypothetical protein
GNPMAEAG_00305	CDS	939	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
GNPMAEAG_00306	CDS	96				hypothetical protein
GNPMAEAG_00307	CDS	1002	bioC_1	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
GNPMAEAG_00308	CDS	1914	asnB_1	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
GNPMAEAG_00309	CDS	1611	murJ_2			lipid II flippase MurJ
GNPMAEAG_00310	CDS	957				hypothetical protein
GNPMAEAG_00311	CDS	1479				hypothetical protein
GNPMAEAG_00312	CDS	1125	iolX	1.1.1.370	COG0673	scyllo-inositol 2-dehydrogenase (NAD(+))
GNPMAEAG_00313	CDS	885	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
GNPMAEAG_00314	CDS	1041				Ca(2+)/H(+) antiporter
GNPMAEAG_00315	CDS	783	lolD_1	7.6.2.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
GNPMAEAG_00316	CDS	2568			COG0577	putative ABC transporter permease protein
GNPMAEAG_00317	CDS	324				hypothetical protein
GNPMAEAG_00318	CDS	357				hypothetical protein
GNPMAEAG_00319	CDS	1368	dap	3.4.11.19		D-aminopeptidase
GNPMAEAG_00320	CDS	1044	ltaA	4.1.2.49		L-allo-threonine aldolase
GNPMAEAG_00321	CDS	186		2.7.4.27		Putative pyruvate, phosphate dikinase regulatory protein
GNPMAEAG_00322	CDS	177				hypothetical protein
GNPMAEAG_00323	CDS	1509		3.4.17.19	COG2317	Thermostable carboxypeptidase 1
GNPMAEAG_00324	CDS	2607	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
GNPMAEAG_00325	CDS	789	glpG	3.4.21.105		Rhomboid protease GlpG
GNPMAEAG_00326	CDS	459	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
GNPMAEAG_00327	CDS	294				hypothetical protein
GNPMAEAG_00328	CDS	684	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
GNPMAEAG_00329	CDS	516	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
GNPMAEAG_00330	CDS	588				hypothetical protein
GNPMAEAG_00331	CDS	771	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
GNPMAEAG_00332	CDS	555				hypothetical protein
GNPMAEAG_00333	CDS	771	echA8	4.2.1.17	COG1024	putative enoyl-CoA hydratase EchA8
GNPMAEAG_00334	CDS	810	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
GNPMAEAG_00335	CDS	279				hypothetical protein
GNPMAEAG_00336	CDS	363				hypothetical protein
GNPMAEAG_00337	CDS	468	act	3.-.-.-		Methanol dehydrogenase activator
GNPMAEAG_00338	CDS	159				hypothetical protein
GNPMAEAG_00339	CDS	1137				hypothetical protein
GNPMAEAG_00340	CDS	1110				hypothetical protein
GNPMAEAG_00341	CDS	1143	mntC		COG1108	Manganese transport system membrane protein MntC
GNPMAEAG_00342	CDS	393	mntB		COG1121	Manganese transport system ATP-binding protein MntB
GNPMAEAG_00343	CDS	177				hypothetical protein
GNPMAEAG_00344	CDS	732	gph	3.1.3.18		Phosphoglycolate phosphatase
GNPMAEAG_00345	CDS	540				hypothetical protein
GNPMAEAG_00346	CDS	1023	add	3.5.4.4	COG1816	Adenosine deaminase
GNPMAEAG_00347	CDS	1167	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
GNPMAEAG_00348	CDS	1065				hypothetical protein
GNPMAEAG_00349	CDS	963	garK	2.7.1.165	COG1929	Glycerate 2-kinase
GNPMAEAG_00350	CDS	414			COG0664	putative NTE family protein
GNPMAEAG_00351	CDS	237	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
GNPMAEAG_00352	CDS	1155	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
GNPMAEAG_00353	CDS	201				hypothetical protein
GNPMAEAG_00354	CDS	576				hypothetical protein
GNPMAEAG_00355	CDS	1206				hypothetical protein
GNPMAEAG_00356	CDS	723				hypothetical protein
GNPMAEAG_00357	CDS	414				hypothetical protein
GNPMAEAG_00358	CDS	567	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
GNPMAEAG_00359	CDS	756			COG0217	putative transcriptional regulatory protein
GNPMAEAG_00360	CDS	432				hypothetical protein
GNPMAEAG_00361	CDS	234				hypothetical protein
GNPMAEAG_00362	CDS	93				hypothetical protein
GNPMAEAG_00363	CDS	435				hypothetical protein
GNPMAEAG_00364	CDS	471				hypothetical protein
GNPMAEAG_00365	CDS	1137	vgb_1	4.2.99.-		Virginiamycin B lyase
GNPMAEAG_00366	CDS	303				hypothetical protein
GNPMAEAG_00367	CDS	189				hypothetical protein
GNPMAEAG_00368	CDS	573				hypothetical protein
GNPMAEAG_00369	CDS	216				hypothetical protein
GNPMAEAG_00370	CDS	1704	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
GNPMAEAG_00371	CDS	729	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
GNPMAEAG_00372	CDS	801				hypothetical protein
GNPMAEAG_00373	CDS	543				hypothetical protein
GNPMAEAG_00374	CDS	612				hypothetical protein
GNPMAEAG_00375	CDS	3483	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
GNPMAEAG_00376	CDS	2937	addB	3.1.-.-		ATP-dependent helicase/deoxyribonuclease subunit B
GNPMAEAG_00377	CDS	237				hypothetical protein
GNPMAEAG_00378	CDS	315				hypothetical protein
GNPMAEAG_00379	CDS	264	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
GNPMAEAG_00380	CDS	381				hypothetical protein
GNPMAEAG_00381	CDS	1875	yheS		COG0488	putative ATP-binding protein YheS
GNPMAEAG_00382	CDS	726	ubiE_1	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
GNPMAEAG_00383	CDS	861				hypothetical protein
GNPMAEAG_00384	CDS	1026	cca	2.7.7.72		CCA-adding enzyme
GNPMAEAG_00385	CDS	1023	alr	5.1.1.1		Alanine racemase
GNPMAEAG_00386	CDS	1395	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
