locus_tag	ftype	length_bp	gene	EC_number	COG	product
OJFBJKJH_00030	CDS	1434	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
OJFBJKJH_00031	CDS	762	dprE2	1.1.1.333	COG1028	Decaprenylphosphoryl-2-keto-beta-D-erythro-pentose reductase
OJFBJKJH_00032	CDS	771				hypothetical protein
OJFBJKJH_00033	CDS	402				hypothetical protein
OJFBJKJH_00034	CDS	1062			COG1609	HTH-type transcriptional regulator
OJFBJKJH_00035	CDS	216				hypothetical protein
OJFBJKJH_00036	CDS	807				hypothetical protein
OJFBJKJH_00037	CDS	918	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
OJFBJKJH_00038	CDS	270				hypothetical protein
OJFBJKJH_00039	CDS	288				hypothetical protein
OJFBJKJH_00040	CDS	1188			COG3835	putative protein
OJFBJKJH_00041	CDS	1209				hypothetical protein
OJFBJKJH_00042	CDS	996	fabH	2.3.1.180	COG0332	Beta-ketoacyl-[acyl-carrier-protein] synthase III
OJFBJKJH_00043	CDS	876				hypothetical protein
OJFBJKJH_00044	CDS	1221				hypothetical protein
OJFBJKJH_00045	CDS	156				hypothetical protein
OJFBJKJH_00046	CDS	285				hypothetical protein
OJFBJKJH_00047	CDS	1860	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
OJFBJKJH_00048	CDS	903				hypothetical protein
OJFBJKJH_00049	CDS	1611	xylB_1	2.7.1.17		Xylulose kinase
OJFBJKJH_00050	CDS	624				hypothetical protein
OJFBJKJH_00051	CDS	939	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
OJFBJKJH_00052	CDS	423				18 kDa heat shock protein
OJFBJKJH_00053	CDS	762				hypothetical protein
OJFBJKJH_00054	CDS	402				hypothetical protein
OJFBJKJH_00055	CDS	630	lysE		COG1279	Lysine exporter LysE
OJFBJKJH_00056	CDS	1086				hypothetical protein
OJFBJKJH_00057	CDS	1539	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
OJFBJKJH_00058	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
OJFBJKJH_00059	CDS	783	glpQ2	3.1.4.46	COG0584	putative glycerophosphodiester phosphodiesterase 2
OJFBJKJH_00060	CDS	1338				hypothetical protein
OJFBJKJH_00061	CDS	345	rbpA_1			RNA polymerase-binding protein RbpA
OJFBJKJH_00062	CDS	531				hypothetical protein
OJFBJKJH_00063	CDS	786		2.4.1.54	COG1216	Undecaprenyl-phosphate mannosyltransferase
OJFBJKJH_00064	CDS	951	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
OJFBJKJH_00065	CDS	1623	cdr	1.8.1.14		Coenzyme A disulfide reductase
OJFBJKJH_00066	CDS	1074				hypothetical protein
OJFBJKJH_00067	CDS	585	metF	1.5.1.54		5,10-methylenetetrahydrofolate reductase
OJFBJKJH_00068	CDS	690				hypothetical protein
OJFBJKJH_00069	CDS	996	rbsC_1		COG1172	Ribose import permease protein RbsC
OJFBJKJH_00070	CDS	1356	araG_1	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
OJFBJKJH_00071	CDS	1551				hypothetical protein
OJFBJKJH_00072	CDS	456				hypothetical protein
OJFBJKJH_00073	CDS	423				hypothetical protein
OJFBJKJH_00074	tRNA	74				tRNA-Arg(ccg)
OJFBJKJH_00075	CDS	429				hypothetical protein
OJFBJKJH_00076	CDS	1419	lysA	4.1.1.20	COG1166	Diaminopimelate decarboxylase
OJFBJKJH_00077	CDS	1290	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
OJFBJKJH_00078	CDS	600	thrH	3.1.3.3		Phosphoserine phosphatase ThrH
OJFBJKJH_00079	CDS	756	cobA_1	2.1.1.107		Uroporphyrinogen-III C-methyltransferase
OJFBJKJH_00080	CDS	501	cysG_1	4.99.1.4		Siroheme synthase
OJFBJKJH_00081	CDS	1140				hypothetical protein
OJFBJKJH_00082	CDS	417	hit_1		COG0537	Protein hit
OJFBJKJH_00083	CDS	579	yknY_1	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
OJFBJKJH_00084	CDS	1233	macB	7.6.2.-		Macrolide export ATP-binding/permease protein MacB
OJFBJKJH_00085	CDS	444	mtlA			PTS system mannitol-specific EIICB component
OJFBJKJH_00086	CDS	444	mtlF		COG4668	Mannitol-specific phosphotransferase enzyme IIA component
OJFBJKJH_00087	CDS	1152	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
OJFBJKJH_00088	CDS	1080				hypothetical protein
OJFBJKJH_00089	CDS	1452		2.4.1.281		4-O-beta-D-mannosyl-D-glucose phosphorylase
OJFBJKJH_00090	CDS	999		2.4.1.11	COG0297	Glycogen synthase
OJFBJKJH_00091	CDS	477				hypothetical protein
OJFBJKJH_00092	CDS	480				hypothetical protein
OJFBJKJH_00093	CDS	1992				hypothetical protein
OJFBJKJH_00094	CDS	1065		2.4.1.340		1,2-beta-oligomannan phosphorylase
OJFBJKJH_00095	CDS	837	araQ_1		COG0395	Arabinooligosaccharides transport system permease protein AraQ
OJFBJKJH_00096	CDS	942	araP		COG1175	Arabinooligosaccharides transport system permease protein AraP
OJFBJKJH_00097	CDS	1380				hypothetical protein
OJFBJKJH_00098	CDS	747				hypothetical protein
OJFBJKJH_00099	CDS	222				hypothetical protein
OJFBJKJH_00100	CDS	627	yciO		COG0009	putative protein YciO
OJFBJKJH_00101	CDS	1134		4.4.1.13	COG1168	Putative cystathionine beta-lyase
OJFBJKJH_00102	CDS	939				hypothetical protein
OJFBJKJH_00103	CDS	372				hypothetical protein
OJFBJKJH_00104	CDS	693	nanK_1	2.7.1.60		N-acetylmannosamine kinase
OJFBJKJH_00105	CDS	951	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
OJFBJKJH_00106	CDS	735				hypothetical protein
OJFBJKJH_00107	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
OJFBJKJH_00108	CDS	993	yajO_2	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
OJFBJKJH_00109	CDS	573				hypothetical protein
OJFBJKJH_00110	CDS	729		2.1.1.-	COG2226	putative methyltransferase
OJFBJKJH_00111	CDS	1359	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
OJFBJKJH_00112	tRNA	87				tRNA-Leu(gag)
OJFBJKJH_00113	CDS	234	mazE3			Antitoxin MazE3
OJFBJKJH_00114	CDS	1494	araA	5.3.1.4		L-arabinose isomerase
OJFBJKJH_00115	CDS	525	ulaF_1	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
OJFBJKJH_00116	CDS	423				hypothetical protein
OJFBJKJH_00117	CDS	690				hypothetical protein
OJFBJKJH_00118	CDS	1548	dinB_1	2.7.7.7		DNA polymerase IV
OJFBJKJH_00119	CDS	474				hypothetical protein
OJFBJKJH_00120	CDS	327				hypothetical protein
OJFBJKJH_00121	CDS	459				hypothetical protein
OJFBJKJH_00122	CDS	114				hypothetical protein
OJFBJKJH_00123	CDS	693				hypothetical protein
OJFBJKJH_00124	CDS	672				hypothetical protein
OJFBJKJH_00125	CDS	603				hypothetical protein
OJFBJKJH_00126	CDS	675				hypothetical protein
OJFBJKJH_00127	CDS	978				hypothetical protein
OJFBJKJH_00128	CDS	1887		3.2.1.58		Exo-beta-1,3-glucanase
OJFBJKJH_00129	CDS	726				hypothetical protein
OJFBJKJH_00130	CDS	351	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
OJFBJKJH_00131	CDS	1524	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
OJFBJKJH_00132	CDS	2061	fruA_1		COG1299	PTS system fructose-specific EIIABC component
OJFBJKJH_00133	CDS	276				hypothetical protein
OJFBJKJH_00134	CDS	927	dadD	3.5.4.31		5'-deoxyadenosine deaminase
OJFBJKJH_00135	CDS	1152	hutI	3.5.2.7	COG1228	Imidazolonepropionase
OJFBJKJH_00136	CDS	1122	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
OJFBJKJH_00137	CDS	1125	gbsB	1.1.1.-	COG1454	Choline dehydrogenase
OJFBJKJH_00138	CDS	1491	pepA_1	3.4.11.1	COG0260	putative cytosol aminopeptidase
OJFBJKJH_00139	CDS	1575	kstD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
OJFBJKJH_00140	CDS	264				hypothetical protein
OJFBJKJH_00141	CDS	1875				hypothetical protein
OJFBJKJH_00142	CDS	897			COG1090	Epimerase family protein
OJFBJKJH_00143	CDS	576	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
OJFBJKJH_00144	CDS	435	dksA			RNA polymerase-binding transcription factor DksA
OJFBJKJH_00145	CDS	1005				hypothetical protein
OJFBJKJH_00146	CDS	282				hypothetical protein
OJFBJKJH_00147	CDS	474	sepF			Cell division protein SepF
OJFBJKJH_00148	CDS	708				hypothetical protein
OJFBJKJH_00149	CDS	1173	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
OJFBJKJH_00150	CDS	828				hypothetical protein
OJFBJKJH_00151	CDS	1065	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
OJFBJKJH_00152	CDS	684	larB	2.5.1.143	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
OJFBJKJH_00153	CDS	927	larE	4.4.1.37	COG1606	Pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
OJFBJKJH_00154	CDS	1518	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
OJFBJKJH_00155	CDS	720			COG1403	putative protein
OJFBJKJH_00156	CDS	786	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
OJFBJKJH_00157	CDS	684	dasB		COG1175	Diacetylchitobiose uptake system permease protein DasB
OJFBJKJH_00158	CDS	849	dasC_1		COG0395	Diacetylchitobiose uptake system permease protein DasC
OJFBJKJH_00159	CDS	1542	nagZ	3.2.1.52		Beta-hexosaminidase
OJFBJKJH_00160	CDS	1593	hutH	4.3.1.3		Histidine ammonia-lyase
OJFBJKJH_00161	CDS	1653	hutU	4.2.1.49	COG2987	Urocanate hydratase
OJFBJKJH_00162	CDS	1182	amaB	3.5.1.87		N-carbamoyl-L-amino acid amidohydrolase
OJFBJKJH_00163	CDS	642	rplC		COG0087	Large ribosomal subunit protein uL3
OJFBJKJH_00164	CDS	696	rplD		COG0088	Large ribosomal subunit protein uL4
OJFBJKJH_00165	CDS	309	rplW		COG0089	Large ribosomal subunit protein uL23
OJFBJKJH_00166	CDS	837	rplB		COG0090	Large ribosomal subunit protein uL2
OJFBJKJH_00167	CDS	282	rpsS		COG0185	Small ribosomal subunit protein uS19
OJFBJKJH_00168	CDS	315	rplV		COG0091	Large ribosomal subunit protein uL22
OJFBJKJH_00169	CDS	876				hypothetical protein
OJFBJKJH_00170	CDS	1041	gpr_1	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
OJFBJKJH_00171	CDS	1209		3.2.1.54	COG0366	Cyclomaltodextrinase
OJFBJKJH_00172	CDS	1173				hypothetical protein
OJFBJKJH_00173	CDS	279				hypothetical protein
OJFBJKJH_00174	CDS	354				hypothetical protein
OJFBJKJH_00175	CDS	1632				hypothetical protein
OJFBJKJH_00176	CDS	468				hypothetical protein
OJFBJKJH_00177	CDS	789	lgt_1	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
OJFBJKJH_00178	CDS	483	mutX	3.6.1.55	COG1051	8-oxo-dGTP diphosphatase
OJFBJKJH_00179	CDS	714	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
OJFBJKJH_00180	CDS	153				hypothetical protein
OJFBJKJH_00181	CDS	351	gatC	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
OJFBJKJH_00182	CDS	612				hypothetical protein
OJFBJKJH_00183	CDS	2100				hypothetical protein
OJFBJKJH_00184	CDS	204				hypothetical protein
OJFBJKJH_00185	CDS	1200	ligA	6.5.1.2	COG0272	DNA ligase A
OJFBJKJH_00186	CDS	1182				hypothetical protein
OJFBJKJH_00187	CDS	1020	amt		COG0004	Ammonium transporter
OJFBJKJH_00188	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
OJFBJKJH_00189	CDS	672				hypothetical protein
OJFBJKJH_00190	CDS	1032	lpqB			Lipoprotein LpqB
OJFBJKJH_00191	CDS	1164	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
OJFBJKJH_00192	CDS	648	tmk	2.7.4.9	COG0125	Thymidylate kinase
OJFBJKJH_00193	CDS	2670	topA	5.6.2.1	COG0550	DNA topoisomerase 1
OJFBJKJH_00194	CDS	618	hhoB		COG0265	Putative serine protease HhoB
OJFBJKJH_00195	CDS	174	ligB_1	6.5.1.1	COG1793	DNA ligase B
OJFBJKJH_00196	CDS	1002	yqjG_1	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
OJFBJKJH_00197	CDS	1413	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
OJFBJKJH_00198	CDS	645				hypothetical protein
OJFBJKJH_00199	CDS	918	ydjH_1	2.7.1.-	COG0524	putative sugar kinase YdjH
OJFBJKJH_00200	CDS	324				hypothetical protein
OJFBJKJH_00201	CDS	966				hypothetical protein
OJFBJKJH_00202	CDS	1287				hypothetical protein
OJFBJKJH_00203	CDS	477	dnaK		COG0443	Chaperone protein DnaK
OJFBJKJH_00204	CDS	606	grpE			Protein GrpE
OJFBJKJH_00205	CDS	1143	dnaJ1		COG0484	Chaperone protein DnaJ 1
OJFBJKJH_00206	CDS	414				hypothetical protein
OJFBJKJH_00207	tRNA	77				tRNA-Ile(gat)
OJFBJKJH_00208	CDS	492		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
OJFBJKJH_00209	CDS	999				hypothetical protein
OJFBJKJH_00210	CDS	507	sigE_1		COG1595	RNA polymerase sigma-E factor
OJFBJKJH_00211	CDS	624				hypothetical protein
OJFBJKJH_00212	CDS	168	kdpE_1		COG0745	Transcriptional regulatory protein KdpE
OJFBJKJH_00213	CDS	816	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
OJFBJKJH_00214	CDS	1575				hypothetical protein
OJFBJKJH_00215	CDS	1329				hypothetical protein
OJFBJKJH_00216	CDS	837				hypothetical protein
OJFBJKJH_00217	CDS	297				hypothetical protein
OJFBJKJH_00218	CDS	2922				hypothetical protein
OJFBJKJH_00219	CDS	171				hypothetical protein
OJFBJKJH_00220	CDS	1977				hypothetical protein
OJFBJKJH_00221	CDS	963				hypothetical protein
OJFBJKJH_00222	CDS	489				hypothetical protein
OJFBJKJH_00223	CDS	201				hypothetical protein
OJFBJKJH_00224	CDS	636				hypothetical protein
OJFBJKJH_00225	CDS	540	rpoE		COG1595	ECF RNA polymerase sigma factor RpoE
OJFBJKJH_00226	CDS	141				hypothetical protein
OJFBJKJH_00227	CDS	2502			COG2307	putative protein
OJFBJKJH_00228	CDS	924			COG1305	putative protein
OJFBJKJH_00229	CDS	810	nusG			Transcription termination/antitermination protein NusG
OJFBJKJH_00230	CDS	417	secE			Protein translocase subunit SecE
OJFBJKJH_00231	tRNA	74				tRNA-Trp(cca)
OJFBJKJH_00232	CDS	1197	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
OJFBJKJH_00233	CDS	1050	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
OJFBJKJH_00234	CDS	414				hypothetical protein
OJFBJKJH_00235	CDS	429				hypothetical protein
OJFBJKJH_00236	CDS	321				hypothetical protein
OJFBJKJH_00237	CDS	1644				hypothetical protein
OJFBJKJH_00238	CDS	846	por	1.3.1.33	COG1028	Light-dependent protochlorophyllide reductase
OJFBJKJH_00239	CDS	819		1.-.-.-	COG4221	putative oxidoreductase
OJFBJKJH_00240	CDS	549				hypothetical protein
OJFBJKJH_00241	CDS	123				hypothetical protein
OJFBJKJH_00242	CDS	849		1.1.1.-	COG0656	Aldo-keto reductase/MSMEI_2347
OJFBJKJH_00243	CDS	708	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
OJFBJKJH_00244	CDS	327				hypothetical protein
OJFBJKJH_00245	CDS	1623	prfC		COG4108	Peptide chain release factor 3
OJFBJKJH_00246	CDS	393				hypothetical protein
OJFBJKJH_00247	CDS	687	otsB_1	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
OJFBJKJH_00248	CDS	669				hypothetical protein
OJFBJKJH_00249	CDS	927	ppx2	3.6.1.11		Exopolyphosphatase 2
OJFBJKJH_00250	CDS	306				hypothetical protein
OJFBJKJH_00251	CDS	696				hypothetical protein
OJFBJKJH_00252	CDS	1281	aarA	2.3.3.16		Citrate synthase
OJFBJKJH_00253	CDS	444	rplM		COG0102	Large ribosomal subunit protein uL13
OJFBJKJH_00254	CDS	516	rpsI		COG0103	Small ribosomal subunit protein uS9
OJFBJKJH_00255	CDS	1461	sasA_2	2.7.13.3		Adaptive-response sensory-kinase SasA
OJFBJKJH_00256	CDS	108				hypothetical protein
OJFBJKJH_00257	CDS	2067	pepN	3.4.11.2		Aminopeptidase N
OJFBJKJH_00258	CDS	168				hypothetical protein
OJFBJKJH_00259	CDS	579	pyrR		COG2065	Bifunctional protein PyrR
OJFBJKJH_00260	CDS	939	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
OJFBJKJH_00261	CDS	273				hypothetical protein
OJFBJKJH_00262	CDS	522				hypothetical protein
OJFBJKJH_00263	CDS	321				hypothetical protein
OJFBJKJH_00264	CDS	381				hypothetical protein
OJFBJKJH_00265	CDS	273				hypothetical protein
OJFBJKJH_00266	CDS	1779	yheI	7.6.2.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
OJFBJKJH_00267	CDS	843				hypothetical protein
OJFBJKJH_00268	CDS	1251	licH	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
OJFBJKJH_00269	CDS	960	murK_1	2.7.1.-	COG2971	N-acetylmuramic acid/N-acetylglucosamine kinase
OJFBJKJH_00270	CDS	297				hypothetical protein
OJFBJKJH_00271	CDS	1284	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
OJFBJKJH_00272	CDS	795				hypothetical protein
OJFBJKJH_00273	CDS	1419	pbpA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase PbpA
OJFBJKJH_00274	CDS	363				hypothetical protein
OJFBJKJH_00275	CDS	654				hypothetical protein
OJFBJKJH_00276	CDS	651				hypothetical protein
OJFBJKJH_00277	CDS	990			COG2308	putative protein
OJFBJKJH_00278	CDS	927				hypothetical protein
OJFBJKJH_00279	CDS	846			COG1305	putative protein
OJFBJKJH_00280	CDS	1101				hypothetical protein
OJFBJKJH_00281	CDS	582				hypothetical protein
OJFBJKJH_00282	CDS	327				hypothetical protein
OJFBJKJH_00283	CDS	414				hypothetical protein
OJFBJKJH_00284	CDS	3600	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
OJFBJKJH_00285	CDS	1167	dinB_2	2.7.7.7	COG0389	DNA polymerase IV
OJFBJKJH_00286	CDS	375				hypothetical protein
OJFBJKJH_00287	CDS	2133				hypothetical protein
OJFBJKJH_00288	CDS	1215				hypothetical protein
OJFBJKJH_00289	CDS	996	moxR1		COG0714	Chaperone MoxR1
OJFBJKJH_00290	CDS	429	mraZ		COG2001	Transcriptional regulator MraZ
OJFBJKJH_00291	CDS	975	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
OJFBJKJH_00292	CDS	654				hypothetical protein
OJFBJKJH_00293	CDS	1854	pbpB		COG0768	Penicillin-binding protein PbpB
OJFBJKJH_00294	CDS	1527	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
OJFBJKJH_00295	CDS	1419	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
OJFBJKJH_00296	CDS	1380	bmr3		COG2814	Multidrug resistance protein 3
OJFBJKJH_00297	CDS	456	uvrD2	5.6.2.4	COG0210	ATP-dependent DNA helicase UvrD2
OJFBJKJH_00298	CDS	273				hypothetical protein
OJFBJKJH_00299	CDS	633	dhaL	2.7.1.121	COG1461	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
OJFBJKJH_00300	CDS	1002	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
OJFBJKJH_00301	CDS	855	xylC	3.1.1.110	COG3386	D-xylonolactone lactonase
OJFBJKJH_00302	CDS	837				hypothetical protein
OJFBJKJH_00303	CDS	471				hypothetical protein
OJFBJKJH_00304	CDS	489				hypothetical protein
OJFBJKJH_00305	CDS	270				hypothetical protein
OJFBJKJH_00306	CDS	2169	glgX_1	3.2.1.-	COG1523	Glycogen operon protein GlgX 
OJFBJKJH_00307	CDS	573				hypothetical protein
OJFBJKJH_00308	CDS	297				hypothetical protein
OJFBJKJH_00309	CDS	363	lacZ_1	3.2.1.23		Beta-galactosidase
OJFBJKJH_00310	CDS	282				hypothetical protein
OJFBJKJH_00311	CDS	576				hypothetical protein
OJFBJKJH_00312	CDS	1095	menE	6.2.1.26	COG0318	putative 2-succinylbenzoate--CoA ligase
OJFBJKJH_00313	CDS	438	rbfA		COG0858	Ribosome-binding factor A
OJFBJKJH_00314	CDS	912	truB	5.4.99.25		tRNA pseudouridine synthase B
OJFBJKJH_00315	CDS	966	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
OJFBJKJH_00316	CDS	441				hypothetical protein
OJFBJKJH_00317	CDS	492	rimI_1	2.3.1.266		[Ribosomal protein bS18]-alanine N-acetyltransferase
OJFBJKJH_00318	CDS	300				hypothetical protein
OJFBJKJH_00319	CDS	969				hypothetical protein
OJFBJKJH_00320	CDS	216	leuS	6.1.1.4		Leucine--tRNA ligase
OJFBJKJH_00321	CDS	210				hypothetical protein
OJFBJKJH_00322	CDS	1389				hypothetical protein
OJFBJKJH_00323	CDS	702				hypothetical protein
OJFBJKJH_00324	CDS	1371	iolG_3	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
OJFBJKJH_00325	CDS	933				hypothetical protein
OJFBJKJH_00326	CDS	114				hypothetical protein
OJFBJKJH_00327	CDS	135				hypothetical protein
OJFBJKJH_00328	CDS	159				hypothetical protein
OJFBJKJH_00329	CDS	2577	xyl3A	3.2.1.37	COG1472	Xylan 1,4-beta-xylosidase
OJFBJKJH_00330	CDS	876				hypothetical protein
OJFBJKJH_00331	CDS	300	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
OJFBJKJH_00332	CDS	807				hypothetical protein
OJFBJKJH_00333	CDS	564	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
OJFBJKJH_00334	CDS	1305	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
OJFBJKJH_00335	CDS	2430	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
OJFBJKJH_00336	CDS	444				hypothetical protein
OJFBJKJH_00337	CDS	324				hypothetical protein
OJFBJKJH_00338	CDS	1830		3.2.1.-		Exo-alpha-(1->6)-L-arabinopyranosidase
OJFBJKJH_00339	CDS	177				hypothetical protein
OJFBJKJH_00340	CDS	879				hypothetical protein
OJFBJKJH_00341	CDS	672	desK_1	2.7.13.3	COG4585	Sensor histidine kinase DesK
OJFBJKJH_00342	CDS	618	desR		COG2197	Transcriptional regulatory protein DesR
OJFBJKJH_00343	CDS	2019		2.4.1.391	COG1874	Beta-1,2-glucosyltransferase
OJFBJKJH_00344	CDS	1455				hypothetical protein
OJFBJKJH_00345	CDS	501				hypothetical protein
OJFBJKJH_00346	CDS	3036	cbgA	3.2.1.23		Beta-galactosidase
OJFBJKJH_00347	CDS	819	lacG			Lactose transport system permease protein LacG
OJFBJKJH_00348	CDS	987	lacF_1			Lactose transport system permease protein LacF
OJFBJKJH_00349	CDS	1413	lacE			Lactose-binding protein
OJFBJKJH_00350	CDS	1035	lacI		COG1609	Lactose operon repressor
OJFBJKJH_00351	CDS	735				hypothetical protein
OJFBJKJH_00352	CDS	624	sigK			ECF RNA polymerase sigma factor SigK
OJFBJKJH_00353	CDS	576			COG2335	Protein
OJFBJKJH_00354	CDS	834				hypothetical protein
OJFBJKJH_00355	CDS	483	ackA	2.7.2.1	COG0282	Acetate kinase
OJFBJKJH_00356	CDS	276		3.-.-.-		Putative hydrolase
OJFBJKJH_00357	CDS	1101		1.1.1.401		2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))
OJFBJKJH_00358	CDS	1221				hypothetical protein
OJFBJKJH_00359	CDS	1254	nagC_1		COG1846	DNA-binding transcriptional dual regulator NagC
OJFBJKJH_00360	CDS	567				hypothetical protein
OJFBJKJH_00361	CDS	744	udgB	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
