locus_tag	ftype	length_bp	gene	EC_number	COG	product
NIAIBKDK_00059	CDS	924				hypothetical protein
NIAIBKDK_00060	CDS	312			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
NIAIBKDK_00061	CDS	162				hypothetical protein
NIAIBKDK_00062	CDS	1167	ftsZ		COG0206	Cell division protein FtsZ
NIAIBKDK_00063	CDS	420				hypothetical protein
NIAIBKDK_00064	CDS	744				hypothetical protein
NIAIBKDK_00065	CDS	555				hypothetical protein
NIAIBKDK_00066	CDS	360				hypothetical protein
NIAIBKDK_00067	CDS	570				hypothetical protein
NIAIBKDK_00068	CDS	672	ftsQ		COG1589	Cell division protein FtsQ
NIAIBKDK_00069	CDS	1461	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
NIAIBKDK_00070	CDS	1089	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
NIAIBKDK_00071	CDS	1317	ftsW	2.4.99.28	COG0772	putative peptidoglycan glycosyltransferase FtsW
NIAIBKDK_00072	CDS	1359	murD_1	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
NIAIBKDK_00073	CDS	717	nuoC	7.1.1.-	COG0852	NADH-quinone oxidoreductase subunit C
NIAIBKDK_00074	CDS	1332	nuoD_1	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
NIAIBKDK_00075	CDS	282				hypothetical protein
NIAIBKDK_00076	CDS	600	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
NIAIBKDK_00077	CDS	903	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
NIAIBKDK_00078	CDS	501				hypothetical protein
NIAIBKDK_00079	CDS	1137	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
NIAIBKDK_00080	CDS	942	patA	2.3.1.265	COG1560	Phosphatidylinositol mannoside acyltransferase
NIAIBKDK_00081	CDS	651		2.7.8.-		Phosphatidylinositol phosphate synthase
NIAIBKDK_00082	CDS	2172			COG0480	Elongation factor G-like protein
NIAIBKDK_00083	CDS	735				hypothetical protein
NIAIBKDK_00084	CDS	468		2.7.7.53	COG0537	AP-4-A phosphorylase
NIAIBKDK_00085	CDS	2055	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
NIAIBKDK_00086	CDS	669				hypothetical protein
NIAIBKDK_00087	tRNA	73				tRNA-Gly(ccc)
NIAIBKDK_00088	CDS	459				hypothetical protein
NIAIBKDK_00089	CDS	870				hypothetical protein
NIAIBKDK_00090	CDS	603	sigK			ECF RNA polymerase sigma factor SigK
NIAIBKDK_00091	CDS	1215				hypothetical protein
NIAIBKDK_00092	tRNA	74				tRNA-Gly(gcc)
NIAIBKDK_00093	tRNA	72				tRNA-Cys(gca)
NIAIBKDK_00094	tRNA	75				tRNA-Val(gac)
NIAIBKDK_00095	CDS	1038	ycdX	3.1.3.-		phosphatase YcdX
NIAIBKDK_00096	CDS	1908	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
NIAIBKDK_00097	CDS	1455	yegS	2.7.1.-		lipid kinase YegS
NIAIBKDK_00098	CDS	195				hypothetical protein
NIAIBKDK_00099	CDS	375				hypothetical protein
NIAIBKDK_00100	CDS	1656	pyrG	6.3.4.2	COG0504	CTP synthase
NIAIBKDK_00101	CDS	2325				hypothetical protein
NIAIBKDK_00102	CDS	1119	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
NIAIBKDK_00103	CDS	1638	murJ_1			lipid II flippase MurJ
NIAIBKDK_00104	CDS	858				hypothetical protein
NIAIBKDK_00105	CDS	942	mctB			Copper transporter MctB
NIAIBKDK_00106	CDS	1182				hypothetical protein
NIAIBKDK_00107	CDS	1713	recN		COG0497	DNA repair protein RecN
NIAIBKDK_00108	CDS	990	ppnK	2.7.1.23	COG0061	NAD kinase
NIAIBKDK_00109	CDS	798	tlyA	2.1.1.226		16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
NIAIBKDK_00110	CDS	174				hypothetical protein
NIAIBKDK_00111	CDS	609				hypothetical protein
NIAIBKDK_00112	CDS	342				hypothetical protein
NIAIBKDK_00113	CDS	1050				hypothetical protein
NIAIBKDK_00114	CDS	492				hypothetical protein
NIAIBKDK_00115	CDS	1311				hypothetical protein
NIAIBKDK_00116	CDS	369				hypothetical protein
NIAIBKDK_00117	CDS	633				hypothetical protein
NIAIBKDK_00118	CDS	861				hypothetical protein
NIAIBKDK_00119	rRNA	117				5S ribosomal RNA
NIAIBKDK_00120	CDS	180				hypothetical protein
NIAIBKDK_00121	CDS	414	sauT	6.2.1.-	COG0318	Sulfoacetate--CoA ligase
NIAIBKDK_00122	CDS	1302				hypothetical protein
NIAIBKDK_00123	CDS	831				hypothetical protein
NIAIBKDK_00124	CDS	645	degU_1		COG2197	Transcriptional regulatory protein DegU
NIAIBKDK_00125	CDS	1137				hypothetical protein
NIAIBKDK_00126	CDS	606	ynbA		COG0558	Inner membrane protein YnbA
NIAIBKDK_00127	CDS	207				hypothetical protein
NIAIBKDK_00128	CDS	384				hypothetical protein
NIAIBKDK_00129	CDS	288				hypothetical protein
NIAIBKDK_00130	CDS	900				hypothetical protein
NIAIBKDK_00131	CDS	1218	rutA_1	1.14.99.46		Pyrimidine monooxygenase RutA
NIAIBKDK_00132	CDS	297				hypothetical protein
NIAIBKDK_00133	CDS	948	ppx2	3.6.1.11		Exopolyphosphatase 2
NIAIBKDK_00134	CDS	570				hypothetical protein
NIAIBKDK_00135	CDS	645				hypothetical protein
NIAIBKDK_00136	CDS	1401	eno	4.2.1.11	COG0148	Enolase
NIAIBKDK_00137	CDS	900				hypothetical protein
NIAIBKDK_00138	CDS	1041				hypothetical protein
NIAIBKDK_00139	CDS	546				hypothetical protein
NIAIBKDK_00140	CDS	225				hypothetical protein
NIAIBKDK_00141	CDS	156				hypothetical protein
NIAIBKDK_00142	CDS	189				hypothetical protein
NIAIBKDK_00143	CDS	1071	rppA	2.3.1.233		1,3,6,8-tetrahydroxynaphthalene synthase
NIAIBKDK_00144	CDS	1221	hflX		COG2262	GTPase HflX
NIAIBKDK_00145	CDS	129				hypothetical protein
NIAIBKDK_00146	CDS	849	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
NIAIBKDK_00147	CDS	300				hypothetical protein
NIAIBKDK_00148	CDS	144				hypothetical protein
NIAIBKDK_00149	CDS	213				hypothetical protein
NIAIBKDK_00150	CDS	2394				hypothetical protein
NIAIBKDK_00151	CDS	435				hypothetical protein
NIAIBKDK_00152	CDS	120	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
NIAIBKDK_00153	CDS	339				hypothetical protein
NIAIBKDK_00154	tRNA	94				tRNA-SeC(tca)
NIAIBKDK_00155	CDS	261		1.17.1.9		Putative formate dehydrogenase
NIAIBKDK_00156	CDS	891				hypothetical protein
NIAIBKDK_00157	CDS	1008				hypothetical protein
NIAIBKDK_00158	CDS	174				hypothetical protein
NIAIBKDK_00159	CDS	804				hypothetical protein
NIAIBKDK_00160	CDS	648				hypothetical protein
NIAIBKDK_00161	CDS	498	atpB_1	7.1.2.2		ATP synthase subunit beta
NIAIBKDK_00162	CDS	390	atpC			ATP synthase epsilon chain
NIAIBKDK_00163	CDS	438				hypothetical protein
NIAIBKDK_00164	CDS	576		2.5.1.17	COG2096	Corrinoid adenosyltransferase
NIAIBKDK_00165	CDS	1299	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
NIAIBKDK_00166	CDS	414				hypothetical protein
NIAIBKDK_00167	CDS	1632				hypothetical protein
NIAIBKDK_00168	CDS	1005				hypothetical protein
NIAIBKDK_00169	CDS	663	mce3R		COG1309	Transcriptional repressor Mce3R
NIAIBKDK_00170	CDS	525	bfrB	1.16.3.1	COG1528	Ferritin BfrB
NIAIBKDK_00171	CDS	909	xerC_1			Tyrosine recombinase XerC
NIAIBKDK_00172	CDS	126				hypothetical protein
NIAIBKDK_00173	CDS	300				hypothetical protein
NIAIBKDK_00174	CDS	216				hypothetical protein
NIAIBKDK_00175	CDS	876				hypothetical protein
NIAIBKDK_00176	CDS	279				hypothetical protein
NIAIBKDK_00177	CDS	1290		3.5.4.32		8-oxoguanine deaminase
NIAIBKDK_00178	CDS	330				hypothetical protein
NIAIBKDK_00179	tRNA	75				tRNA-Arg(ccg)
NIAIBKDK_00180	CDS	804	olsA	2.3.1.270		Lyso-ornithine lipid O-acyltransferase
NIAIBKDK_00181	CDS	879				hypothetical protein
NIAIBKDK_00182	CDS	636				hypothetical protein
NIAIBKDK_00183	CDS	1035				hypothetical protein
NIAIBKDK_00184	CDS	696	tmk_1	2.7.4.9	COG0125	Thymidylate kinase
NIAIBKDK_00185	CDS	255	tam	2.1.1.144		Trans-aconitate 2-methyltransferase
NIAIBKDK_00186	CDS	360				hypothetical protein
NIAIBKDK_00187	CDS	744	topA	5.6.2.1	COG0550	DNA topoisomerase 1
NIAIBKDK_00188	CDS	906				hypothetical protein
NIAIBKDK_00189	CDS	978			COG0204	putative protein
NIAIBKDK_00190	CDS	1053			COG0451	putative protein
NIAIBKDK_00191	CDS	99				hypothetical protein
NIAIBKDK_00192	CDS	651				hypothetical protein
NIAIBKDK_00193	CDS	375				hypothetical protein
NIAIBKDK_00194	CDS	1131	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
NIAIBKDK_00195	CDS	837				putative protein
NIAIBKDK_00196	CDS	1854		7.6.2.-		Putative multidrug export ATP-binding/permease protein
NIAIBKDK_00197	CDS	624	sutR_1		COG1396	HTH-type transcriptional regulator SutR
NIAIBKDK_00198	CDS	1398	glnT	6.3.1.2	COG0174	Glutamine synthetase
NIAIBKDK_00199	CDS	930	purF_1	2.4.2.14		Amidophosphoribosyltransferase
NIAIBKDK_00200	CDS	594	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
NIAIBKDK_00201	CDS	888				hypothetical protein
NIAIBKDK_00202	CDS	1746	boxC	4.1.2.44		Benzoyl-CoA-dihydrodiol lyase
NIAIBKDK_00203	CDS	1266				hypothetical protein
NIAIBKDK_00204	CDS	867			COG1233	putative protein
NIAIBKDK_00205	CDS	324				hypothetical protein
NIAIBKDK_00206	CDS	765				hypothetical protein
NIAIBKDK_00207	CDS	528			COG1309	HTH-type transcriptional regulator
NIAIBKDK_00208	CDS	831				hypothetical protein
NIAIBKDK_00209	CDS	792		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
NIAIBKDK_00210	CDS	666				hypothetical protein
NIAIBKDK_00211	CDS	735				hypothetical protein
NIAIBKDK_00212	CDS	726				hypothetical protein
NIAIBKDK_00213	CDS	600	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
NIAIBKDK_00214	CDS	927				hypothetical protein
NIAIBKDK_00215	CDS	309				hypothetical protein
NIAIBKDK_00216	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
NIAIBKDK_00217	CDS	192				hypothetical protein
NIAIBKDK_00218	CDS	711	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
NIAIBKDK_00219	CDS	555				hypothetical protein
NIAIBKDK_00220	CDS	861				hypothetical protein
NIAIBKDK_00221	CDS	210				hypothetical protein
NIAIBKDK_00222	CDS	729	rosB	2.6.1.114	COG0655	8-demethyl-8-aminoriboflavin-5'-phosphate synthase
NIAIBKDK_00223	CDS	945	aidA			Quorum-quenching protein AidA
NIAIBKDK_00224	CDS	888				hypothetical protein
NIAIBKDK_00225	CDS	561				hypothetical protein
NIAIBKDK_00226	CDS	573				hypothetical protein
NIAIBKDK_00227	CDS	1287				hypothetical protein
NIAIBKDK_00228	CDS	858				hypothetical protein
NIAIBKDK_00229	CDS	390				hypothetical protein
NIAIBKDK_00230	CDS	450				hypothetical protein
NIAIBKDK_00231	CDS	330				hypothetical protein
NIAIBKDK_00232	CDS	375				hypothetical protein
NIAIBKDK_00233	CDS	108				hypothetical protein
NIAIBKDK_00234	CDS	921	rlmJ	2.1.1.266		Ribosomal RNA large subunit methyltransferase J
NIAIBKDK_00235	CDS	645	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
NIAIBKDK_00236	CDS	447				hypothetical protein
NIAIBKDK_00237	CDS	915				hypothetical protein
NIAIBKDK_00238	CDS	678	gph_1	3.1.3.18		Phosphoglycolate phosphatase
NIAIBKDK_00239	CDS	537				hypothetical protein
NIAIBKDK_00240	CDS	333				hypothetical protein
NIAIBKDK_00241	CDS	618				hypothetical protein
NIAIBKDK_00242	CDS	1338				hypothetical protein
NIAIBKDK_00243	CDS	948				hypothetical protein
NIAIBKDK_00244	CDS	312				hypothetical protein
NIAIBKDK_00245	CDS	1626	ligA	6.5.1.2	COG0272	DNA ligase A
NIAIBKDK_00246	CDS	678				hypothetical protein
NIAIBKDK_00247	CDS	300	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
NIAIBKDK_00248	CDS	1518	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
NIAIBKDK_00249	CDS	315				hypothetical protein
NIAIBKDK_00250	CDS	1506	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
NIAIBKDK_00251	CDS	2373				hypothetical protein
NIAIBKDK_00252	CDS	318				hypothetical protein
NIAIBKDK_00253	CDS	1053				hypothetical protein
NIAIBKDK_00254	CDS	915	hprA	1.1.1.29	COG1052	Glycerate dehydrogenase
NIAIBKDK_00255	CDS	708				hypothetical protein
NIAIBKDK_00256	CDS	459				hypothetical protein
NIAIBKDK_00257	CDS	240				hypothetical protein
NIAIBKDK_00258	CDS	492				hypothetical protein
NIAIBKDK_00259	CDS	1011				hypothetical protein
NIAIBKDK_00260	CDS	810		4.2.1.17	COG1024	Putative enoyl-CoA hydratase
NIAIBKDK_00261	CDS	1263	hemW		COG0635	Heme chaperone HemW
NIAIBKDK_00262	CDS	261				hypothetical protein
NIAIBKDK_00263	CDS	1020	hrcA		COG1420	Heat-inducible transcription repressor HrcA
NIAIBKDK_00264	CDS	1134	dnaJ2		COG0484	Chaperone protein DnaJ 2
NIAIBKDK_00265	CDS	774	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
NIAIBKDK_00266	CDS	351		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
NIAIBKDK_00267	CDS	987			COG1702	PhoH-like protein
NIAIBKDK_00268	CDS	480	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
NIAIBKDK_00269	CDS	1311				hypothetical protein
NIAIBKDK_00270	CDS	375				hypothetical protein
NIAIBKDK_00271	CDS	510				hypothetical protein
NIAIBKDK_00272	CDS	528				hypothetical protein
NIAIBKDK_00273	CDS	882	era		COG1159	GTPase Era
NIAIBKDK_00274	CDS	732	recO		COG1381	DNA repair protein RecO
NIAIBKDK_00275	CDS	786		2.5.1.88	COG0020	Trans,polycis-polyprenyl diphosphate synthase ((2Z,6E)-farnesyl diphosphate specific)
NIAIBKDK_00276	CDS	288				hypothetical protein
NIAIBKDK_00277	CDS	288				hypothetical protein
NIAIBKDK_00278	CDS	714				hypothetical protein
NIAIBKDK_00279	CDS	786				hypothetical protein
NIAIBKDK_00280	CDS	738				hypothetical protein
NIAIBKDK_00281	CDS	150				hypothetical protein
NIAIBKDK_00282	CDS	159				hypothetical protein
NIAIBKDK_00283	CDS	1959	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NIAIBKDK_00284	CDS	870	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
NIAIBKDK_00285	CDS	1182	braC_1			Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
NIAIBKDK_00286	CDS	390				hypothetical protein
NIAIBKDK_00287	CDS	624	mshD_1	2.3.1.189		Mycothiol acetyltransferase
NIAIBKDK_00288	CDS	153				hypothetical protein
NIAIBKDK_00289	CDS	612				hypothetical protein
NIAIBKDK_00290	CDS	438				hypothetical protein
NIAIBKDK_00291	CDS	354				hypothetical protein
NIAIBKDK_00292	CDS	234				hypothetical protein
NIAIBKDK_00293	CDS	1056	nmoA	1.13.12.-		Nitronate monooxygenase
NIAIBKDK_00294	CDS	2601				hypothetical protein
NIAIBKDK_00295	CDS	408	comEA		COG1555	ComE operon protein 1
NIAIBKDK_00296	CDS	867			COG1307	DegV domain-containing protein
NIAIBKDK_00297	CDS	348	yidH		COG2149	Inner membrane protein YidH
NIAIBKDK_00298	CDS	333				hypothetical protein
NIAIBKDK_00299	CDS	1554	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
NIAIBKDK_00300	CDS	1104	ycjQ_1	1.1.1.-	COG1063	D-guloside 3-dehydrogenase
NIAIBKDK_00301	CDS	1230				hypothetical protein
NIAIBKDK_00302	CDS	783	gpgS	2.4.1.266	COG1215	Glucosyl-3-phosphoglycerate synthase
NIAIBKDK_00303	CDS	192				hypothetical protein
NIAIBKDK_00304	CDS	1236	dinB	2.7.7.7	COG0389	DNA polymerase IV
NIAIBKDK_00305	CDS	381				hypothetical protein
NIAIBKDK_00306	CDS	1131				hypothetical protein
NIAIBKDK_00307	CDS	522				hypothetical protein
NIAIBKDK_00308	CDS	729				hypothetical protein
NIAIBKDK_00309	CDS	405				hypothetical protein
NIAIBKDK_00310	CDS	2370				hypothetical protein
NIAIBKDK_00311	CDS	1422				hypothetical protein
NIAIBKDK_00312	CDS	1104	moxR1_1		COG0714	Chaperone MoxR1
NIAIBKDK_00313	CDS	438	mraZ_1		COG2001	Transcriptional regulator MraZ
NIAIBKDK_00314	CDS	1023	rsmH_1	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
NIAIBKDK_00315	CDS	423				hypothetical protein
NIAIBKDK_00316	tRNA	93				tRNA-Arg(cct)
NIAIBKDK_00317	CDS	1593	murE_1	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
NIAIBKDK_00318	CDS	1476	murF_1	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
NIAIBKDK_00319	CDS	1083	mraY_1	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
NIAIBKDK_00320	CDS	288	atpE_1		COG0636	ATP synthase subunit c
NIAIBKDK_00321	CDS	543	atpF			ATP synthase subunit b
NIAIBKDK_00322	CDS	558	atpFH		COG0711	ATP synthase subunit b-delta
NIAIBKDK_00323	CDS	819	atpH			ATP synthase subunit delta
NIAIBKDK_00324	CDS	1644	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
NIAIBKDK_00325	CDS	948	atpG		COG0224	ATP synthase gamma chain
NIAIBKDK_00326	CDS	351				hypothetical protein
NIAIBKDK_00327	CDS	270				hypothetical protein
NIAIBKDK_00328	CDS	1299	dinF		COG0534	DNA damage-inducible protein F
NIAIBKDK_00329	CDS	774	larE	4.4.1.37	COG1606	Pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
NIAIBKDK_00330	CDS	396				hypothetical protein
NIAIBKDK_00331	CDS	399				hypothetical protein
NIAIBKDK_00332	CDS	201				hypothetical protein
NIAIBKDK_00333	CDS	795	fabG_1	1.1.1.100	COG1028	3-oxoacyl-[acyl-carrier-protein] reductase FabG
NIAIBKDK_00334	CDS	477				hypothetical protein
NIAIBKDK_00335	CDS	120				hypothetical protein
NIAIBKDK_00336	CDS	693				hypothetical protein
NIAIBKDK_00337	CDS	762				hypothetical protein
NIAIBKDK_00338	CDS	747				hypothetical protein
NIAIBKDK_00339	CDS	1422	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
NIAIBKDK_00340	CDS	2727	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
NIAIBKDK_00341	CDS	468				hypothetical protein
NIAIBKDK_00342	CDS	219				hypothetical protein
NIAIBKDK_00343	CDS	912				hypothetical protein
NIAIBKDK_00344	CDS	1476	merA_1	1.16.1.1		Mercuric reductase
NIAIBKDK_00345	CDS	159				hypothetical protein
NIAIBKDK_00346	CDS	276				hypothetical protein
NIAIBKDK_00347	CDS	309				hypothetical protein
NIAIBKDK_00348	CDS	426				putative protein
NIAIBKDK_00349	CDS	468	ahpE	1.11.1.29	COG1225	Alkyl hydroperoxide reductase E
NIAIBKDK_00350	tRNA	74				tRNA-Val(tac)
NIAIBKDK_00351	CDS	198				hypothetical protein
NIAIBKDK_00352	CDS	708				hypothetical protein
NIAIBKDK_00353	CDS	204				hypothetical protein
NIAIBKDK_00354	CDS	243				hypothetical protein
NIAIBKDK_00355	CDS	273				hypothetical protein
NIAIBKDK_00356	CDS	702				hypothetical protein
NIAIBKDK_00357	CDS	729	clpB			Chaperone protein ClpB
NIAIBKDK_00358	CDS	684				hypothetical protein
NIAIBKDK_00359	CDS	1215	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
NIAIBKDK_00360	CDS	1323	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
NIAIBKDK_00361	CDS	1191				hypothetical protein
NIAIBKDK_00362	CDS	648				hypothetical protein
NIAIBKDK_00363	CDS	900	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
NIAIBKDK_00364	CDS	234				hypothetical protein
NIAIBKDK_00365	CDS	657				hypothetical protein
NIAIBKDK_00366	CDS	279		1.14.-.-	COG2124	Cytochrome P450 165B3
NIAIBKDK_00367	CDS	714	menB_1	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
NIAIBKDK_00368	CDS	402	ddn	1.-.-.-	COG0748	Deazaflavin-dependent nitroreductase
NIAIBKDK_00369	CDS	582	padR_1		COG1695	Negative transcriptional regulator PadR
NIAIBKDK_00370	CDS	1131	moxR1_2		COG0714	Chaperone MoxR1
NIAIBKDK_00371	CDS	927			COG1721	putative protein
NIAIBKDK_00372	CDS	957				hypothetical protein
NIAIBKDK_00373	CDS	402	vapC9_2	3.1.-.-	COG4113	Ribonuclease VapC9
NIAIBKDK_00374	CDS	705	mabA	1.1.1.100	COG1028	3-oxoacyl-[acyl-carrier-protein] reductase MabA
NIAIBKDK_00375	CDS	768	inhA_1	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH]
NIAIBKDK_00376	CDS	1410	mtoX	1.8.3.4		Methanethiol oxidase
NIAIBKDK_00377	CDS	1899		7.6.2.-		Putative multidrug export ATP-binding/permease protein
NIAIBKDK_00378	CDS	423	fadJ_1	5.1.2.3		Fatty acid oxidation complex subunit alpha
NIAIBKDK_00379	CDS	216				hypothetical protein
NIAIBKDK_00380	CDS	252				hypothetical protein
NIAIBKDK_00381	CDS	2061				hypothetical protein
NIAIBKDK_00382	CDS	657	degU_2		COG2197	Transcriptional regulatory protein DegU
NIAIBKDK_00383	CDS	486				hypothetical protein
NIAIBKDK_00384	CDS	510				hypothetical protein
NIAIBKDK_00385	CDS	528	mshD_2	2.3.1.189		Mycothiol acetyltransferase
NIAIBKDK_00386	CDS	987				hypothetical protein
NIAIBKDK_00387	CDS	486				hypothetical protein
NIAIBKDK_00388	CDS	270				hypothetical protein
NIAIBKDK_00389	CDS	1089	msrP_1	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
NIAIBKDK_00390	CDS	729	aqpS		COG0580	Aquaglyceroporin AqpS
NIAIBKDK_00391	CDS	270				hypothetical protein
NIAIBKDK_00392	CDS	1680	uvrB		COG0556	UvrABC system protein B
NIAIBKDK_00393	CDS	120				hypothetical protein
NIAIBKDK_00394	CDS	624				hypothetical protein
NIAIBKDK_00395	CDS	615	sutR_2		COG1396	HTH-type transcriptional regulator SutR
NIAIBKDK_00396	CDS	606				hypothetical protein
